Cause,Effect
V0,V31
V0,V43
V0,V57
V2,V23
V2,V31
V2,V36
V2,V51
V2,V56
V2,V75
V2,V86
V3,V34
V3,V37
V4,V47
V4,V52
V4,V86
V4,V90
V5,V30
V5,V32
V5,V43
V5,V81
V5,V86
V6,V82
V6,V93
V7,V43
V8,V11
V8,V16
V8,V47
V9,V4
V9,V63
V10,V63
V10,V85
V11,V8
V11,V20
V12,V23
V13,V60
V13,V87
V14,V0
V14,V1
V14,V23
V14,V40
V14,V42
V14,V60
V14,V67
V14,V76
V15,V32
V15,V37
V15,V39
V15,V89
V16,V36
V17,V0
V17,V9
V17,V15
V17,V49
V17,V79
V17,V84
V17,V94
V18,V49
V18,V79
V18,V92
V19,V55
V19,V83
V20,V9
V20,V44
V20,V67
V20,V84
V20,V87
V21,V8
V21,V15
V21,V99
V22,V47
V22,V89
V23,V27
V23,V28
V23,V94
V24,V32
V24,V35
V24,V47
V24,V65
V25,V27
V25,V68
V25,V89
V26,V18
V28,V83
V29,V87
V31,V47
V31,V57
V31,V68
V31,V87
V32,V46
V34,V32
V34,V66
V34,V99
V35,V11
V35,V49
V36,V1
V36,V55
V36,V66
V37,V15
V37,V38
V37,V45
V37,V53
V37,V60
V37,V66
V38,V21
V39,V37
V39,V42
V40,V18
V40,V21
V40,V33
V40,V83
V41,V21
V41,V26
V41,V27
V41,V52
V41,V87
V41,V96
V42,V8
V42,V63
V43,V16
V43,V30
V43,V35
V43,V48
V43,V93
V44,V12
V44,V33
V44,V82
V45,V58
V46,V0
V46,V19
V46,V39
V46,V96
V47,V59
V47,V78
V47,V82
V47,V83
V47,V98
V48,V92
V48,V99
V49,V45
V49,V92
V50,V21
V50,V23
V50,V29
V50,V44
V51,V27
V51,V90
V52,V18
V52,V26
V52,V64
V52,V66
V52,V89
V52,V93
V53,V30
V53,V33
V53,V40
V53,V89
V54,V10
V54,V40
V54,V42
V55,V15
V55,V17
V55,V33
V56,V34
V56,V48
V56,V63
V56,V69
V56,V81
V57,V78
V57,V82
V58,V88
V59,V16
V59,V39
V61,V16
V61,V28
V61,V29
V61,V45
V61,V50
V61,V53
V61,V79
V62,V12
V63,V29
V63,V68
V64,V38
V65,V76
V66,V68
V68,V1
V68,V38
V68,V46
V69,V60
V70,V3
V70,V83
V71,V16
V71,V90
V72,V5
V72,V30
V72,V56
V72,V67
V72,V73
V73,V29
V73,V31
V73,V35
V74,V48
V74,V59
V74,V64
V76,V94
V77,V68
V77,V78
V77,V84
V77,V85
V77,V92
V78,V43
V78,V59
V78,V75
V79,V0
V79,V58
V79,V67
V80,V8
V80,V34
V80,V36
V81,V8
V81,V75
V81,V86
V81,V88
V81,V91
V81,V94
V82,V22
V82,V30
V82,V53
V83,V81
V84,V19
V84,V31
V84,V76
V86,V1
V86,V25
V86,V26
V86,V33
V86,V55
V86,V71
V87,V36
V87,V49
V87,V52
V87,V81
V87,V82
V88,V0
V90,V18
V91,V21
V91,V25
V91,V79
V92,V1
V92,V93
V93,V15
V93,V25
V94,V27
V94,V38
V94,V96
V95,V42
V95,V76
V97,V2
V97,V63
V97,V70
V97,V73
V97,V96
V98,V29
V99,V50
