Cause,Effect
V0,V57
V0,V80
V1,V42
V1,V43
V1,V80
V2,V78
V2,V99
V3,V11
V3,V15
V4,V40
V4,V57
V4,V77
V4,V80
V5,V6
V5,V13
V5,V21
V5,V30
V5,V39
V6,V28
V7,V0
V7,V38
V7,V46
V7,V64
V7,V83
V7,V95
V8,V14
V8,V17
V8,V55
V8,V61
V8,V97
V9,V38
V9,V92
V10,V97
V11,V98
V14,V26
V14,V51
V14,V76
V15,V39
V16,V70
V17,V11
V17,V33
V17,V48
V18,V97
V19,V52
V19,V82
V20,V48
V21,V39
V21,V43
V21,V57
V21,V70
V22,V1
V22,V12
V22,V67
V22,V83
V22,V99
V23,V27
V23,V91
V24,V47
V24,V87
V26,V10
V26,V34
V27,V25
V27,V28
V27,V65
V28,V19
V28,V80
V29,V10
V29,V68
V29,V86
V30,V21
V30,V59
V30,V84
V31,V25
V32,V15
V32,V47
V32,V76
V32,V99
V33,V44
V34,V19
V35,V25
V36,V25
V36,V37
V36,V38
V37,V4
V37,V5
V37,V35
V38,V6
V38,V8
V38,V15
V38,V80
V38,V95
V39,V11
V39,V84
V40,V2
V40,V98
V42,V25
V42,V67
V42,V69
V43,V84
V44,V75
V45,V5
V45,V28
V45,V30
V45,V85
V46,V59
V46,V61
V47,V35
V47,V54
V47,V62
V47,V84
V48,V15
V48,V38
V49,V47
V49,V57
V50,V27
V50,V32
V50,V45
V50,V67
V50,V87
V51,V19
V51,V83
V52,V37
V52,V79
V52,V91
V53,V43
V53,V88
V53,V99
V54,V12
V54,V59
V55,V68
V56,V12
V56,V26
V56,V29
V57,V2
V57,V5
V57,V24
V57,V47
V57,V68
V58,V2
V58,V26
V58,V62
V58,V68
V59,V89
V60,V0
V60,V6
V60,V14
V60,V72
V61,V1
V61,V21
V61,V52
V61,V55
V62,V18
V62,V24
V63,V19
V63,V40
V64,V15
V64,V87
V65,V6
V65,V34
V66,V8
V66,V46
V66,V56
V66,V62
V66,V85
V67,V4
V67,V20
V67,V33
V67,V52
V67,V59
V68,V61
V69,V71
V69,V83
V70,V34
V70,V52
V71,V44
V71,V52
V71,V72
V72,V47
V73,V12
V73,V97
V74,V4
V74,V16
V74,V61
V74,V85
V75,V30
V75,V42
V75,V69
V76,V37
V77,V29
V77,V75
V78,V40
V78,V43
V78,V83
V79,V6
V80,V13
V81,V75
V82,V29
V82,V55
V83,V88
V84,V10
V84,V95
V85,V33
V85,V38
V85,V51
V86,V13
V86,V62
V86,V98
V87,V43
V87,V58
V88,V12
V88,V67
V88,V82
V89,V40
V89,V85
V90,V56
V90,V92
V90,V98
V91,V8
V91,V28
V91,V56
V91,V69
V91,V88
V91,V97
V92,V69
V92,V87
V93,V11
V94,V24
V94,V57
V94,V60
V95,V10
V95,V27
V95,V72
V95,V85
V96,V4
V97,V11
V98,V93
