Cause,Effect
V0,V38
V0,V89
V0,V92
V1,V68
V1,V93
V1,V98
V1,V99
V2,V40
V2,V62
V3,V83
V4,V14
V4,V48
V4,V80
V5,V40
V5,V78
V5,V83
V5,V89
V6,V4
V6,V16
V6,V27
V6,V36
V7,V59
V8,V92
V9,V79
V9,V94
V11,V2
V12,V5
V12,V17
V12,V20
V12,V28
V12,V45
V12,V65
V13,V9
V13,V83
V14,V66
V14,V96
V15,V3
V15,V24
V15,V71
V15,V82
V16,V56
V16,V85
V16,V97
V16,V99
V17,V3
V17,V31
V17,V59
V17,V66
V18,V19
V18,V47
V18,V76
V19,V7
V19,V41
V19,V72
V19,V96
V20,V34
V20,V44
V20,V96
V21,V18
V21,V39
V21,V80
V22,V12
V22,V14
V24,V11
V24,V76
V25,V18
V25,V65
V25,V75
V26,V3
V26,V56
V27,V4
V27,V26
V27,V37
V27,V53
V27,V80
V28,V11
V29,V8
V29,V90
V30,V20
V30,V21
V30,V51
V31,V47
V31,V88
V33,V8
V33,V46
V33,V60
V33,V76
V33,V81
V33,V90
V33,V97
V34,V12
V34,V13
V34,V39
V34,V56
V35,V12
V35,V50
V35,V54
V36,V55
V37,V15
V37,V89
V38,V57
V38,V68
V38,V77
V38,V95
V39,V4
V39,V17
V39,V46
V39,V95
V40,V98
V41,V85
V41,V89
V42,V31
V43,V10
V43,V68
V43,V72
V44,V8
V44,V27
V45,V57
V45,V75
V46,V16
V46,V24
V46,V48
V46,V77
V46,V83
V47,V2
V47,V18
V47,V58
V47,V66
V47,V72
V48,V8
V48,V9
V48,V23
V48,V61
V48,V88
V48,V95
V50,V1
V51,V40
V51,V77
V51,V79
V52,V31
V52,V97
V53,V51
V53,V55
V55,V27
V55,V41
V55,V62
V55,V99
V56,V16
V56,V45
V57,V56
V58,V44
V59,V19
V59,V39
V59,V46
V60,V21
V60,V54
V60,V59
V61,V54
V61,V79
V61,V97
V62,V23
V62,V78
V62,V90
V63,V16
V63,V19
V63,V55
V63,V74
V64,V34
V64,V65
V65,V30
V65,V94
V66,V9
V66,V61
V66,V81
V67,V24
V67,V59
V67,V89
V68,V3
V69,V62
V69,V94
V70,V43
V70,V44
V71,V96
V72,V38
V72,V73
V73,V29
V73,V91
V74,V5
V74,V7
V74,V44
V74,V91
V75,V6
V75,V20
V75,V95
V76,V57
V76,V88
V76,V96
V77,V3
V77,V18
V77,V19
V77,V87
V78,V16
V78,V79
V79,V6
V80,V10
V80,V23
V81,V37
V81,V61
V82,V78
V82,V85
V82,V90
V83,V12
V83,V21
V84,V4
V84,V19
V84,V37
V84,V43
V85,V41
V85,V77
V86,V4
V86,V97
V86,V98
V87,V8
V87,V59
V87,V82
V88,V11
V88,V13
V88,V24
V88,V50
V89,V18
V89,V39
V89,V53
V89,V72
V89,V98
V90,V1
V90,V65
V91,V6
V91,V11
V91,V36
V91,V47
V91,V54
V91,V81
V92,V63
V93,V44
V93,V66
V93,V77
V93,V82
V95,V29
V95,V62
V96,V9
V96,V34
V96,V39
V96,V76
V96,V90
V96,V93
V97,V9
V97,V30
V97,V74
V97,V83
V98,V13
V98,V31
V98,V82
V98,V85
V98,V92
V99,V98
