Cause,Effect
V0,V5
V0,V89
V1,V44
V1,V45
V1,V93
V1,V97
V2,V7
V3,V12
V3,V88
V3,V92
V4,V66
V5,V12
V6,V43
V6,V51
V7,V3
V7,V11
V7,V21
V7,V36
V7,V58
V7,V87
V7,V92
V8,V26
V8,V70
V8,V87
V9,V0
V9,V62
V9,V69
V10,V13
V10,V36
V10,V82
V10,V86
V10,V95
V10,V98
V12,V7
V12,V31
V13,V21
V13,V58
V13,V91
V14,V6
V14,V25
V14,V26
V14,V81
V15,V58
V16,V18
V16,V37
V16,V63
V16,V70
V16,V76
V16,V92
V18,V10
V18,V91
V19,V10
V19,V22
V19,V33
V19,V49
V20,V84
V21,V32
V21,V95
V22,V66
V22,V86
V22,V88
V24,V12
V25,V29
V25,V40
V25,V63
V25,V77
V25,V86
V26,V12
V26,V14
V26,V97
V27,V0
V28,V30
V28,V58
V28,V76
V29,V9
V29,V89
V30,V37
V30,V48
V30,V85
V30,V89
V32,V2
V32,V74
V33,V4
V33,V58
V33,V59
V33,V89
V34,V13
V34,V16
V34,V44
V34,V69
V35,V99
V36,V40
V36,V46
V36,V62
V36,V98
V37,V18
V37,V51
V37,V69
V38,V28
V38,V45
V38,V56
V38,V91
V39,V40
V39,V51
V39,V88
V40,V7
V40,V62
V41,V27
V41,V77
V42,V17
V42,V60
V42,V64
V42,V98
V43,V70
V44,V51
V45,V13
V45,V29
V45,V43
V45,V77
V46,V26
V46,V89
V46,V92
V47,V19
V47,V23
V47,V67
V47,V93
V48,V50
V49,V2
V50,V22
V50,V44
V50,V74
V50,V97
V51,V48
V53,V3
V53,V19
V53,V74
V54,V42
V54,V47
V54,V49
V55,V23
V55,V50
V55,V94
V56,V16
V56,V48
V56,V75
V56,V93
V57,V28
V58,V6
V59,V30
V59,V93
V60,V20
V60,V53
V61,V17
V61,V32
V61,V88
V62,V4
V62,V22
V62,V30
V62,V44
V62,V64
V63,V70
V64,V16
V64,V40
V64,V49
V64,V72
V64,V81
V64,V88
V66,V49
V66,V62
V66,V76
V66,V79
V67,V4
V67,V28
V67,V63
V67,V64
V67,V77
V67,V86
V68,V38
V69,V51
V69,V64
V69,V71
V70,V60
V71,V47
V71,V61
V72,V19
V72,V42
V72,V83
V73,V7
V73,V34
V74,V40
V74,V91
V75,V14
V75,V20
V75,V28
V75,V91
V76,V21
V77,V48
V77,V93
V78,V7
V78,V34
V78,V75
V80,V28
V80,V33
V81,V25
V81,V64
V82,V46
V83,V9
V83,V30
V83,V50
V83,V56
V83,V60
V84,V21
V84,V69
V84,V71
V85,V3
V85,V25
V85,V79
V85,V92
V86,V16
V87,V4
V87,V25
V87,V70
V87,V71
V88,V33
V89,V27
V89,V32
V90,V50
V90,V76
V91,V9
V91,V20
V92,V72
V92,V87
V93,V27
V93,V46
V93,V99
V94,V47
V94,V50
V95,V25
V95,V39
V95,V48
V95,V76
V96,V23
V96,V81
V96,V94
V97,V14
V97,V30
V98,V6
V99,V37
V99,V62
V99,V71
