Cause,Effect
V0,V17
V0,V48
V0,V49
V0,V84
V1,V67
V1,V73
V2,V4
V2,V45
V2,V55
V2,V70
V2,V83
V3,V17
V3,V56
V3,V89
V4,V39
V4,V60
V4,V85
V5,V58
V6,V88
V7,V45
V8,V33
V9,V1
V9,V14
V9,V16
V9,V45
V9,V58
V10,V27
V10,V90
V11,V59
V12,V48
V12,V50
V13,V26
V15,V54
V15,V99
V16,V0
V16,V1
V16,V28
V16,V38
V17,V32
V17,V40
V18,V13
V19,V13
V19,V20
V19,V60
V19,V91
V22,V21
V22,V82
V22,V84
V24,V33
V25,V78
V25,V86
V26,V57
V27,V31
V27,V71
V27,V98
V28,V11
V29,V36
V30,V38
V30,V59
V30,V64
V30,V67
V30,V75
V31,V56
V31,V76
V32,V3
V32,V11
V32,V42
V32,V89
V33,V65
V33,V75
V34,V17
V34,V38
V34,V99
V35,V57
V35,V80
V36,V2
V36,V15
V36,V56
V36,V78
V37,V50
V37,V72
V37,V82
V37,V83
V38,V65
V40,V17
V40,V47
V40,V48
V42,V25
V42,V97
V43,V19
V43,V65
V43,V75
V44,V46
V44,V72
V44,V86
V45,V13
V45,V48
V45,V72
V45,V83
V46,V9
V46,V28
V46,V65
V46,V81
V47,V1
V47,V55
V47,V84
V48,V9
V48,V26
V48,V88
V49,V76
V49,V98
V50,V83
V50,V93
V51,V31
V52,V81
V52,V85
V53,V18
V53,V42
V53,V67
V53,V73
V54,V53
V55,V0
V55,V4
V56,V4
V56,V39
V56,V67
V57,V18
V57,V64
V57,V75
V58,V23
V58,V31
V58,V40
V59,V18
V59,V51
V60,V89
V61,V97
V62,V15
V62,V31
V62,V54
V62,V55
V62,V56
V62,V60
V62,V89
V62,V97
V63,V15
V64,V13
V64,V42
V64,V46
V64,V63
V65,V38
V66,V40
V66,V51
V67,V55
V67,V57
V68,V3
V68,V12
V68,V16
V68,V40
V68,V57
V68,V62
V68,V69
V70,V17
V70,V19
V71,V8
V73,V21
V73,V71
V74,V9
V74,V16
V74,V45
V74,V49
V74,V98
V75,V26
V75,V82
V76,V41
V76,V48
V76,V98
V77,V61
V78,V24
V78,V27
V78,V47
V78,V58
V78,V76
V79,V26
V79,V44
V79,V94
V80,V4
V80,V19
V80,V28
V80,V85
V81,V9
V81,V12
V81,V51
V82,V16
V82,V88
V82,V91
V83,V54
V85,V26
V85,V46
V85,V76
V86,V36
V86,V47
V86,V57
V87,V72
V87,V83
V87,V98
V88,V2
V88,V13
V88,V84
V89,V35
V89,V66
V89,V78
V89,V80
V89,V84
V90,V0
V90,V24
V91,V3
V91,V14
V91,V39
V91,V78
V91,V89
V92,V21
V92,V31
V94,V80
V95,V38
V95,V58
V95,V59
V96,V49
V96,V58
V96,V62
V97,V11
V97,V49
V98,V3
V98,V72
V98,V87
V98,V88
V99,V55
