Cause,Effect
V0,V92
V0,V94
V0,V96
V1,V16
V1,V67
V2,V29
V2,V73
V2,V88
V2,V90
V2,V94
V3,V78
V4,V11
V4,V26
V4,V37
V4,V54
V4,V82
V5,V0
V5,V21
V5,V34
V5,V41
V5,V76
V6,V53
V7,V30
V7,V39
V7,V67
V7,V95
V8,V40
V8,V62
V8,V78
V9,V27
V9,V63
V10,V47
V11,V37
V11,V43
V11,V95
V12,V56
V13,V33
V13,V44
V13,V89
V14,V40
V14,V99
V15,V16
V16,V15
V16,V40
V17,V29
V17,V56
V17,V72
V17,V76
V18,V33
V18,V34
V18,V52
V18,V63
V19,V21
V19,V75
V19,V81
V20,V9
V20,V18
V20,V27
V20,V72
V20,V85
V21,V55
V21,V92
V22,V62
V23,V14
V23,V39
V23,V61
V23,V81
V24,V16
V24,V68
V24,V80
V24,V88
V24,V94
V25,V9
V25,V58
V25,V76
V26,V9
V26,V15
V26,V39
V26,V82
V27,V21
V27,V28
V27,V36
V27,V38
V27,V39
V27,V70
V29,V9
V29,V16
V29,V20
V29,V30
V29,V89
V30,V5
V30,V17
V31,V18
V32,V37
V32,V68
V33,V24
V33,V54
V33,V81
V33,V83
V34,V74
V34,V96
V35,V18
V35,V21
V35,V34
V35,V82
V37,V22
V38,V0
V38,V2
V38,V84
V39,V71
V40,V5
V40,V32
V40,V55
V41,V27
V42,V2
V42,V14
V42,V41
V42,V90
V43,V90
V43,V97
V44,V10
V44,V33
V44,V35
V44,V84
V45,V14
V45,V22
V45,V54
V46,V72
V46,V94
V47,V60
V47,V71
V48,V5
V48,V10
V48,V22
V48,V73
V49,V5
V49,V12
V49,V30
V49,V77
V49,V79
V50,V98
V51,V74
V51,V85
V52,V13
V52,V17
V52,V19
V53,V70
V54,V4
V54,V10
V54,V52
V55,V12
V55,V32
V55,V59
V57,V6
V57,V15
V58,V20
V58,V73
V58,V98
V59,V27
V59,V41
V59,V70
V60,V9
V60,V17
V60,V35
V60,V95
V61,V0
V61,V12
V61,V14
V61,V79
V62,V24
V62,V30
V62,V90
V63,V51
V63,V84
V64,V60
V64,V99
V65,V34
V65,V62
V65,V81
V66,V53
V66,V56
V66,V88
V66,V99
V67,V52
V67,V55
V68,V36
V69,V6
V69,V30
V70,V93
V71,V27
V71,V79
V71,V94
V72,V15
V72,V42
V72,V79
V72,V82
V73,V63
V75,V2
V75,V6
V75,V36
V76,V40
V76,V53
V76,V63
V76,V84
V77,V33
V77,V47
V77,V55
V78,V13
V78,V31
V78,V84
V79,V14
V79,V17
V79,V82
V79,V96
V80,V6
V80,V37
V80,V46
V80,V60
V82,V37
V82,V56
V83,V33
V83,V46
V84,V50
V86,V19
V87,V88
V88,V32
V88,V74
V89,V99
V90,V10
V91,V26
V91,V59
V92,V15
V92,V28
V92,V71
V93,V44
V93,V76
V94,V5
V94,V18
V94,V39
V94,V51
V94,V62
V95,V47
V95,V76
V96,V1
V96,V11
V96,V19
V96,V90
V97,V22
V98,V36
V98,V63
V99,V40
