Cause,Effect
V1,V8
V1,V31
V1,V34
V2,V28
V2,V62
V2,V99
V3,V15
V3,V30
V3,V61
V3,V77
V3,V91
V4,V30
V4,V65
V5,V22
V5,V51
V5,V89
V6,V22
V6,V45
V7,V83
V9,V31
V9,V40
V10,V55
V10,V64
V11,V49
V12,V51
V12,V60
V12,V70
V12,V95
V13,V0
V14,V5
V14,V27
V14,V93
V15,V8
V15,V41
V16,V38
V18,V71
V19,V6
V19,V7
V19,V66
V19,V70
V19,V74
V20,V12
V20,V31
V20,V48
V20,V79
V20,V82
V21,V63
V21,V76
V22,V8
V22,V66
V22,V71
V22,V79
V22,V86
V22,V98
V23,V16
V23,V20
V24,V35
V24,V36
V25,V0
V25,V30
V25,V37
V25,V65
V26,V30
V26,V38
V26,V50
V27,V88
V28,V43
V29,V95
V30,V61
V30,V83
V31,V5
V32,V11
V32,V66
V33,V31
V34,V99
V35,V69
V36,V37
V37,V23
V37,V55
V38,V5
V39,V48
V39,V53
V39,V54
V39,V82
V40,V91
V41,V32
V41,V36
V41,V89
V43,V42
V44,V79
V44,V82
V44,V93
V45,V43
V46,V9
V46,V62
V46,V71
V47,V14
V47,V41
V47,V77
V48,V55
V48,V64
V49,V29
V50,V0
V50,V14
V50,V59
V51,V86
V52,V1
V52,V14
V52,V43
V53,V79
V54,V62
V55,V14
V56,V26
V56,V63
V56,V79
V57,V0
V57,V68
V57,V82
V59,V56
V60,V8
V61,V38
V61,V98
V61,V99
V62,V23
V62,V26
V62,V54
V63,V94
V65,V11
V65,V36
V65,V45
V65,V66
V66,V55
V67,V50
V67,V98
V68,V10
V68,V20
V68,V37
V69,V46
V69,V62
V69,V66
V70,V55
V70,V72
V71,V28
V71,V52
V71,V69
V72,V78
V73,V78
V73,V98
V74,V0
V74,V26
V75,V29
V75,V78
V76,V36
V76,V77
V76,V78
V76,V91
V77,V27
V77,V47
V77,V50
V78,V3
V79,V30
V80,V27
V80,V42
V80,V71
V80,V78
V81,V38
V82,V61
V83,V26
V83,V31
V85,V22
V85,V34
V85,V43
V86,V5
V86,V35
V86,V69
V87,V9
V87,V38
V87,V65
V87,V89
V88,V63
V89,V5
V89,V41
V91,V1
V91,V23
V91,V61
V93,V23
V93,V63
V93,V74
V93,V76
V94,V27
V95,V1
V96,V6
V96,V10
V96,V34
V97,V6
V97,V11
V97,V72
V98,V92
