Cause,Effect
V0,V23
V0,V84
V1,V0
V1,V3
V1,V19
V1,V72
V1,V85
V2,V63
V2,V66
V3,V2
V3,V74
V3,V88
V3,V89
V4,V10
V4,V16
V4,V57
V5,V49
V5,V55
V5,V64
V5,V86
V6,V35
V6,V58
V6,V74
V6,V99
V7,V1
V7,V25
V7,V49
V8,V22
V8,V60
V9,V49
V9,V68
V10,V1
V10,V9
V11,V13
V12,V7
V13,V17
V13,V25
V13,V74
V13,V99
V14,V4
V14,V7
V14,V19
V14,V31
V14,V70
V14,V82
V14,V87
V15,V2
V15,V55
V15,V79
V16,V25
V16,V38
V16,V84
V17,V56
V17,V98
V19,V6
V19,V89
V20,V32
V20,V40
V20,V51
V20,V66
V20,V73
V20,V96
V21,V47
V21,V58
V22,V92
V23,V13
V23,V56
V24,V1
V24,V26
V24,V37
V24,V80
V25,V20
V26,V31
V26,V92
V27,V74
V28,V30
V28,V59
V28,V61
V28,V69
V28,V84
V28,V96
V29,V13
V29,V23
V29,V73
V30,V18
V30,V25
V30,V61
V30,V78
V31,V84
V32,V17
V32,V41
V33,V69
V33,V71
V34,V11
V34,V81
V35,V5
V35,V37
V36,V40
V36,V64
V36,V67
V36,V80
V36,V87
V37,V36
V37,V55
V37,V80
V39,V38
V39,V60
V40,V1
V40,V14
V40,V57
V40,V80
V41,V16
V41,V27
V41,V69
V42,V31
V43,V42
V44,V4
V44,V30
V45,V7
V45,V14
V45,V30
V45,V55
V45,V77
V46,V71
V46,V73
V46,V84
V47,V38
V47,V89
V48,V9
V48,V96
V49,V62
V50,V32
V50,V63
V51,V17
V51,V41
V52,V27
V52,V59
V53,V32
V53,V41
V53,V68
V55,V46
V55,V96
V56,V23
V56,V60
V56,V87
V57,V11
V57,V27
V57,V36
V57,V44
V58,V81
V59,V10
V59,V43
V60,V59
V60,V71
V61,V20
V61,V57
V61,V70
V61,V78
V62,V35
V62,V95
V63,V27
V63,V35
V63,V57
V64,V30
V65,V66
V65,V77
V65,V83
V66,V16
V67,V0
V67,V4
V67,V64
V67,V70
V68,V40
V68,V51
V68,V89
V69,V37
V69,V54
V69,V75
V71,V72
V71,V89
V72,V46
V72,V56
V73,V26
V74,V2
V74,V17
V74,V40
V74,V73
V75,V0
V75,V7
V75,V19
V75,V73
V76,V63
V76,V95
V77,V80
V78,V81
V78,V86
V78,V99
V79,V25
V79,V63
V80,V53
V80,V98
V81,V11
V82,V52
V82,V64
V82,V99
V83,V13
V83,V21
V83,V35
V83,V51
V83,V98
V84,V35
V84,V41
V84,V53
V84,V72
V85,V23
V85,V37
V85,V44
V85,V55
V86,V8
V87,V1
V87,V12
V87,V69
V89,V27
V89,V49
V89,V70
V89,V71
V90,V3
V90,V10
V92,V16
V92,V21
V92,V49
V92,V56
V92,V64
V92,V99
V93,V86
V94,V74
V96,V82
V96,V86
V97,V3
V97,V40
V97,V41
V97,V58
V97,V63
V98,V5
V98,V58
V99,V13
V99,V14
V99,V26
V99,V57
V99,V71
V99,V79
