Cause,Effect
V0,V36
V2,V37
V2,V55
V2,V58
V3,V24
V3,V51
V3,V92
V4,V22
V4,V50
V5,V36
V5,V52
V5,V55
V5,V72
V6,V44
V7,V15
V7,V34
V7,V69
V8,V10
V8,V25
V8,V29
V8,V95
V9,V14
V9,V22
V9,V26
V9,V92
V9,V95
V10,V1
V10,V8
V10,V68
V10,V72
V11,V8
V11,V30
V11,V49
V11,V50
V12,V32
V13,V31
V13,V44
V14,V4
V14,V17
V14,V52
V14,V66
V15,V5
V15,V67
V15,V71
V15,V98
V16,V21
V16,V57
V16,V93
V17,V5
V17,V57
V17,V98
V18,V50
V18,V74
V18,V82
V19,V48
V20,V10
V20,V54
V21,V11
V21,V25
V22,V6
V22,V8
V22,V9
V23,V18
V24,V23
V24,V28
V24,V72
V24,V84
V25,V12
V25,V59
V26,V9
V26,V22
V27,V3
V27,V18
V27,V37
V27,V47
V27,V51
V27,V71
V27,V85
V28,V10
V28,V44
V29,V1
V29,V43
V30,V15
V30,V99
V31,V71
V32,V9
V32,V54
V32,V91
V32,V96
V32,V97
V33,V32
V33,V59
V33,V64
V33,V80
V33,V82
V34,V66
V34,V70
V34,V86
V35,V74
V36,V15
V36,V18
V36,V82
V37,V23
V37,V50
V37,V57
V37,V59
V37,V87
V38,V31
V38,V52
V38,V61
V38,V84
V39,V13
V39,V46
V39,V82
V39,V92
V39,V99
V41,V12
V41,V54
V42,V84
V42,V99
V43,V17
V43,V86
V43,V92
V44,V49
V44,V62
V44,V91
V45,V5
V45,V12
V45,V18
V45,V30
V45,V33
V45,V46
V45,V66
V45,V69
V45,V88
V45,V90
V46,V29
V46,V82
V47,V35
V47,V51
V47,V84
V48,V7
V48,V11
V48,V28
V48,V64
V48,V72
V48,V78
V48,V93
V49,V6
V49,V44
V49,V58
V49,V71
V50,V13
V50,V33
V51,V7
V51,V46
V52,V75
V52,V76
V52,V94
V52,V98
V53,V9
V53,V62
V54,V52
V54,V57
V54,V86
V55,V6
V55,V64
V56,V93
V57,V3
V57,V37
V57,V38
V57,V59
V57,V98
V58,V49
V58,V59
V58,V66
V58,V76
V58,V90
V59,V15
V59,V51
V59,V65
V59,V80
V60,V9
V60,V14
V60,V58
V60,V89
V61,V23
V61,V30
V61,V32
V61,V58
V62,V25
V62,V86
V62,V95
V63,V26
V63,V95
V64,V13
V64,V49
V64,V89
V65,V2
V65,V44
V66,V51
V66,V69
V68,V25
V68,V40
V69,V41
V70,V21
V70,V81
V71,V58
V71,V78
V72,V28
V72,V36
V72,V54
V72,V67
V72,V93
V73,V0
V73,V33
V74,V69
V74,V87
V75,V5
V75,V24
V75,V30
V75,V32
V75,V43
V77,V2
V77,V43
V77,V47
V79,V17
V79,V35
V79,V37
V80,V5
V81,V46
V81,V90
V82,V15
V82,V36
V82,V53
V82,V76
V82,V88
V82,V92
V82,V94
V83,V22
V83,V84
V83,V87
V84,V3
V84,V12
V84,V28
V84,V54
V84,V64
V84,V74
V84,V87
V85,V73
V85,V86
V86,V29
V86,V37
V86,V46
V86,V47
V86,V71
V87,V35
V88,V76
V89,V3
V89,V30
V89,V36
V89,V68
V89,V85
V92,V22
V92,V35
V92,V77
V93,V8
V93,V26
V93,V43
V94,V87
V95,V0
V95,V29
V96,V12
V97,V13
V97,V21
V97,V73
V98,V3
V98,V50
V98,V94
V99,V14
V99,V95
