Cause,Effect
V0,V8
V0,V13
V1,V0
V1,V6
V1,V16
V1,V17
V1,V18
V2,V0
V2,V1
V2,V3
V2,V5
V2,V7
V2,V9
V2,V12
V3,V0
V3,V5
V3,V7
V3,V10
V3,V13
V3,V14
V3,V16
V4,V11
V5,V2
V5,V6
V5,V10
V5,V15
V5,V18
V6,V18
V7,V0
V7,V5
V7,V12
V8,V0
V8,V11
V8,V17
V9,V3
V9,V8
V9,V16
V10,V1
V10,V4
V10,V7
V10,V14
V11,V0
V11,V6
V11,V17
V12,V0
V12,V2
V12,V3
V12,V6
V12,V9
V12,V11
V12,V16
V12,V18
V13,V1
V13,V12
V13,V14
V14,V3
V14,V4
V14,V9
V14,V10
V15,V2
V15,V13
V15,V14
V15,V18
V15,V19
V16,V2
V16,V3
V16,V4
V16,V10
V16,V14
V16,V15
V17,V3
V17,V6
V17,V12
V17,V13
V18,V4
V18,V7
V18,V12
V18,V15
V19,V2
V19,V6
V19,V13
V19,V17
