Cause,Effect
V0,V9
V0,V34
V0,V58
V1,V0
V1,V9
V2,V8
V2,V15
V3,V26
V3,V43
V4,V19
V4,V54
V4,V88
V5,V60
V6,V33
V6,V97
V7,V5
V7,V41
V7,V70
V7,V79
V8,V92
V9,V47
V10,V67
V10,V86
V10,V92
V11,V93
V12,V18
V12,V52
V12,V81
V12,V97
V13,V15
V13,V48
V13,V74
V13,V83
V14,V15
V14,V73
V14,V91
V15,V2
V15,V20
V15,V52
V16,V30
V16,V80
V16,V81
V16,V98
V17,V28
V17,V41
V17,V50
V18,V7
V19,V29
V20,V72
V20,V80
V20,V83
V20,V88
V21,V38
V21,V44
V22,V83
V23,V68
V24,V0
V24,V18
V24,V26
V24,V66
V25,V5
V26,V70
V27,V60
V27,V84
V28,V55
V28,V74
V29,V4
V29,V47
V29,V54
V30,V28
V31,V6
V31,V40
V31,V43
V31,V98
V32,V2
V32,V38
V32,V54
V32,V66
V33,V57
V34,V43
V36,V0
V36,V1
V36,V34
V36,V41
V36,V56
V36,V74
V36,V78
V36,V96
V37,V26
V37,V38
V37,V43
V38,V50
V38,V84
V38,V86
V39,V10
V39,V54
V40,V1
V40,V92
V41,V8
V41,V39
V41,V67
V42,V20
V42,V89
V43,V91
V44,V75
V44,V89
V45,V2
V45,V25
V45,V27
V46,V18
V46,V69
V46,V86
V47,V57
V47,V93
V48,V0
V48,V19
V48,V34
V49,V9
V49,V58
V52,V13
V52,V56
V52,V59
V52,V93
V53,V8
V53,V74
V53,V81
V54,V52
V54,V92
V55,V37
V55,V81
V56,V33
V56,V70
V56,V88
V56,V89
V57,V54
V57,V66
V57,V89
V58,V44
V58,V57
V58,V85
V58,V91
V58,V93
V59,V6
V59,V28
V59,V58
V60,V19
V60,V72
V60,V98
V61,V1
V61,V59
V61,V91
V62,V92
V64,V27
V65,V42
V65,V59
V65,V71
V66,V44
V67,V77
V68,V53
V68,V64
V68,V70
V68,V79
V69,V9
V69,V29
V70,V43
V71,V56
V71,V59
V72,V10
V72,V33
V73,V6
V73,V50
V74,V15
V75,V1
V75,V10
V76,V74
V77,V20
V77,V56
V78,V33
V78,V86
V79,V6
V80,V7
V80,V19
V80,V27
V80,V58
V81,V25
V81,V86
V82,V32
V82,V72
V82,V80
V82,V94
V84,V1
V84,V11
V84,V51
V84,V82
V84,V93
V85,V44
V87,V31
V87,V56
V87,V57
V88,V10
V88,V15
V88,V31
V89,V26
V89,V38
V89,V84
V90,V5
V90,V7
V91,V50
V92,V58
V93,V5
V93,V38
V93,V83
V94,V34
V94,V68
V95,V0
V95,V72
V95,V82
V95,V91
V95,V97
V96,V26
V96,V70
V97,V59
V98,V75
V98,V85
V99,V28
