Cause,Effect
V0,V98
V1,V47
V1,V62
V1,V85
V3,V49
V3,V70
V3,V90
V4,V36
V4,V96
V5,V38
V5,V41
V6,V19
V6,V98
V7,V43
V8,V21
V8,V72
V9,V6
V9,V53
V9,V60
V10,V30
V10,V37
V10,V68
V11,V37
V11,V61
V12,V36
V12,V65
V12,V83
V13,V38
V14,V27
V14,V39
V14,V43
V14,V53
V15,V22
V15,V41
V15,V47
V16,V28
V16,V80
V16,V82
V17,V21
V17,V51
V17,V77
V18,V31
V18,V90
V19,V26
V19,V36
V20,V22
V20,V39
V20,V86
V21,V31
V21,V97
V22,V32
V22,V48
V22,V81
V23,V40
V23,V78
V23,V97
V24,V67
V25,V47
V25,V67
V25,V73
V25,V77
V26,V42
V26,V68
V26,V74
V27,V14
V27,V66
V27,V98
V28,V32
V28,V47
V29,V16
V29,V22
V29,V60
V29,V78
V29,V82
V29,V88
V29,V90
V30,V65
V30,V69
V30,V81
V31,V18
V31,V45
V31,V46
V31,V58
V31,V92
V32,V7
V32,V14
V32,V50
V32,V64
V33,V13
V33,V37
V33,V57
V33,V73
V34,V6
V34,V41
V34,V70
V35,V32
V36,V2
V36,V38
V36,V50
V36,V52
V36,V56
V37,V0
V37,V61
V37,V74
V38,V55
V38,V96
V39,V66
V39,V85
V40,V31
V41,V68
V41,V71
V42,V5
V43,V2
V43,V44
V43,V66
V43,V85
V44,V14
V44,V55
V44,V76
V44,V83
V45,V28
V45,V41
V45,V49
V45,V62
V45,V87
V45,V98
V46,V30
V46,V37
V46,V73
V47,V30
V48,V20
V48,V30
V48,V75
V48,V81
V51,V72
V52,V42
V52,V46
V52,V83
V53,V18
V53,V27
V53,V71
V54,V11
V54,V21
V54,V63
V55,V24
V55,V53
V55,V65
V56,V29
V56,V31
V56,V38
V56,V52
V56,V54
V56,V57
V56,V81
V56,V83
V57,V23
V57,V61
V58,V21
V58,V44
V59,V34
V59,V47
V59,V80
V60,V13
V60,V18
V60,V58
V62,V3
V62,V20
V62,V76
V63,V8
V63,V27
V63,V70
V63,V71
V63,V90
V64,V24
V64,V73
V64,V96
V65,V6
V65,V27
V65,V28
V65,V43
V65,V44
V65,V56
V66,V58
V66,V61
V67,V0
V67,V58
V67,V66
V67,V71
V68,V70
V69,V44
V70,V0
V70,V60
V70,V67
V71,V13
V71,V22
V71,V72
V71,V96
V72,V3
V72,V33
V72,V40
V72,V63
V72,V65
V73,V3
V74,V11
V74,V23
V74,V57
V74,V72
V74,V89
V75,V6
V75,V10
V75,V42
V75,V50
V76,V22
V76,V63
V77,V63
V77,V72
V77,V98
V78,V0
V78,V24
V78,V63
V78,V91
V79,V2
V79,V9
V79,V13
V80,V55
V81,V8
V81,V10
V82,V53
V82,V57
V82,V88
V83,V31
V83,V61
V83,V68
V83,V90
V84,V62
V85,V50
V86,V13
V86,V23
V86,V34
V86,V37
V87,V19
V87,V44
V88,V10
V88,V39
V89,V78
V90,V25
V90,V40
V90,V66
V90,V71
V90,V78
V91,V10
V91,V88
V92,V38
V92,V53
V92,V58
V93,V18
V93,V29
V93,V43
V93,V64
V93,V78
V93,V82
V94,V2
V94,V7
V95,V30
V95,V55
V95,V97
V96,V50
V97,V43
V97,V55
V98,V11
V98,V65
V99,V3
