Cause,Effect
V0,V5
V1,V7
V1,V8
V1,V9
V1,V14
V1,V16
V2,V3
V2,V8
V2,V19
V3,V1
V3,V4
V3,V10
V4,V6
V4,V13
V5,V7
V5,V9
V5,V10
V5,V13
V6,V9
V6,V16
V6,V17
V6,V19
V7,V1
V7,V9
V7,V11
V7,V12
V8,V1
V8,V2
V8,V13
V8,V14
V9,V5
V9,V10
V9,V17
V10,V5
V11,V6
V11,V7
V11,V8
V12,V1
V12,V3
V12,V7
V12,V8
V12,V10
V12,V13
V12,V16
V12,V17
V12,V19
V13,V0
V13,V5
V13,V6
V13,V7
V13,V11
V13,V12
V13,V14
V13,V16
V14,V2
V14,V11
V14,V13
V14,V15
V15,V4
V15,V12
V15,V13
V15,V14
V15,V16
V15,V19
V16,V0
V16,V2
V16,V12
V16,V14
V16,V19
V17,V2
V17,V4
V17,V7
V17,V8
V17,V9
V17,V10
V18,V3
V18,V5
V19,V1
V19,V6
V19,V8
V19,V10
V19,V13
V19,V18
