Cause,Effect
V0,V24
V0,V55
V0,V61
V0,V89
V0,V95
V1,V79
V2,V70
V3,V10
V3,V56
V3,V70
V3,V78
V4,V36
V5,V34
V6,V20
V6,V66
V7,V12
V7,V27
V7,V63
V8,V5
V8,V12
V8,V91
V8,V99
V9,V27
V9,V46
V9,V69
V10,V11
V10,V18
V10,V33
V10,V51
V10,V76
V11,V92
V12,V16
V12,V62
V12,V72
V12,V77
V13,V73
V14,V6
V14,V11
V14,V20
V14,V23
V14,V58
V14,V72
V15,V29
V15,V32
V15,V36
V15,V39
V15,V62
V15,V77
V15,V96
V16,V18
V16,V26
V16,V58
V17,V11
V17,V24
V17,V60
V17,V96
V19,V2
V19,V13
V19,V61
V19,V88
V20,V21
V20,V22
V21,V30
V21,V41
V22,V26
V22,V28
V22,V68
V23,V19
V23,V43
V23,V68
V24,V5
V24,V87
V25,V90
V26,V11
V26,V35
V27,V25
V28,V7
V28,V12
V28,V18
V28,V22
V28,V41
V28,V91
V29,V15
V29,V68
V30,V22
V30,V41
V30,V64
V31,V77
V31,V87
V32,V15
V32,V94
V33,V56
V34,V40
V34,V56
V35,V62
V36,V6
V36,V28
V36,V32
V36,V60
V36,V63
V37,V7
V37,V63
V37,V88
V37,V90
V38,V18
V38,V42
V39,V77
V40,V7
V41,V13
V41,V32
V41,V57
V41,V80
V41,V99
V42,V59
V42,V68
V43,V77
V44,V3
V44,V25
V44,V78
V44,V89
V44,V90
V45,V23
V45,V26
V45,V27
V45,V28
V45,V58
V45,V59
V45,V78
V47,V94
V48,V27
V48,V57
V48,V58
V48,V90
V49,V6
V49,V67
V49,V84
V49,V93
V49,V94
V50,V3
V50,V88
V51,V21
V52,V15
V52,V30
V52,V80
V53,V34
V53,V93
V54,V13
V55,V24
V55,V86
V56,V12
V56,V14
V56,V64
V56,V79
V57,V2
V57,V19
V57,V25
V58,V11
V58,V20
V58,V28
V58,V86
V58,V88
V59,V0
V60,V14
V60,V30
V60,V36
V60,V72
V61,V8
V61,V19
V61,V22
V61,V53
V62,V43
V62,V49
V62,V83
V63,V0
V63,V35
V63,V45
V64,V79
V65,V22
V66,V20
V66,V21
V66,V36
V66,V63
V66,V86
V66,V87
V67,V21
V67,V45
V68,V17
V68,V38
V69,V28
V69,V45
V69,V52
V70,V9
V70,V59
V70,V69
V71,V50
V71,V80
V72,V0
V72,V64
V74,V10
V75,V89
V77,V50
V77,V92
V78,V93
V79,V2
V79,V27
V79,V36
V80,V35
V80,V88
V80,V89
V82,V1
V83,V18
V83,V92
V84,V23
V84,V43
V85,V15
V85,V63
V86,V13
V86,V38
V87,V30
V88,V3
V88,V29
V88,V90
V89,V43
V90,V10
V90,V45
V90,V97
V91,V20
V91,V80
V92,V35
V92,V61
V93,V21
V94,V5
V94,V53
V95,V29
V95,V53
V95,V64
V96,V29
V96,V64
V96,V69
V97,V25
V97,V50
V97,V84
V98,V3
V98,V70
V99,V30
V99,V57
