Cause,Effect,Weight
V20,V1,0.015256717801094055
V0,V11,0.015330427326261997
V14,V0,0.015372462570667267
V18,V20,0.015785621479153633
V14,V3,0.015819812193512917
V18,V6,0.015871437266469002
V18,V1,0.0160477627068758
V11,V20,0.01612437702715397
V14,V19,0.01614704541862011
V18,V3,0.016294483095407486
V18,V0,0.016706502065062523
V11,V19,0.01677636429667473
V10,V6,0.016796285286545753
V6,V11,0.0168010201305151
V14,V20,0.016910724341869354
V18,V10,0.01720583066344261
V14,V16,0.017270248383283615
V6,V21,0.01736321486532688
V1,V2,0.017483439296483994
V17,V20,0.017691265791654587
V10,V1,0.01779111847281456
V17,V6,0.017794372513890266
V12,V16,0.01786631904542446
V14,V2,0.017976362258195877
V3,V1,0.017991216853260994
V1,V9,0.018034296110272408
V11,V17,0.01803552731871605
V12,V10,0.01804591715335846
V21,V11,0.018073897808790207
V11,V3,0.01813550293445587
V14,V17,0.01816273294389248
V14,V6,0.01831275224685669
V14,V4,0.018352435901761055
V14,V9,0.018365835770964622
V14,V21,0.01843040995299816
V14,V10,0.018460897728800774
V12,V1,0.018607696518301964
V6,V5,0.01876894384622574
V0,V1,0.018776817247271538
V18,V17,0.018875034525990486
V1,V8,0.01895814947783947
V11,V10,0.01915043592453003
V11,V4,0.01916174776852131
V11,V5,0.019170599058270454
V11,V7,0.019172143191099167
V10,V2,0.019229810684919357
V20,V21,0.019254110753536224
V14,V1,0.01934533566236496
V9,V6,0.01934971660375595
V10,V15,0.019385481253266335
V19,V1,0.019428705796599388
V6,V16,0.019523072987794876
V6,V19,0.019546939060091972
V3,V16,0.01962052844464779
V18,V2,0.019641108810901642
V12,V8,0.019667401909828186
V1,V4,0.019684914499521255
V14,V5,0.019767774268984795
V16,V20,0.019789451733231544
V6,V7,0.01980237103998661
V10,V20,0.019807009026408195
V14,V7,0.019833458587527275
V12,V17,0.019925406202673912
V16,V1,0.019969817250967026
V11,V2,0.019993381574749947
V8,V20,0.020403919741511345
V18,V21,0.020411308854818344
V21,V4,0.020498748868703842
V21,V19,0.020575469359755516
V0,V12,0.020621472969651222
V9,V21,0.020697949454188347
V0,V16,0.020893098786473274
V18,V15,0.020922301337122917
V7,V2,0.02102380059659481
V0,V19,0.021074630320072174
V20,V7,0.021086981520056725
V11,V16,0.021130166947841644
V12,V3,0.021172793582081795
V5,V1,0.02120797149837017
V11,V9,0.021212758496403694
V8,V21,0.02128382958471775
V19,V15,0.021351993083953857
V15,V16,0.021439557895064354
V3,V21,0.021569116041064262
V2,V15,0.02156948111951351
V11,V12,0.021570028737187386
V15,V17,0.021722368896007538
V2,V16,0.02173561602830887
V21,V16,0.021743476390838623
V15,V20,0.02178237773478031
V12,V13,0.022114835679531097
V10,V21,0.02212224155664444
V5,V17,0.022227024659514427
V12,V21,0.02223205752670765
V7,V15,0.022270046174526215
V10,V13,0.022348538041114807
V12,V5,0.022442473098635674
V0,V7,0.02249722369015217
V6,V15,0.022617170587182045
V10,V16,0.022706374526023865
V18,V5,0.02272326685488224
V9,V13,0.023003073409199715
V13,V4,0.023038553074002266
V20,V0,0.02305155247449875
V19,V17,0.02310006134212017
V12,V4,0.02319641411304474
