Cause,Effect,Weight
V13,V17,0.01488444209098816
V6,V9,0.017061443999409676
V13,V14,0.017334436997771263
V6,V18,0.01764567755162716
V13,V9,0.017874330282211304
V14,V15,0.01792818307876587
V18,V5,0.01817774958908558
V14,V9,0.01832873560488224
V6,V15,0.01856459304690361
V14,V18,0.018607433885335922
V13,V16,0.01874486915767193
V6,V19,0.018785331398248672
V14,V1,0.019241882488131523
V17,V14,0.01932404562830925
V18,V2,0.019337190315127373
V18,V0,0.01936439424753189
V13,V1,0.01938037760555744
V18,V15,0.019389430060982704
V5,V15,0.01948804222047329
V15,V19,0.019497359171509743
V18,V19,0.01962345652282238
V12,V19,0.019625263288617134
V18,V7,0.019712960347533226
V19,V0,0.019766217097640038
V14,V5,0.019968241453170776
V15,V0,0.019985977560281754
V9,V16,0.019987167790532112
V5,V12,0.020008636638522148
V14,V2,0.020306572318077087
V6,V5,0.020411139354109764
V14,V20,0.020415132865309715
V7,V20,0.0204330924898386
V17,V6,0.0204711202532053
V13,V15,0.020831560716032982
V17,V5,0.02083277702331543
V9,V12,0.0208719614893198
V9,V19,0.020907655358314514
V17,V2,0.020978465676307678
V18,V20,0.021013421937823296
V1,V5,0.021036578342318535
V1,V15,0.021037422120571136
V20,V0,0.021095074713230133
V2,V15,0.021154634654521942
V2,V20,0.02116532064974308
V18,V3,0.02117387391626835
V13,V12,0.02117885835468769
V5,V16,0.02118946611881256
V15,V3,0.02127278409898281
V17,V9,0.02128823846578598
V13,V18,0.021329069510102272
V14,V16,0.021389449015259743
V14,V8,0.021476583555340767
V15,V4,0.021625250577926636
V10,V18,0.021652614697813988
V6,V11,0.021693548187613487
V20,V10,0.021779783070087433
V14,V3,0.021837668493390083
V16,V15,0.021957730874419212
V10,V19,0.021972887217998505
V7,V5,0.022104226052761078
V7,V0,0.02222095988690853
V2,V16,0.022221604362130165
V10,V12,0.022296888753771782
V1,V3,0.022560367360711098
V19,V7,0.022637851536273956
V2,V8,0.022720947861671448
V14,V7,0.022722890600562096
V4,V10,0.022876888513565063
V17,V15,0.022888964042067528
V0,V16,0.02292005904018879
V14,V0,0.02340920828282833
V14,V11,0.0234216321259737
V3,V9,0.02350589632987976
V2,V19,0.02352396957576275
V2,V9,0.023540513589978218
V2,V12,0.02355777658522129
V16,V18,0.023566395044326782
V18,V4,0.023639651015400887
V18,V9,0.02395585924386978
V20,V3,0.023990636691451073
V6,V7,0.02405429817736149
V15,V12,0.024185853078961372
V3,V10,0.02424352616071701
V4,V19,0.024311965331435204
V5,V4,0.02434217371046543
V1,V16,0.024438707157969475
V6,V16,0.024452930316329002
V6,V20,0.02492336928844452
V19,V3,0.025231018662452698
V17,V19,0.02531912922859192
V7,V3,0.02547106146812439
V12,V3,0.025481322780251503
V13,V6,0.025494148954749107
V20,V11,0.025521347299218178
V12,V11,0.025525249540805817
V5,V19,0.025540532544255257
V13,V0,0.025554470717906952
V16,V10,0.025740861892700195
V7,V12,0.02593737095594406
V17,V7,0.025975041091442108
V17,V10,0.026022756472229958
V6,V12,0.02608790062367916
V17,V3,0.026217887178063393
V13,V3,0.026227964088320732
V13,V20,0.026245705783367157
V0,V9,0.026338079944252968
V0,V11,0.026377061381936073
V14,V12,0.026426218450069427
V11,V4,0.02648290805518627
V6,V4,0.026703203096985817
V1,V18,0.026790795847773552
V17,V1,0.026954589411616325
V1,V19,0.027074052020907402
V4,V3,0.027490884065628052
V0,V8,0.027583064511418343
V11,V19,0.02800888754427433
V12,V20,0.028202777728438377
V17,V8,0.02827758528292179
V9,V4,0.028357207775115967
V14,V19,0.02888738363981247
V17,V18,0.028903508558869362
V20,V19,0.029070517048239708
V13,V7,0.029240556061267853
V16,V8,0.02943997271358967
V0,V10,0.0294599961489439
