Cause,Effect,Weight
V15,V7,0.013219847343862057
V4,V13,0.013824374414980412
V4,V7,0.01401143055409193
V7,V13,0.014067832380533218
V1,V13,0.014370766468346119
V13,V7,0.014476063661277294
V5,V7,0.014491994865238667
V1,V7,0.014505486004054546
V15,V13,0.014511878602206707
V6,V7,0.014515829272568226
V8,V7,0.014794784598052502
V18,V7,0.01501560304313898
V11,V1,0.015019386075437069
V19,V7,0.015156076289713383
V11,V7,0.01529021468013525
V2,V18,0.015443281270563602
V2,V13,0.015486030839383602
V19,V13,0.015503354370594025
V8,V13,0.015536551363766193
V9,V13,0.015598493628203869
V7,V18,0.015668325126171112
V17,V13,0.015760168433189392
V14,V7,0.015772322192788124
V18,V1,0.01584692858159542
V11,V13,0.015893178060650826
V16,V7,0.01599247008562088
V17,V7,0.01606651209294796
V0,V13,0.01613652892410755
V11,V18,0.01630699262022972
V16,V1,0.016397584229707718
V3,V13,0.01641843467950821
V9,V7,0.01646694354712963
V12,V13,0.016498880460858345
V14,V1,0.01654539816081524
V20,V1,0.016557423397898674
V20,V14,0.016558604314923286
V15,V1,0.016574447974562645
V0,V7,0.016614722087979317
V20,V13,0.01682256907224655
V6,V14,0.016844460740685463
V7,V14,0.01689583621919155
V15,V14,0.016901755705475807
V10,V7,0.016923002898693085
V16,V18,0.016930818557739258
V1,V18,0.016931334510445595
V4,V1,0.016997558996081352
V20,V18,0.01700342446565628
V4,V20,0.01700780540704727
V19,V1,0.01704385131597519
V4,V18,0.01708884723484516
V1,V14,0.01715856045484543
V3,V18,0.01717558689415455
V13,V1,0.01725320890545845
V16,V13,0.017399568110704422
V13,V20,0.017422521486878395
V1,V11,0.017443668097257614
V4,V11,0.017517922446131706
V15,V0,0.017614874988794327
V13,V14,0.01767013967037201
V5,V18,0.01781259849667549
V20,V6,0.017845554277300835
V15,V6,0.01796589232981205
V18,V11,0.018023809418082237
V2,V7,0.018028484657406807
V6,V18,0.01831064186990261
V14,V13,0.018346821889281273
V12,V7,0.01845824345946312
V17,V18,0.01847243867814541
V15,V4,0.018497737124562263
V13,V11,0.018675709143280983
V15,V17,0.018703775480389595
V2,V6,0.01873124949634075
V9,V17,0.018788306042551994
V18,V19,0.018897945061326027
V15,V10,0.01892826519906521
V7,V1,0.018948517739772797
V17,V12,0.01896478235721588
V20,V7,0.01902434602379799
V15,V11,0.019107865169644356
V13,V9,0.019115738570690155
V16,V20,0.019210534170269966
V20,V17,0.01921980082988739
V2,V19,0.01922549493610859
V15,V18,0.019234715029597282
V18,V6,0.019243575632572174
V4,V15,0.0192709993571043
V9,V18,0.019288277253508568
V4,V19,0.019423915073275566
V16,V19,0.01952493190765381
V1,V2,0.0195469968020916
V5,V14,0.019551139324903488
V8,V6,0.019588014110922813
V14,V19,0.01959671638906002
V12,V18,0.019598016515374184
V14,V12,0.01959850639104843
V2,V12,0.01962984725832939
V8,V10,0.01964232511818409
V2,V9,0.01967436447739601
V12,V1,0.01971488445997238
V16,V11,0.019807277247309685
V1,V20,0.019812511280179024
V17,V1,0.019817452877759933
V12,V11,0.019852599129080772
V20,V19,0.019862143322825432
V14,V5,0.01986757479608059
V5,V11,0.019875288009643555
V20,V11,0.01995054818689823
V14,V11,0.019999170675873756
V14,V15,0.020064445212483406
V6,V17,0.020064832642674446
V18,V0,0.020074915140867233
V19,V18,0.02011435478925705
V5,V13,0.020145105198025703
V10,V1,0.020192787051200867
V13,V19,0.020233744755387306
V16,V14,0.02024250291287899
V0,V1,0.02025783434510231
V19,V20,0.02027679793536663
V3,V15,0.020292600616812706
V19,V0,0.02039801888167858
V17,V10,0.02048240229487419
V17,V19,0.020538203418254852
V7,V10,0.02056249789893627
V5,V0,0.02058734931051731
V3,V10,0.0206416305154562
V15,V3,0.020703108981251717
V5,V4,0.020707007497549057
V20,V12,0.020752916112542152
V1,V4,0.020762166008353233
V10,V19,0.02078276500105858
V17,V15,0.02080744318664074
V10,V17,0.020899837836623192
V20,V10,0.020920416340231895
V18,V12,0.020924711599946022
V3,V1,0.020938405767083168
V20,V2,0.020990334451198578
V20,V4,0.02099810726940632
V8,V9,0.02103482186794281
V8,V16,0.021107783541083336
V9,V10,0.02117757312953472
V9,V6,0.021200066432356834
V18,V16,0.021223939955234528
V17,V6,0.021234972402453423
V1,V19,0.021306946873664856
V14,V17,0.021323060616850853
V15,V16,0.021340908482670784
V5,V19,0.021440980955958366
V20,V0,0.021515294909477234
V2,V11,0.021518617868423462
V14,V6,0.021524840965867043
V10,V14,0.021530872210860252
V16,V6,0.02154979109764099
V18,V4,0.02157304249703884
V17,V9,0.02157374657690525
V13,V17,0.02157512865960598
V15,V20,0.02162979356944561
V7,V17,0.02163717709481716
V19,V14,0.021654315292835236
V2,V1,0.021682074293494225
V11,V17,0.021722251549363136
V2,V4,0.021737033501267433
V17,V11,0.021746449172496796
V14,V0,0.02181253582239151
V15,V9,0.021822704002261162
V20,V16,0.02190556563436985
V18,V9,0.021926993504166603
V4,V6,0.021938882768154144
V12,V14,0.021995067596435547
V17,V16,0.022092340514063835
V6,V4,0.022128188982605934
V14,V10,0.02216196060180664
V20,V15,0.022363534197211266
V1,V15,0.022371821105480194
V1,V10,0.02239583618938923
V20,V3,0.022431911900639534
V7,V4,0.02249782718718052
V11,V4,0.02251126617193222
V5,V16,0.022515572607517242
V10,V15,0.02260320819914341
V1,V0,0.022657541558146477
V13,V15,0.022662421688437462
V12,V20,0.022680753841996193
V13,V4,0.022703595459461212
V6,V11,0.02271425537765026
V12,V0,0.022750938311219215
V18,V17,0.022884808480739594
V12,V19,0.022977659478783607
V19,V4,0.02309642918407917
V16,V0,0.023098766803741455
V17,V5,0.02314022369682789
V14,V20,0.023153072223067284
V1,V17,0.023155884817242622
V8,V0,0.023173926398158073
V9,V2,0.023190440610051155
V11,V14,0.023218603804707527
V2,V14,0.023263899609446526
V13,V12,0.02330670692026615
V18,V15,0.023808330297470093
V7,V19,0.0238595362752676
V20,V8,0.023860566318035126
V15,V12,0.023928456008434296
V18,V10,0.023934587836265564
V16,V5,0.024092555046081543
V9,V3,0.024104220792651176
V0,V19,0.024187827482819557
V10,V11,0.02420291118323803
V12,V17,0.024320706725120544
V8,V11,0.02440987527370453
V19,V17,0.024522913619875908
V2,V16,0.02454429678618908
V13,V3,0.024568729102611542
V11,V2,0.024574987590312958
V14,V2,0.02459932118654251
V19,V16,0.024608315899968147
V18,V3,0.024647338315844536
V9,V1,0.02472059428691864
V10,V20,0.02480442076921463
V11,V16,0.02480713464319706
V13,V2,0.0248375553637743
V16,V17,0.024840787053108215
V6,V2,0.024967901408672333
V8,V18,0.0249774307012558
V18,V20,0.02513105422258377
V19,V2,0.02522272616624832
V1,V16,0.025303510949015617
V18,V8,0.025308385491371155
V13,V0,0.02534959651529789
V15,V5,0.025353962555527687
V18,V5,0.02539372257888317
V0,V16,0.02545148879289627
V19,V3,0.02545192651450634
V0,V18,0.025452613830566406
V16,V10,0.025646662339568138
V15,V2,0.025903312489390373
V10,V16,0.025983111932873726
V11,V8,0.025987664237618446
V1,V8,0.026063106954097748
V12,V10,0.026086246594786644
V7,V2,0.026108575984835625
V13,V6,0.026251384988427162
V3,V9,0.026256754994392395
V3,V14,0.026399066671729088
V16,V8,0.026459140703082085
V20,V9,0.026529798284173012
V3,V16,0.026539169251918793
V3,V19,0.026596374809741974
V6,V13,0.02662949077785015
V14,V16,0.0268631000071764
V6,V20,0.02698960341513157
V16,V15,0.027011096477508545
V10,V9,0.027048252522945404
V10,V4,0.02705254592001438
V13,V5,0.027191663160920143
V19,V5,0.02721777744591236
V7,V0,0.027297811582684517
V9,V8,0.02749394066631794
V2,V20,0.027724890038371086
V12,V15,0.027766423299908638
V5,V17,0.02781764417886734
V7,V8,0.027942463755607605
V0,V14,0.02796274982392788
V9,V20,0.027977483347058296
V19,V11,0.028135446831583977
V0,V5,0.02816387452185154
V18,V2,0.02829655259847641
V7,V9,0.028609512373805046
V6,V8,0.028656242415308952
V6,V9,0.028694935142993927
V11,V10,0.028819790109992027
V5,V15,0.02961435355246067
V4,V5,0.030298249796032906
V19,V10,0.030329754576086998
V2,V10,0.030774300917983055
V7,V6,0.030832625925540924
V0,V8,0.031018225476145744
V8,V4,0.031115001067519188
V14,V8,0.031162366271018982
V6,V16,0.03120504319667816
V2,V15,0.03160010650753975
V11,V12,0.031833257526159286
V13,V8,0.032058246433734894
V4,V8,0.032225463539361954
V1,V3,0.03270691633224487
V12,V8,0.0329626239836216
V4,V10,0.03302359953522682
V1,V9,0.03315556421875954
V14,V3,0.03337405249476433
V10,V18,0.03465144708752632
V1,V12,0.03503112867474556
V15,V8,0.03509501740336418
V3,V4,0.03528367355465889
V6,V3,0.03569670394062996
V11,V6,0.0373602993786335
V11,V5,0.0374390073120594
V8,V20,0.038163281977176666
V3,V6,0.03844204172492027
V7,V16,0.03864426538348198
V13,V16,0.03877959027886391
V19,V8,0.03949772194027901
V7,V12,0.039884623140096664
V0,V9,0.03992822393774986
V16,V3,0.04010239616036415
