Cause,Effect,Weight
V7,V21,0.01286343764513731
V21,V19,0.013083048164844513
V19,V11,0.013309399597346783
V10,V11,0.013384741730988026
V19,V20,0.013477868400514126
V15,V16,0.013563249260187149
V15,V0,0.013803866691887379
V19,V16,0.013898550532758236
V11,V5,0.013916213065385818
V20,V17,0.01396141666918993
V5,V16,0.014029223471879959
V9,V11,0.014091254211962223
V16,V23,0.014112708158791065
V11,V23,0.014147902838885784
V0,V20,0.014285799115896225
V21,V11,0.014349646866321564
V12,V19,0.014360535889863968
V19,V2,0.014363073743879795
V7,V11,0.014381524175405502
V15,V11,0.01438407227396965
V7,V10,0.014417275786399841
V0,V4,0.01442230399698019
V23,V14,0.014434494078159332
V20,V15,0.014455921947956085
V20,V5,0.014461086131632328
V22,V6,0.014468197710812092
V10,V20,0.014475765638053417
V6,V20,0.014502528123557568
V19,V22,0.01462942361831665
V11,V20,0.014639168977737427
V15,V18,0.014650235883891582
V18,V9,0.01465118583291769
V22,V16,0.01465801615267992
V10,V19,0.014721442013978958
V6,V15,0.01478014886379242
V18,V4,0.01479910034686327
V22,V21,0.014857356436550617
V22,V11,0.01486825942993164
V17,V9,0.014898068271577358
V21,V4,0.014940998516976833
V15,V12,0.014945120550692081
V20,V18,0.015000236220657825
V22,V18,0.015011243522167206
V7,V19,0.01503621507436037
V17,V16,0.015103193931281567
V15,V2,0.015112101100385189
V6,V9,0.015113577246665955
V21,V16,0.015126476995646954
V21,V20,0.015151550062000751
V14,V1,0.015158108435571194
V16,V14,0.015159644186496735
V23,V3,0.0151784373447299
V6,V14,0.015184085816144943
V23,V9,0.015186704695224762
V18,V6,0.015206798911094666
V6,V5,0.015208699740469456
V11,V6,0.015210364013910294
V4,V3,0.015287104062736034
V16,V10,0.015294797718524933
V6,V10,0.015319113619625568
V14,V10,0.015347189269959927
V18,V14,0.015347301959991455
V7,V16,0.015369277447462082
V11,V16,0.01537331659346819
V21,V9,0.01539651583880186
V22,V3,0.015433359891176224
V17,V1,0.015501671470701694
V19,V14,0.015515108592808247
V5,V14,0.015532785095274448
V2,V4,0.015569251962006092
V19,V13,0.015632450580596924
V11,V14,0.015667693689465523
V18,V5,0.015682505443692207
V19,V18,0.015722010284662247
V19,V0,0.015794998034834862
V17,V6,0.015803540125489235
V7,V5,0.01582883484661579
V0,V23,0.015831632539629936
V2,V10,0.015854882076382637
V7,V6,0.015874983742833138
V7,V17,0.01589594967663288
V22,V9,0.016032526269555092
V6,V4,0.01603311114013195
V16,V9,0.01605837233364582
V2,V9,0.016138147562742233
V19,V6,0.016159353777766228
V20,V12,0.01615975983440876
V23,V2,0.016175365075469017
V4,V23,0.016197392717003822
V20,V3,0.016197489574551582
V16,V18,0.01623905822634697
V15,V21,0.01625892147421837
V16,V6,0.01628127135336399
V10,V23,0.016289057210087776
V16,V1,0.016318172216415405
V20,V16,0.0163553599268198
V22,V0,0.016426803544163704
V4,V16,0.016428684815764427
V22,V17,0.01644553616642952
V4,V17,0.016500605270266533
V7,V3,0.016535134986042976
V7,V15,0.01654815301299095
V10,V4,0.016592571511864662
V11,V13,0.01660582795739174
V20,V2,0.016647985205054283
V18,V8,0.016656186431646347
V23,V18,0.01666446588933468
V3,V10,0.016666995361447334
V14,V3,0.016691697761416435
V19,V9,0.01669524982571602
V8,V1,0.01669963262975216
V18,V12,0.016729457303881645
V20,V23,0.016861170530319214
V12,V23,0.016893604770302773
V20,V22,0.016961107030510902
V5,V13,0.017055967822670937
V19,V1,0.017062952741980553
V4,V14,0.017068209126591682
V11,V1,0.017114190384745598
V17,V12,0.017122382298111916
V15,V13,0.017129965126514435
V19,V3,0.01723516918718815
V18,V1,0.017245767638087273
V6,V13,0.017281705513596535
V20,V9,0.017298182472586632
V7,V18,0.017321525141596794
V4,V11,0.017351431772112846
V9,V12,0.01740034855902195
V19,V4,0.017410732805728912
V15,V8,0.017429443076252937
V7,V2,0.01745261810719967
V19,V8,0.017495527863502502
V22,V23,0.017523186281323433
V22,V2,0.017523691058158875
V15,V14,0.01752466708421707
V6,V8,0.017527200281620026
V10,V15,0.017548389732837677
V15,V9,0.017568128183484077
V7,V0,0.01760825701057911
V3,V5,0.017657816410064697
V16,V13,0.017669660970568657
V22,V14,0.017679845914244652
V18,V17,0.01780121400952339
V17,V13,0.0179543886333704
V7,V14,0.017958970740437508
V15,V3,0.017978733405470848
V10,V18,0.018031170591711998
V10,V12,0.018037021160125732
V20,V4,0.018072757869958878
V21,V13,0.018113473430275917
V10,V9,0.01816892810165882
V13,V9,0.018219737336039543
V1,V13,0.01825517602264881
V14,V17,0.018337281420826912
V14,V2,0.018337735906243324
V21,V14,0.018435942009091377
V22,V15,0.018493419513106346
V22,V4,0.018497422337532043
V13,V23,0.018519824370741844
V5,V17,0.018545126542448997
V7,V23,0.01858500950038433
V20,V1,0.018626362085342407
V16,V8,0.018750160932540894
V2,V13,0.01876060850918293
V14,V12,0.018804622814059258
V23,V21,0.018874788656830788
V3,V1,0.01896796189248562
V11,V17,0.018979011103510857
V11,V3,0.019038274884223938
V23,V1,0.019087359309196472
V21,V5,0.019276442006230354
V11,V12,0.019291652366518974
V0,V9,0.019360048696398735
V6,V12,0.019427074119448662
V21,V12,0.019590776413679123
V23,V6,0.020020170137286186
V18,V13,0.020057888701558113
V2,V8,0.020320961251854897
V19,V5,0.020456654950976372
V3,V9,0.020714925602078438
V14,V0,0.02072543278336525
V15,V4,0.020917771384119987
V3,V6,0.021078012883663177
V14,V9,0.021301938220858574
V11,V8,0.021516909822821617
V12,V8,0.021626560017466545
V23,V5,0.021631315350532532
V22,V1,0.02166338451206684
V2,V12,0.021714434027671814
V17,V8,0.0217631533741951
V9,V1,0.0217684805393219
V23,V8,0.021888380870223045
V22,V12,0.022086134180426598
V7,V9,0.022087424993515015
V10,V1,0.02273404784500599
V0,V5,0.022828780114650726
V2,V1,0.022849464789032936
V11,V18,0.02318587154150009
V0,V12,0.02328936755657196
V0,V16,0.023398851975798607
V0,V10,0.02382592298090458
V3,V8,0.02392706833779812
V2,V5,0.02439965307712555
V9,V8,0.024504318833351135
V4,V8,0.0248554740101099
V5,V8,0.024856172502040863
V2,V16,0.025291556492447853
V15,V17,0.02564600668847561
V10,V8,0.026450755074620247
V4,V13,0.027707206085324287
V12,V5,0.030605241656303406
V22,V8,0.03072388470172882
V21,V17,0.030861936509609222
V3,V17,0.030935756862163544
V0,V8,0.03158409520983696
V14,V13,0.03191527724266052
V20,V7,0.03222332522273064
V21,V8,0.03289828076958656
V14,V20,0.033152490854263306
V13,V12,0.03405604138970375
V21,V10,0.03466804325580597
V10,V13,0.03521886095404625
V11,V0,0.036070678383111954
V0,V13,0.03802075609564781
V5,V22,0.039335545152425766
V3,V2,0.040388088673353195
V7,V12,0.04222815856337547
V21,V3,0.04746819660067558
V22,V7,0.04768562689423561
V2,V6,0.04959975555539131
V7,V1,0.05075511336326599
V2,V18,0.050885383039712906
V15,V5,0.06366787850856781
V1,V12,0.06408969312906265
V0,V17,0.08037391304969788
V21,V1,0.08287831395864487
V8,V13,0.0947318747639656
V5,V1,0.09837299585342407
V7,V8,0.10150427371263504
V19,V17,0.10276571661233902
V1,V15,0.10319782048463821
V21,V2,0.10757490992546082
V2,V17,0.11079775542020798
V4,V12,0.11095089465379715
V21,V18,0.11838275194168091
V0,V1,0.15265516936779022
V21,V6,0.162382110953331
V19,V23,0.1628156453371048
V4,V5,0.165950745344162
V3,V12,0.1905272752046585
V7,V13,0.22047482430934906
V1,V4,0.22666387259960175
V3,V13,0.23919296264648438
V15,V23,0.28201502561569214
V8,V20,0.2869150936603546
V10,V17,0.30819031596183777
V5,V9,0.30899491906166077
V2,V11,0.32998642325401306
V13,V22,0.3337530791759491
V10,V5,0.3552779257297516
V13,V20,0.4125325679779053
V3,V16,0.41378775238990784
V0,V18,0.42075803875923157
V10,V22,0.4300489127635956
V0,V2,0.44322967529296875
V4,V7,0.4441415071487427
V17,V23,0.45547279715538025
V0,V6,0.4748847484588623
V3,V18,0.47891414165496826
V12,V16,0.5194690227508545
V8,V14,0.5336140990257263
V15,V19,0.5439037084579468
V0,V3,0.583472728729248
V0,V21,0.5899659991264343
V4,V9,0.6108548045158386
V1,V6,0.6647366881370544
