Cause,Effect,Weight
V14,V6,3.9808452129364014e-05
V4,V12,6.035156548023224e-05
V5,V9,0.0001261681318283081
V1,V14,0.00014750473201274872
V2,V16,0.00015549175441265106
V14,V17,0.00015554949641227722
V14,V15,0.00017861835658550262
V2,V15,0.00020240992307662964
V0,V15,0.0002570599317550659
V5,V7,0.00031329505145549774
V16,V1,0.0003689788281917572
V17,V19,0.0004606880247592926
V18,V0,0.0007365699857473373
V17,V6,0.000911785289645195
V17,V13,0.000996604561805725
V0,V10,0.0012267716228961945
V4,V3,0.0012420937418937683
V17,V18,0.001259688287973404
V17,V2,0.001263083890080452
V0,V2,0.001321481540799141
V7,V2,0.0013927780091762543
V12,V9,0.0014476384967565536
V0,V13,0.001560012809932232
V20,V12,0.0015685167163610458
V2,V10,0.0016490444540977478
V13,V4,0.0016861539334058762
V2,V1,0.0018058419227600098
V8,V12,0.0019805505871772766
V17,V1,0.002002386376261711
V2,V6,0.0020508337765932083
V1,V5,0.002071913331747055
V6,V4,0.0021006129682064056
V15,V17,0.002154335379600525
V2,V13,0.0022724736481904984
V15,V4,0.0024405159056186676
V8,V15,0.00244690477848053
V3,V1,0.0024629924446344376
V16,V7,0.0025017932057380676
V18,V10,0.0025363415479660034
V10,V11,0.002654377371072769
V6,V5,0.0026586968451738358
V15,V3,0.0028130710124969482
V10,V13,0.0028697121888399124
V5,V20,0.0029896143823862076
V16,V20,0.0029958635568618774
V14,V12,0.0030067674815654755
V5,V13,0.0030233170837163925
V6,V20,0.0030497554689645767
V10,V15,0.003098735585808754
V15,V5,0.003260689787566662
V15,V16,0.0033654626458883286
V13,V6,0.003508441150188446
V16,V12,0.0035242531448602676
V8,V9,0.003582445904612541
V18,V6,0.0036144517362117767
V15,V7,0.0038000568747520447
V15,V9,0.003812907263636589
V3,V12,0.003955386579036713
V10,V6,0.003987545147538185
V18,V14,0.004098966717720032
V2,V3,0.004147379659116268
V10,V17,0.004577226936817169
V6,V12,0.004622474312782288
V13,V14,0.004659024998545647
V10,V1,0.0047080134972929955
V4,V20,0.004852572456002235
V4,V1,0.0048700906336307526
V15,V1,0.004905497655272484
V15,V6,0.005038280971348286
V17,V5,0.005060266703367233
V6,V16,0.005161566659808159
V14,V10,0.005220178514719009
V10,V7,0.00529555045068264
V19,V10,0.005315680988132954
V14,V7,0.00532834418118
V0,V17,0.005366363562643528
V10,V20,0.005387325771152973
V20,V3,0.005412720143795013
V13,V18,0.005425488576292992
V18,V16,0.005552664399147034
V13,V1,0.00556507334113121
V14,V3,0.0055954791605472565
V0,V8,0.005767093040049076
V13,V7,0.005886860191822052
V17,V20,0.005928710103034973
V19,V16,0.005935200490057468
V20,V11,0.006079036742448807
V3,V7,0.00609709694981575
V5,V11,0.0061508845537900925
V4,V9,0.006159033626317978
V5,V12,0.006391841918230057
V12,V15,0.006457975134253502
V0,V5,0.00648637767881155
V13,V9,0.00679241307079792
V0,V14,0.006841044872999191
V0,V4,0.006964036263525486
V17,V4,0.006998708471655846
V0,V1,0.007147141732275486
V17,V8,0.007320771925151348
V0,V20,0.007473583333194256
V17,V12,0.007512426003813744
V0,V3,0.007539224810898304
V3,V16,0.007543511688709259
V3,V11,0.007647784426808357
V19,V14,0.00772183109074831
V0,V16,0.008026125840842724
V18,V5,0.008109994232654572
V13,V3,0.008113905787467957
V2,V9,0.00813550315797329
V14,V20,0.008175361901521683
V2,V20,0.008186870254576206
V14,V9,0.008256834000349045
V13,V20,0.008341037668287754
V2,V8,0.008371073752641678
V7,V11,0.008468005806207657
V6,V7,0.0085669606924057
V0,V7,0.008765012957155704
V2,V12,0.008870761841535568
V18,V15,0.008978607133030891
V19,V5,0.00904490053653717
V10,V16,0.009335620328783989
V5,V3,0.009516380727291107
V15,V20,0.009534766897559166
V14,V4,0.009600335732102394
V13,V16,0.009835056960582733
V17,V7,0.009906681254506111
V19,V8,0.010445155203342438
V4,V11,0.01074206829071045
V19,V15,0.01083368994295597
V19,V20,0.010931297205388546
V19,V0,0.011034784838557243
V14,V11,0.011174153536558151
V0,V9,0.011929682455956936
V18,V2,0.012173406779766083
V2,V11,0.012576701119542122
V19,V1,0.012609944678843021
V0,V12,0.013058398850262165
V19,V18,0.013105586171150208
V14,V8,0.013484111055731773
V18,V8,0.013540774583816528
V19,V9,0.014137986116111279
V19,V2,0.014573651365935802
V19,V7,0.014703266322612762
V3,V8,0.014890797436237335
V19,V4,0.01492488943040371
V7,V4,0.015133803710341454
V10,V12,0.015859883278608322
V7,V8,0.016247060149908066
V9,V1,0.016521312296390533
V17,V11,0.018382128328084946
V16,V11,0.018977096304297447
V19,V3,0.019222527742385864
V18,V4,0.019306140020489693
V6,V1,0.0194667037576437
V18,V3,0.01968502625823021
V7,V20,0.019691526889801025
V14,V16,0.021136391907930374
V4,V5,0.022235078737139702
V3,V9,0.022254496812820435
V1,V12,0.024331415072083473
V6,V3,0.025391962379217148
V19,V12,0.027163926512002945
V10,V8,0.02802315354347229
V10,V3,0.03124919906258583
V0,V11,0.03213667869567871
V5,V2,0.034776560962200165
V18,V9,0.03828737139701843
V19,V6,0.03843369334936142
V3,V17,0.03891599178314209
V13,V12,0.03902530297636986
V18,V1,0.03918144851922989
V10,V9,0.03956879675388336
V18,V20,0.04260804504156113
V5,V8,0.04347316175699234
V14,V2,0.04411979019641876
V20,V8,0.050003744661808014
V18,V11,0.050387028604745865
V17,V16,0.05496010184288025
V13,V11,0.05552225559949875
V18,V12,0.05762600898742676
V4,V8,0.06091663986444473
V4,V2,0.06435826420783997
V6,V9,0.06478157639503479
V12,V11,0.06836085021495819
V8,V1,0.07366926968097687
V6,V8,0.08315719664096832
V5,V14,0.08947929739952087
V1,V20,0.09498186409473419
V19,V11,0.1035032719373703
V7,V12,0.10833723098039627
V15,V11,0.12187620997428894
V6,V0,0.1509290337562561
V1,V7,0.1513034552335739
V4,V16,0.15430641174316406
V8,V13,0.15493658185005188
V9,V11,0.1741555780172348
V9,V7,0.2350839227437973
V7,V18,0.23965351283550262
V9,V20,0.25299420952796936
V5,V10,0.25576287508010864
V9,V17,0.2602309584617615
V5,V16,0.2610906958580017
V8,V16,0.27816346287727356
V9,V16,0.3083737790584564
V6,V11,0.33869171142578125
V4,V10,0.3693718910217285
V8,V11,0.3698427677154541
V13,V15,0.3781960606575012
V1,V11,0.38553762435913086
V13,V19,0.42909157276153564
