V0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22
-0.18138220734157295	-0.6887791073644627	-0.8906186426197473	-0.7099545300909068	0.3083565544411585	-0.28771044285579317	0.11780054224699271	-0.19759975705440333	1.6796585059154454	-1.3365025852267363	-1.7548347187393292	-0.9831561953106938	0.17132304311977722	-0.7750234553866663	0.4769310604321964	-0.9225826236018302	0.5150592921906039	1.1128757647160525	-1.1121919967253067	-0.8345233714461776	-0.733576445452203	1.6843673185906487	-0.7524489149449037
-0.645575719491259	0.2087367891885108	-0.7528172384274309	-1.213135088189418	0.4934728030009577	-0.8353905485661215	0.8859650454575149	0.7039191762257546	0.6877936045440095	0.5493849543773163	0.39861436522872296	1.7987051080674594	1.1694108826974217	-0.6644012919763314	0.1369869029707422	1.122869782709462	0.6487762487086086	-3.3133688072548932	0.7508998770574716	2.5448928251309657	1.4559743671845613	0.22788858644299734	-0.8431448422744441
-0.6328547920951051	0.28611215292798287	-0.8343511750560124	-1.2103152865620284	-0.33846095943507215	-1.2137122924117691	0.7577910096701088	1.2687281048845125	0.6291060785783384	0.39237680380691925	0.946124770241202	0.5797893751652661	1.0202305950012183	-1.1097131550967851	-0.15324256256021876	1.6104133230305284	-0.6098563219352977	-0.14685322065615639	0.26493796457551216	0.9942826306510791	1.2163819169296168	-1.1579930692200535	0.11630156878680738
-0.056639710393473264	-0.5735913962669124	-0.6820975909541097	-0.3071002924871271	1.7918944999661253	-0.07006743246657325	0.35436221592711376	-0.4820705165513502	0.49629986739665916	-0.94801916837019	-1.0300693218326988	-1.0917900289434481	0.4578550374057646	-0.605716103786276	-0.7381607795719705	0.7358286519856937	-1.0509078690857416	0.9923228742700365	0.17019939654291052	-0.22916021916898813	-0.8076672527817199	-0.06400421086324605	-1.1470483086759193
0.8671446381301622	0.22855844798664982	1.2649644965186841	1.4318548535086961	-0.16298366056539532	0.603537309129251	-1.2488978323395519	-0.8957312371580912	-0.3230047191798026	1.1056885418241498	0.20509454721411194	1.6164376993531449	-1.9782284373737846	0.28539129507187655	0.6538837545705137	-1.1383052154934938	1.1786727800211854	-2.7597297168559507	0.35627955613598256	-0.06250284406998585	-0.48879420833225645	0.8081732415060967	1.2284950558479997
0.6251609737314319	0.6094445119373919	1.0923582769310798	1.5510684531502403	-0.9725643963901458	1.1963192902075102	-1.00352066289784	-0.6148989704200059	-0.3846054752509378	0.3387229869791437	0.4450946859686723	0.8700861448258583	-1.7155278838983503	1.1795193981475343	-0.22306778846250003	-0.610927772697388	0.7485733329297799	-0.6406342186443535	-0.7633848625511022	-0.11917347075105761	0.12489019668002695	0.33912599155596174	2.5051162139672405
-0.27846874847540337	0.8864155519897063	-0.9788160250185406	-0.789525768737663	-0.2843077812448308	0.19902765924214405	0.06266306708274931	-0.7407168887654216	0.02416705028893039	-0.7090470756954201	1.5687926632639306	-1.7590270526474932	0.11870401012521024	-0.7437350947432765	-0.6031063315693067	0.945306516296561	-1.9660671327233425	0.07176509843688193	-1.0497061672995938	0.14289485495140614	1.4355312992050302	-2.655713560294033	-0.11994815973535881
-0.6501447025137528	0.16572648121933486	-0.8883801091712374	-1.2142251268170745	0.6389515059010945	-0.9851352036027122	0.6882836778082079	0.7242284601816973	-0.12773880381092098	0.8731937283927369	-0.06337057937397778	1.2218964532165413	0.9796306955917835	-1.1173657030454696	-0.382309021992569	0.4778674149302779	-0.5275658968991578	-1.5660050684374338	4.025943751257561	0.06343805953852233	0.9085814161491332	-0.240156184056121	-0.9666195562671842
-0.5587670884428968	-0.04379677412380101	-0.8676245882304177	-1.1765366585317594	1.0293218039599268	-0.3892746369996618	0.5117377367886459	-0.03294106023640411	1.1128746839284678	0.4658623344481535	-0.04038862035650947	0.9751671508680687	0.6334771581900573	-0.7382777155064058	-0.617105125242975	1.0327726621277615	0.19082494141308506	-0.9293420294266771	0.8356911917743111	0.9451197423453324	0.704400442874493	0.4091669052390095	-0.34921004851789084
-0.9765141852893398	-0.6949080106477863	-0.3762379650048875	-0.8834278795049343	1.2060726425103632	-1.3532331943435911	1.3096059734681653	1.4163618752320644	-0.34095820911046965	1.5756686906415853	-0.36442836154704555	-1.0635441904210399	1.2620037045946941	-1.1010816093919038	-0.20618313327773566	0.15985100633344396	-1.633078127930702	1.0328512406669377	-0.5303519152989339	-0.7609272782181854	0.30911485466200683	-0.9493907227313936	-1.492920823380277
0.11438512445861226	0.24191036136327249	-0.703107690569819	-0.1371706921889829	0.7927523405663381	0.538000958928317	0.10055742917506764	-0.8813591460486163	-1.7671366435672857	-1.097223558205746	0.7150087692125788	1.4166927911673244	0.04098018316317451	-0.12252121819000232	0.15788544677208763	0.3207213077879758	1.5761690899072909	-2.10171381502778	0.2587170947721661	0.4621459619735889	0.24008561520366276	0.4707344254088186	-0.8955699629878338
-0.6999452779139335	-0.00549773071166193	-0.7942672585239465	-1.214126824473826	0.41809469291065415	-1.0768566001425621	0.9682046188234577	1.298031444432922	1.0736462592183589	0.8418920813251182	-0.46049414553254375	1.210139775765562	1.1962284251771476	-1.4261347668094433	1.1047954855901256	0.615650096022712	0.18866540346097163	-1.5402384338419246	1.066726840108322	1.5744621119487394	1.268387479101361	0.6135168052704715	-0.8909354276386978
0.24063307804485512	-0.8772485643209336	0.17975776533848328	0.3091950096708814	1.2342359169398152	0.8666465000935947	0.4427886734823459	-0.8724168042047423	-0.8757441536866643	-1.5300804089500848	-0.5774525628212385	-1.7530820911076361	0.5880719885163851	-0.12346656309709608	-0.2908065887272486	-0.1446525153796917	-1.0790795959972457	0.16872790736490742	0.26015395152807613	-0.9278568702431064	-1.350565394702807	-0.5459438175069959	-0.9804236298211046
-0.435336949492265	-0.1342233601939189	-0.9888396196115281	-1.0273635036435365	-1.203463198686206	-0.5217168358509663	0.3291564254226704	0.12116911648137176	-0.2311369284774175	-0.7181250534177283	-0.5365691210159024	0.7180556216955106	0.33008098950504533	-0.5762352025105443	-0.5200359833432573	0.07875751659487693	-0.09546835295046871	-0.38528411954391584	-1.1890109592897156	-0.02926358209220181	0.2729932211362532	0.464750942223192	0.11235230449012872
-0.1415621004598926	0.3965727436822104	-0.8889646378592924	-0.5876752950444288	1.8006489731771216	-0.11210324172378718	-0.08835406589446151	-0.3999037973056007	-0.5469491521013138	-1.018583468510162	0.09542197759071909	0.46899208258347747	-0.27003801645343023	-0.3262785605837317	-0.962991230091962	-0.09992293431167894	-0.2220749791935687	0.17977768319976498	-0.7922961942062947	1.035305385769548	0.7525029767543322	-0.14561041483643083	-0.9981331036715488
0.18254261576239927	-0.7042329131740872	-0.2411976444710368	0.2345315911815306	-1.8989117901254982	0.6346112086891368	0.36292331644709297	-0.8990693003503784	-0.31812482031233186	-0.958375921687056	-0.2458906894190507	-1.1077585291187657	0.5155614495049203	-0.20754504694414339	-0.9642071675498032	-0.905379451654727	-0.8169393992572604	1.1431360297052793	-0.5269005379940754	-0.9349394416478934	-1.285986618674921	-0.44176446793816665	-0.6119049531683419
-0.03280892322447815	-0.13187831588755983	-0.7870088517985235	-0.405336366617786	0.45085512496110086	0.12963559570849081	0.03298763424753159	-0.6516326557952304	1.4154249412414783	-1.4044173373108768	-0.16196247458310833	0.46123262736502124	-0.09030011284870702	-0.6092895381151188	0.8045314707845771	-1.101062444432449	0.9836810207927099	0.01802034111075336	-1.0421360224913157	-1.0992154520711406	-0.2642022120436424	0.698816143583853	0.29206190638341745
-0.21796812885203365	0.5011036074399133	-0.9271027038875161	-0.7762247518140319	-0.6214001128729045	0.4524417684819454	0.17642768477836865	-0.8540947628819107	-0.18288679322884654	-0.7937429660174579	0.7868117262152263	1.2270675535888809	0.21122599129810235	-0.3571704895798639	-0.5684844464060688	0.3632773412222513	0.042475443170794	-1.618698390303558	0.5645225333060079	1.1481616550588134	0.9003098964787984	-0.6410622029289066	0.38213450852418535
0.4012204627813265	0.055952319236571624	0.2876153404000775	1.1712588169297764	-0.09959180557480153	0.6713800924087221	0.03833360413135616	-0.901402772880561	1.0923597656540118	0.3048267374422447	-0.677998461021814	0.8197005394903584	-0.04816365852333856	0.06825213165600726	-0.6295441442210545	-0.4929242276986931	1.2877837177059446	-0.5737485381669187	-1.2839236455710674	-0.22341374573658582	-0.3987204315353436	1.4099363205326483	-0.2082606814116135
