Cause,Effect,Weight
V11,V13,0.011860910803079605
V11,V1,0.012162342667579651
V9,V13,0.012193162925541401
V10,V13,0.012541945092380047
V15,V13,0.012550105340778828
V12,V13,0.012562441639602184
V2,V13,0.01261962205171585
V18,V13,0.012668211944401264
V0,V13,0.012832659296691418
V14,V13,0.013070020824670792
V9,V3,0.013286379165947437
V17,V13,0.01334699522703886
V3,V13,0.013354630209505558
V7,V13,0.013577324338257313
V9,V1,0.01359395682811737
V14,V3,0.01368496660143137
V11,V19,0.013705145567655563
V4,V13,0.013799376785755157
V11,V16,0.013843736611306667
V11,V3,0.01390303298830986
V11,V12,0.013972129672765732
V7,V3,0.013980059884488583
V12,V17,0.014175298623740673
V14,V17,0.014375902712345123
V11,V4,0.01438576728105545
V12,V1,0.014395847916603088
V12,V0,0.014435593970119953
V11,V8,0.014526165090501308
V7,V18,0.014559774659574032
V12,V14,0.014727909117937088
V14,V1,0.014822094701230526
V14,V11,0.014885512180626392
V12,V8,0.01490697544068098
V16,V17,0.01490913238376379
V11,V15,0.01492715161293745
V17,V18,0.01492838840931654
V13,V3,0.01493142917752266
V18,V17,0.014955365099012852
V19,V17,0.015003622509539127
V7,V12,0.015087406150996685
V4,V19,0.015121486969292164
V11,V17,0.015208455733954906
V3,V19,0.015218116343021393
V12,V7,0.015276018530130386
V7,V19,0.015278811566531658
V9,V19,0.01530182734131813
V14,V15,0.015368037857115269
V12,V19,0.01536934170871973
V0,V18,0.015385154634714127
V4,V17,0.015386726707220078
V8,V3,0.015419495292007923
V4,V1,0.015441018156707287
V9,V16,0.01547193992882967
V11,V5,0.015475532971322536
V2,V1,0.015502805821597576
V4,V11,0.015510961413383484
V7,V17,0.015577279031276703
V12,V6,0.015581981278955936
V9,V18,0.015586357563734055
V18,V6,0.015587876550853252
V11,V10,0.015646224841475487
V1,V3,0.015693383291363716
V0,V17,0.015723589807748795
V9,V12,0.015746261924505234
V17,V3,0.015800030902028084
V15,V17,0.01581757701933384
V10,V17,0.01582098938524723
V5,V18,0.01583840884268284
V3,V7,0.015886953100562096
V7,V10,0.01592605747282505
V18,V0,0.015957383438944817
V18,V3,0.01598610170185566
V12,V16,0.01600695215165615
V16,V14,0.0160392876714468
V4,V18,0.01607021875679493
V5,V13,0.01609213277697563
V1,V7,0.016111934557557106
V9,V4,0.016162412241101265
V18,V1,0.016169579699635506
V3,V17,0.016179349273443222
V13,V9,0.01618785411119461
V6,V13,0.016188373789191246
V12,V11,0.01621297560632229
V16,V11,0.01622122898697853
V11,V9,0.01622936874628067
V13,V18,0.01623288355767727
V14,V9,0.016430579125881195
V14,V16,0.01648230478167534
V2,V17,0.016491824761033058
V13,V4,0.01649886555969715
V3,V18,0.016505977138876915
V15,V1,0.01656486466526985
V11,V0,0.01659238710999489
V12,V10,0.016598423942923546
V18,V16,0.01668260060250759
