Cause,Effect,Weight
V20,V5,1.5554018318653107e-05
V14,V2,3.421306610107422e-05
V14,V7,7.00540840625763e-05
V12,V11,0.0001156739890575409
V12,V3,0.0001266244798898697
V3,V15,0.00014999974519014359
V8,V10,0.00016577914357185364
V20,V1,0.00016669556498527527
V15,V17,0.00022603385150432587
V21,V10,0.00023878458887338638
V4,V9,0.0002713361755013466
V14,V10,0.00033272430300712585
V7,V18,0.0003915298730134964
V21,V2,0.0004360312595963478
V12,V14,0.0004545142874121666
V11,V14,0.00045769382268190384
V4,V14,0.000504043884575367
V11,V21,0.0005460809916257858
V14,V6,0.0005683070048689842
V13,V1,0.0005704620853066444
V5,V15,0.0005734693259000778
V13,V7,0.0005744118243455887
V17,V20,0.0005844961851835251
V13,V8,0.0005908152088522911
V3,V13,0.0006022993475198746
V5,V19,0.0006525805220007896
V9,V3,0.0006740391254425049
V1,V8,0.0006843805313110352
V21,V5,0.0007813265547156334
V21,V6,0.0007954994216561317
V3,V2,0.0008125938475131989
V8,V20,0.0008234977722167969
V3,V21,0.0008621150627732277
V11,V10,0.000876585952937603
V13,V6,0.0008776076138019562
V14,V0,0.0009087854996323586
V15,V7,0.0009203115478157997
V2,V7,0.0009493529796600342
V14,V17,0.0010531507432460785
V0,V19,0.001086188480257988
V6,V10,0.001116669736802578
V18,V5,0.001149703748524189
V9,V15,0.0011654635891318321
V16,V11,0.001211957074701786
V21,V19,0.0012304717674851418
V15,V18,0.0012411484494805336
V18,V14,0.0012635346502065659
V4,V5,0.001277402974665165
V13,V14,0.001285613514482975
V5,V14,0.0013155043125152588
V11,V1,0.0013365577906370163
V15,V13,0.0013467175886034966
V4,V15,0.0013561705127358437
V5,V8,0.0013958318158984184
V9,V18,0.0014043617993593216
V9,V21,0.0014298595488071442
V3,V5,0.0014454778283834457
V9,V14,0.0014499528333544731
V4,V13,0.0014679878950119019
V4,V6,0.0015403730794787407
V15,V10,0.0015584994107484818
V5,V10,0.0015727728605270386
V18,V2,0.001592744141817093
V5,V6,0.0015936866402626038
V6,V1,0.0016119061037898064
V16,V14,0.0016228826716542244
V4,V21,0.0016280794516205788
V13,V12,0.0016430392861366272
V18,V12,0.0016560563817620277
V21,V16,0.0017056157812476158
V15,V20,0.001719762571156025
V21,V0,0.001727513037621975
V17,V11,0.0017535090446472168
V10,V13,0.0017682407051324844
V15,V0,0.0017849178984761238
V9,V11,0.0018000872805714607
V18,V8,0.0018778666853904724
V3,V17,0.0018837368115782738
V15,V21,0.0018852278590202332
V9,V19,0.0018990486860275269
V8,V7,0.0019163070246577263
V2,V10,0.0019301893189549446
V18,V0,0.001961713656783104
V1,V19,0.0019793296232819557
V8,V6,0.0019939355552196503
V3,V14,0.0020344359800219536
V7,V17,0.0020501073449850082
V4,V17,0.0020540794357657433
V18,V21,0.002087648957967758
V2,V20,0.0020946264266967773
V3,V10,0.002108093351125717
V13,V11,0.002247854135930538
V14,V8,0.0023423219099640846
V9,V17,0.0023711062967777252
V9,V6,0.0024046916514635086
V0,V13,0.002422836609184742
V15,V1,0.0024652034044265747
V21,V13,0.0024907412007451057
V15,V14,0.002491842955350876
V15,V2,0.002606187015771866
V16,V8,0.002608426846563816
