Cause,Effect,Weight
V0,V10,0.014931469224393368
V0,V15,0.015426095575094223
V14,V15,0.015828503295779228
V1,V14,0.015994584187865257
V18,V0,0.01679384522140026
V2,V15,0.016800498589873314
V17,V13,0.016976894810795784
V0,V13,0.01701750047504902
V14,V17,0.017142346128821373
V0,V2,0.01737537793815136
V2,V6,0.017505349591374397
V17,V18,0.017668312415480614
V15,V17,0.017822712659835815
V17,V19,0.01784881390631199
V17,V1,0.017887504771351814
V0,V17,0.018069807440042496
V14,V6,0.01810283027589321
V10,V11,0.018549488857388496
V15,V5,0.018674856051802635
V17,V2,0.018686192110180855
V18,V10,0.018803590908646584
V1,V5,0.01907421089708805
V17,V6,0.01917167752981186
V15,V16,0.019277870655059814
V14,V12,0.01935885287821293
V0,V8,0.019372764974832535
V2,V3,0.01951722800731659
V10,V6,0.019597960636019707
V10,V15,0.019668996334075928
V15,V9,0.01968204230070114
V19,V10,0.01973370648920536
V15,V6,0.01975441165268421
V2,V13,0.019807415083050728
V18,V14,0.019810019060969353
V10,V13,0.019819479435682297
V19,V16,0.019894026219844818
V4,V3,0.019895555451512337
V0,V1,0.019990742206573486
V3,V1,0.020039014518260956
V10,V1,0.020159132778644562
V6,V20,0.02019030973315239
V0,V5,0.02019612304866314
V4,V12,0.020245887339115143
V12,V9,0.0204709991812706
V15,V4,0.020611606538295746
V0,V4,0.020708680152893066
V10,V20,0.020736930891871452
V13,V6,0.020740913227200508
V16,V1,0.02082125097513199
V0,V20,0.020836664363741875
V13,V4,0.020837096497416496
V15,V3,0.02087942324578762
V6,V5,0.020968636497855186
V0,V14,0.020994871854782104
V16,V12,0.02106558531522751
V0,V3,0.021115653216838837
V10,V17,0.02123989351093769
V18,V6,0.021408626809716225
V6,V4,0.02145320363342762
V17,V5,0.021698204800486565
V10,V7,0.021707842126488686
V8,V12,0.021750057116150856
V0,V16,0.021802902221679688
V5,V7,0.021814709529280663
V18,V16,0.022029763087630272
V15,V1,0.022098258137702942
V17,V12,0.022123033180832863
V20,V12,0.022291196510195732
V14,V3,0.022318160161376
V19,V14,0.022328168153762817
V17,V20,0.022334923967719078
V17,V8,0.022464634850621223
V15,V7,0.02246602438390255
V13,V7,0.022607648745179176
V0,V7,0.022625422105193138
V13,V1,0.022640706971287727
V14,V7,0.022640863433480263
V4,V20,0.02265722118318081
V2,V20,0.022706443443894386
V8,V15,0.022774485871195793
V5,V13,0.022840386256575584
V13,V14,0.022950947284698486
V7,V2,0.023087961599230766
V14,V20,0.02320875972509384
V5,V9,0.02339938096702099
V6,V12,0.02343246154487133
V6,V16,0.023473799228668213
V5,V12,0.0235072523355484
V16,V20,0.023744674399495125
V5,V20,0.023865431547164917
V13,V20,0.023887261748313904
V2,V1,0.02395978756248951
V16,V7,0.023992719128727913
V19,V5,0.02400366961956024
V17,V4,0.02407613955438137
V19,V20,0.02420179359614849
V13,V9,0.024331822991371155
V20,V3,0.02439502812922001
V2,V12,0.024420365691184998
V18,V5,0.024505434557795525
V19,V0,0.024621428921818733
V15,V20,0.02466406859457493
V14,V9,0.025364786386489868
V17,V7,0.025573760271072388
V10,V16,0.02567736804485321
V0,V9,0.02576134167611599
V19,V1,0.02595694176852703
V13,V3,0.025979749858379364
V2,V10,0.02620484121143818
V3,V7,0.026393668726086617
V2,V9,0.026481254026293755
V6,V7,0.026658276095986366
V4,V1,0.026978114619851112
V3,V16,0.026992863044142723
V4,V9,0.02704404480755329
V5,V11,0.02706608735024929
V19,V9,0.027086248621344566
V2,V8,0.027168890461325645
V2,V16,0.027356861159205437
V3,V12,0.027708418667316437
V0,V12,0.02774074487388134
V19,V4,0.02789006195962429
V20,V11,0.028012113645672798
V18,V2,0.028230352327227592
V8,V9,0.0283234640955925
V19,V7,0.028597205877304077
V14,V4,0.028840743005275726
V19,V2,0.028929412364959717
V14,V10,0.02899831347167492
V19,V18,0.029338812455534935
