Cause,Effect,Weight
V19,V17,0.012998547405004501
V15,V16,0.01352883130311966
V18,V17,0.013769827783107758
V12,V18,0.013790947385132313
V2,V18,0.013806741684675217
V16,V18,0.013832584023475647
V7,V18,0.013925746083259583
V0,V18,0.013929578475654125
V4,V18,0.014016387052834034
V18,V16,0.014040813781321049
V9,V18,0.014061416499316692
V13,V18,0.014105296693742275
V3,V18,0.014163845218718052
V16,V15,0.014191389083862305
V11,V15,0.01425255462527275
V14,V13,0.014284439384937286
V14,V16,0.014384548179805279
V4,V15,0.014416108839213848
V5,V18,0.014432338066399097
V17,V15,0.014458374120295048
V1,V13,0.014464379288256168
V19,V8,0.014504075050354004
V1,V16,0.014569072984158993
V15,V17,0.014579318463802338
V6,V16,0.014583952724933624
V0,V19,0.014603443443775177
V7,V16,0.014609231613576412
V5,V13,0.01462665107101202
V19,V13,0.014659546315670013
V3,V19,0.014716453850269318
V16,V19,0.014727670699357986
V19,V16,0.014746439643204212
V19,V18,0.014820593409240246
V5,V15,0.014859241433441639
V9,V17,0.014893653802573681
V5,V19,0.014896291308104992
V18,V3,0.014896906912326813
V7,V13,0.014967198483645916
V2,V19,0.01503633614629507
V13,V15,0.01503871101886034
V10,V18,0.015062364749610424
V7,V17,0.015083481557667255
V8,V18,0.015124086290597916
V14,V19,0.01515298243612051
V14,V15,0.015154868364334106
V10,V19,0.015232215635478497
V11,V18,0.015242006629705429
V9,V16,0.015307045541703701
V12,V15,0.015311275608837605
V16,V6,0.015372619032859802
V17,V19,0.015377036295831203
V14,V17,0.015514866448938847
V8,V15,0.015583086758852005
V4,V19,0.015594497323036194
V4,V13,0.01560049969702959
V1,V18,0.015601523220539093
V11,V17,0.015677155926823616
V7,V15,0.015733269974589348
V13,V9,0.015838218852877617
V6,V15,0.01586301438510418
V13,V19,0.015884654596447945
V19,V3,0.01590503379702568
V14,V18,0.015930838882923126
V1,V17,0.015965668484568596
V11,V16,0.015976237133145332
V10,V6,0.01598968170583248
V11,V19,0.016003573313355446
V0,V15,0.016044635325670242
V3,V15,0.016051623970270157
V12,V17,0.01608087681233883
V18,V15,0.016113318502902985
V6,V17,0.01611747406423092
V0,V6,0.016118286177515984
V5,V6,0.01615707017481327
V8,V19,0.016161102801561356
V17,V18,0.0161628145724535
V6,V13,0.01619376800954342
V4,V6,0.016207659617066383
V12,V19,0.01625017635524273
V5,V17,0.01640678010880947
V18,V13,0.016414852812886238
V7,V3,0.01642230711877346
V2,V15,0.016462935134768486
V9,V13,0.01646818406879902
V11,V8,0.01656043343245983
V13,V16,0.01671689562499523
V4,V9,0.016764560714364052
V12,V3,0.016781656071543694
V10,V15,0.01681501232087612
V12,V6,0.0169236958026886
V18,V8,0.01693636365234852
V6,V19,0.016971344128251076
V11,V13,0.01698249764740467
V2,V13,0.017018111422657967
V4,V8,0.01708579622209072
V19,V15,0.017095744609832764
V15,V18,0.01709596812725067
V14,V3,0.017114762216806412
V1,V3,0.01712101884186268
V6,V3,0.017180589959025383
V6,V8,0.017191413789987564
V19,V0,0.017292702570557594
V0,V13,0.017329221591353416
V5,V3,0.017373863607645035
V15,V8,0.017533525824546814
V13,V17,0.017603904008865356
V2,V8,0.017604419961571693
V4,V17,0.01764090731739998
V5,V8,0.01764192245900631
V12,V8,0.017661402001976967
V11,V9,0.01769432984292507
V9,V8,0.01772974245250225
V5,V9,0.01773625984787941
V2,V3,0.017772840335965157
V16,V1,0.017892960458993912
V17,V6,0.01795843057334423
V2,V9,0.017977094277739525
V13,V6,0.018035033717751503
V19,V10,0.018062742426991463
V16,V8,0.01806974783539772
V9,V3,0.018084220588207245
V19,V2,0.018106788396835327
V9,V0,0.018121924251317978
V7,V8,0.01814923994243145
V7,V0,0.018158182501792908
V18,V0,0.018226752057671547
V5,V1,0.018365785479545593
V16,V13,0.01850537210702896
V5,V11,0.01872149109840393
V19,V11,0.01874246634542942
V4,V1,0.018771406263113022
V14,V8,0.018796956166625023
V1,V8,0.018850183114409447
V4,V3,0.01891452446579933
V13,V1,0.01892051286995411
V16,V14,0.019099658355116844
V2,V17,0.01912527158856392
V16,V17,0.019134430214762688
V12,V13,0.01915999874472618
V0,V1,0.019198449328541756
V1,V0,0.01931651122868061
V15,V3,0.019424524158239365
V15,V13,0.019497817382216454
V12,V1,0.019565606489777565
V14,V6,0.01967175118625164
V3,V5,0.019726084545254707
V6,V0,0.019751371815800667
V18,V19,0.019786691293120384
V0,V9,0.01990901306271553
V10,V13,0.020006436854600906
V2,V1,0.02018936723470688
V18,V5,0.02024788223206997
V11,V0,0.02034052088856697
V4,V11,0.02037361077964306
V18,V12,0.020410167053341866
V10,V16,0.020473100244998932
V5,V16,0.020509393885731697
V15,V0,0.02052050456404686
V10,V9,0.020522119477391243
V14,V1,0.02089318074285984
V6,V1,0.020902767777442932
V13,V12,0.02096208743751049
V13,V4,0.020970948040485382
V10,V1,0.020978176966309547
V18,V14,0.02098514698445797
V11,V1,0.021034345030784607
V16,V7,0.021158693358302116
V2,V6,0.021187124773859978
V17,V13,0.02120448648929596
V3,V1,0.021219752728939056
V14,V9,0.021275103092193604
