Cause,Effect,Weight
V8,V20,7.508322596549988e-06
V17,V1,1.1526048183441162e-05
V7,V15,1.8011778593063354e-05
V20,V6,3.359932452440262e-05
V18,V13,5.364231765270233e-05
V16,V15,5.863606929779053e-05
V8,V18,6.75572082400322e-05
V3,V8,9.973067790269852e-05
V7,V11,0.00014019571244716644
V8,V15,0.00016255956143140793
V4,V2,0.00017497874796390533
V10,V5,0.00017849262803792953
V1,V10,0.00021470524370670319
V10,V7,0.00022760964930057526
V20,V17,0.00023517198860645294
V3,V1,0.00023666862398386002
V5,V13,0.00024053361266851425
V3,V5,0.00028393231332302094
V11,V18,0.0002995003014802933
V12,V5,0.000303841196000576
V6,V18,0.00030448194593191147
V10,V2,0.0003424379974603653
V6,V2,0.00035661831498146057
V8,V4,0.0003966791555285454
V14,V1,0.0003978051245212555
V3,V7,0.00039875321090221405
V12,V11,0.00043611228466033936
V14,V13,0.0004413565620779991
V4,V12,0.00044879503548145294
V2,V1,0.0004692021757364273
V1,V0,0.00048805028200149536
V8,V17,0.0004984913393855095
V17,V2,0.0005017165094614029
V5,V2,0.0005230037495493889
V17,V9,0.0005260789766907692
V17,V5,0.0005318783223628998
V8,V9,0.0005370583385229111
V11,V20,0.0005476819351315498
V2,V3,0.0005778754130005836
V17,V12,0.0005839196965098381
V15,V5,0.000603814609348774
V4,V7,0.000607706606388092
V8,V12,0.0007332302629947662
V9,V5,0.0007648700848221779
V8,V6,0.0008559329435229301
V12,V1,0.000861048698425293
V16,V10,0.0008861720561981201
V20,V9,0.0008891792967915535
V18,V4,0.0009148605167865753
V18,V0,0.0009289458394050598
V8,V2,0.0009557865560054779
V19,V18,0.000981934368610382
V4,V1,0.0010055527091026306
V8,V10,0.0010101860389113426
V6,V7,0.001042681746184826
V8,V14,0.001050395891070366
V8,V13,0.0010506054386496544
V6,V19,0.00105296541005373
V15,V14,0.0010849405080080032
V11,V5,0.0011323094367980957
V1,V13,0.001152602955698967
V13,V7,0.0011878302320837975
V11,V1,0.0012294473126530647
