Cause,Effect,Weight
V17,V20,2.2405758500099182e-05
V10,V2,2.33333557844162e-05
V5,V21,0.00010051392018795013
V10,V16,0.00011871196329593658
V0,V11,0.00017131119966506958
V12,V17,0.00017664581537246704
V8,V20,0.00030527636408805847
V11,V3,0.0003412347286939621
V6,V21,0.0003543924540281296
V6,V11,0.00035920366644859314
V12,V16,0.00044722482562065125
V13,V4,0.00046147778630256653
V15,V20,0.00046620145440101624
V15,V16,0.000569567084312439
V11,V20,0.0006416831165552139
V19,V16,0.0006601214408874512
V1,V2,0.0006654765456914902
V20,V1,0.0006789350882172585
V21,V4,0.0006821304559707642
V5,V17,0.0007574688643217087
V21,V11,0.0007581356912851334
V18,V6,0.0007612882182002068
V8,V21,0.0007650516927242279
V10,V6,0.0008261185139417648
V14,V0,0.000844947062432766
V10,V1,0.0008586272597312927
V14,V19,0.0008600940927863121
V15,V17,0.000860258936882019
V19,V1,0.0008735433220863342
V7,V2,0.0009289942681789398
V18,V3,0.0009381799027323723
V2,V16,0.0009422954171895981
V0,V19,0.0009601656347513199
V17,V6,0.0010025091469287872
V10,V15,0.0010673776268959045
V18,V1,0.00106754619628191
V10,V9,0.0011176802217960358
V14,V3,0.0011380435898900032
V17,V1,0.001204274594783783
V11,V19,0.0012483960017561913
V18,V20,0.00127413310110569
V9,V6,0.0013130083680152893
V0,V12,0.0014121942222118378
V14,V16,0.0014405585825443268
V14,V20,0.0015179933980107307
V1,V9,0.0015257373452186584
V18,V10,0.001537935808300972
V14,V2,0.0016246624290943146
V21,V19,0.0016635898500680923
V16,V20,0.0016810595989227295
V15,V9,0.0016827508807182312
V10,V20,0.0016844291239976883
V21,V16,0.0017237160354852676
V6,V5,0.001766042783856392
V16,V1,0.0017782878130674362
V11,V7,0.001841006800532341
V9,V13,0.0019494704902172089
V11,V10,0.001994958147406578
V12,V10,0.002083905041217804
V1,V8,0.002195555716753006
V10,V21,0.002246566116809845
V18,V0,0.002341519109904766
V18,V2,0.0023513175547122955
V9,V21,0.0024341531097888947
V17,V2,0.0024533960968255997
V14,V10,0.0024598203599452972
V19,V15,0.002521410584449768
V20,V0,0.0025609079748392105
V0,V16,0.0025999173521995544
V20,V3,0.00260947085916996
V18,V15,0.0026108473539352417
V12,V1,0.0026526115834712982
V11,V12,0.002685563638806343
V16,V9,0.0027434099465608597
V14,V21,0.002759259194135666
V14,V9,0.0028638895601034164
