Cause,Effect,Weight
V19,V4,0.013615225441753864
V18,V3,0.013721118681132793
V18,V13,0.013819730840623379
V10,V4,0.014017370529472828
V12,V18,0.014115148223936558
V13,V16,0.01419379934668541
V10,V19,0.014242511242628098
V10,V6,0.014284700155258179
V21,V0,0.014321758411824703
V16,V4,0.014325796626508236
V18,V4,0.014338430017232895
V13,V19,0.014403647743165493
V12,V10,0.014436683617532253
V10,V21,0.014491528272628784
V18,V19,0.014529521577060223
V18,V9,0.014584116637706757
V21,V1,0.014648303389549255
V17,V4,0.014685417525470257
V13,V17,0.014698651619255543
V9,V10,0.01471521332859993
V10,V20,0.014731012284755707
V10,V2,0.01474760938435793
V13,V10,0.014768148772418499
V16,V19,0.014884945936501026
V7,V21,0.01489237044006586
V21,V17,0.014918442815542221
V4,V12,0.015165471471846104
V18,V6,0.015199646353721619
V18,V21,0.015247846953570843
V12,V21,0.015257958322763443
V16,V11,0.015279571525752544
V18,V10,0.015293282456696033
V8,V9,0.01530200894922018
V6,V15,0.015352841466665268
V9,V17,0.01537597831338644
V2,V21,0.015465155243873596
V16,V21,0.015492827631533146
V16,V2,0.015600769780576229
V16,V6,0.01563471555709839
V20,V15,0.015703532844781876
V8,V4,0.015707334503531456
V10,V3,0.015713462606072426
V3,V21,0.015726083889603615
V13,V4,0.015749845653772354
V18,V20,0.01579330861568451
V21,V14,0.01581709086894989
V12,V17,0.015870563685894012
V10,V0,0.015906382352113724
V12,V20,0.015959525480866432
V20,V6,0.016000637784600258
V21,V11,0.01600910909473896
V2,V17,0.01604183204472065
V10,V15,0.01605229824781418
V20,V21,0.01607082411646843
V16,V5,0.0161155853420496
V3,V2,0.016163671389222145
V16,V20,0.016209013760089874
V13,V20,0.016244037076830864
V12,V11,0.016295937821269035
V3,V16,0.01630321331322193
V12,V16,0.01635279692709446
V16,V0,0.01635768450796604
V13,V6,0.016404569149017334
V18,V15,0.016411369666457176
V6,V21,0.01643543504178524
V18,V16,0.016437547281384468
V6,V19,0.01644681952893734
V7,V16,0.016469186171889305
V13,V21,0.016485104337334633
V4,V21,0.016488218680024147
V13,V12,0.016492916271090508
V17,V20,0.01651543378829956
V16,V15,0.016519412398338318
V4,V11,0.016532396897673607
V5,V10,0.016549844294786453
V18,V0,0.016594862565398216
V4,V5,0.0166174303740263
V12,V19,0.01662188209593296
V7,V11,0.01662692427635193
V17,V0,0.016653666272759438
V12,V7,0.01665571518242359
V19,V3,0.016665486618876457
V19,V20,0.01667177490890026
V4,V20,0.016681144014000893
V18,V2,0.016710910946130753
V8,V7,0.01674504391849041
V6,V8,0.016772428527474403
V19,V9,0.016788506880402565
V6,V9,0.01681768335402012
V8,V2,0.016824858263134956
V19,V15,0.01682913303375244
V8,V15,0.016835492104291916
V5,V8,0.016846224665641785
V13,V3,0.01688976027071476
V2,V6,0.016911281272768974
V15,V17,0.01693192683160305
V19,V2,0.016944730654358864
V11,V5,0.016955194994807243
V6,V7,0.017002662643790245
V18,V8,0.017110632732510567
V8,V21,0.017146334052085876
V19,V7,0.01715756021440029
V3,V1,0.017252374440431595
V7,V14,0.01727413944900036
V19,V1,0.01729605533182621
V18,V5,0.01733051799237728
V6,V17,0.017335793003439903
V12,V15,0.017402073368430138
V18,V17,0.017457736656069756
V9,V11,0.01749616675078869
V16,V17,0.01755860634148121
V6,V4,0.017586631700396538
V5,V21,0.01762012206017971
V7,V20,0.017634594812989235
V9,V15,0.017658444121479988
V10,V11,0.017729995772242546
V14,V19,0.017889751121401787
V17,V5,0.017913782969117165
V13,V14,0.017928892746567726
V14,V20,0.018007012084126472
V17,V11,0.018068820238113403
V16,V8,0.018071813508868217
V14,V8,0.018120290711522102
V17,V14,0.01827067695558071
V6,V1,0.01844428852200508
V7,V4,0.018505776301026344
V13,V8,0.01851479895412922
V15,V14,0.018555672839283943
V3,V7,0.01857508160173893
V8,V20,0.018625667318701744
V20,V1,0.01867086999118328
V16,V9,0.018674151971936226
V13,V7,0.01870047114789486
V14,V4,0.01872454583644867
V3,V14,0.01903543435037136
V13,V15,0.019069282338023186
V18,V14,0.019163908436894417
V18,V1,0.019172800704836845
V17,V3,0.019187012687325478
V15,V7,0.019213920459151268
V11,V1,0.019262565299868584
V10,V7,0.019323473796248436
V20,V11,0.01933332346379757
V0,V14,0.019403686746954918
V15,V3,0.01958055980503559
V4,V9,0.019717317074537277
V12,V8,0.019793089479207993
V13,V11,0.019899144768714905
V19,V17,0.019928624853491783
V15,V1,0.019945884123444557
V4,V15,0.019991187378764153
V3,V20,0.020016919821500778
V12,V1,0.020231695845723152
V19,V21,0.02051451988518238
V7,V9,0.020624816417694092
V14,V1,0.02063722163438797
V13,V1,0.02076505683362484
V17,V7,0.020996881648898125
V2,V11,0.021007826551795006
V14,V11,0.021016554906964302
V18,V11,0.021120255813002586
V14,V9,0.021121295168995857
V1,V16,0.021249407902359962
V9,V1,0.021265244111418724
V12,V0,0.02176615782082081
V19,V0,0.021987201645970345
V10,V17,0.022452836856245995
V0,V20,0.023258274421095848
V2,V4,0.02341396175324917
V13,V5,0.02369108982384205
V5,V15,0.02389450930058956
V2,V1,0.02407262660562992
V13,V9,0.024888694286346436
V6,V11,0.025655487552285194
V13,V0,0.02594953030347824
V12,V3,0.026094727218151093
V2,V12,0.026754530146718025
V5,V1,0.027283163741230965
V5,V3,0.027294984087347984
V12,V14,0.02848224528133869
V4,V1,0.0287102609872818
V3,V4,0.02953953482210636
V2,V15,0.030543237924575806
V6,V0,0.030774779617786407
V5,V19,0.03094070963561535
V5,V7,0.03590189293026924
V9,V21,0.03601764515042305
V5,V0,0.03730865195393562
V12,V9,0.0480448454618454
V2,V7,0.049091409891843796
V2,V20,0.052512798458337784
V3,V0,0.06072196364402771
V3,V11,0.06853603571653366
V10,V8,0.08137685060501099
V9,V3,0.08465728908777237
V8,V11,0.1066453829407692
V0,V9,0.1072474792599678
V8,V3,0.10746031999588013
