Cause,Effect,Weight
V8,V17,0.014815461821854115
V17,V2,0.015124800615012646
V16,V17,0.015244479291141033
V17,V12,0.015398886986076832
V8,V4,0.01584346778690815
V3,V20,0.016196729615330696
V10,V11,0.01623305305838585
V4,V2,0.01635557971894741
V17,V20,0.0164655651897192
V2,V5,0.01654180698096752
V2,V19,0.016570230945944786
V1,V2,0.01664130762219429
V12,V1,0.016669586300849915
V10,V15,0.01671336591243744
V20,V14,0.016905929893255234
V2,V13,0.01697426103055477
V0,V15,0.01710936240851879
V4,V12,0.01719469390809536
V10,V9,0.017202584072947502
V17,V11,0.017208296805620193
V17,V0,0.01723168045282364
V0,V2,0.01727473922073841
V12,V15,0.01727919839322567
V10,V1,0.017289400100708008
V14,V9,0.01735290139913559
V16,V12,0.017418386414647102
V10,V20,0.01748463697731495
V4,V0,0.017542045563459396
V11,V18,0.017543738707900047
V20,V1,0.017550190910696983
V5,V15,0.017564335837960243
V17,V15,0.017589308321475983
V7,V5,0.01759532280266285
V16,V2,0.017603343352675438
V16,V11,0.01761460117995739
V8,V2,0.017640823498368263
V16,V15,0.01767233945429325
V0,V9,0.01767861843109131
V14,V15,0.017733218148350716
V16,V10,0.017740575596690178
V9,V7,0.017741160467267036
V6,V15,0.01786969229578972
V4,V15,0.017882363870739937
V14,V11,0.01789814420044422
V19,V1,0.01794726587831974
V14,V2,0.017987782135605812
V17,V3,0.018065402284264565
V6,V11,0.018068507313728333
V17,V6,0.01809973083436489
V16,V3,0.018240058794617653
V19,V15,0.018322253599762917
V19,V17,0.01833815686404705
V16,V6,0.018347162753343582
V12,V18,0.018362481147050858
V12,V13,0.01839393563568592
V15,V7,0.018410442396998405
V10,V2,0.01841527409851551
V5,V19,0.018482631072402
V5,V9,0.01849287748336792
V19,V4,0.018572455272078514
V8,V13,0.01858026348054409
V6,V20,0.01859968714416027
V0,V16,0.0187388826161623
V0,V13,0.018756112083792686
V9,V12,0.018758926540613174
V8,V1,0.018767813220620155
V18,V14,0.018799791112542152
V14,V13,0.01899084635078907
V16,V14,0.019001079723238945
V10,V13,0.019056977704167366
V5,V12,0.019062871113419533
V17,V9,0.01915409229695797
V8,V14,0.019162500277161598
V18,V20,0.019242113456130028
V0,V7,0.019271578639745712
V4,V18,0.01927364431321621
V14,V0,0.019276874139904976
V8,V12,0.01930205710232258
V13,V3,0.01937554031610489
V8,V9,0.01937885396182537
V6,V1,0.01938175968825817
V17,V18,0.019736088812351227
V8,V15,0.019747955724596977
V16,V13,0.019769662991166115
V3,V5,0.019787656143307686
V4,V11,0.019799834117293358
V19,V12,0.01982785575091839
V14,V5,0.019848575815558434
V1,V15,0.019939733669161797
V18,V10,0.019977012649178505
V7,V14,0.020105376839637756
V0,V18,0.020145593211054802
V16,V20,0.020302781835198402
V0,V12,0.0203478392213583
V2,V18,0.020360982045531273
V0,V20,0.02043321542441845
V4,V3,0.020505910739302635
V11,V3,0.020517585799098015
