Cause,Effect,Weight
V10,V7,0.013156920671463013
V11,V10,0.013245168142020702
V10,V16,0.013354253955185413
V19,V10,0.013422176241874695
V5,V10,0.013566461391746998
V10,V4,0.013648121617734432
V14,V10,0.013672231696546078
V19,V2,0.013806086033582687
V14,V2,0.01389396097511053
V10,V0,0.014021269045770168
V10,V6,0.01405597385019064
V17,V14,0.014351990073919296
V13,V11,0.014487349428236485
V10,V18,0.014520511031150818
V11,V5,0.014643951319158077
V0,V2,0.014648069627583027
V7,V16,0.014687038026750088
V5,V15,0.014775213785469532
V4,V2,0.01480476651340723
V14,V5,0.014817816205322742
V16,V2,0.014830388128757477
V0,V18,0.014936220832169056
V12,V4,0.014985241927206516
V11,V2,0.015089915134012699
V10,V8,0.015103326179087162
V1,V2,0.015120554715394974
V7,V19,0.015191187150776386
V10,V12,0.015218053013086319
V4,V17,0.015282646752893925
V0,V15,0.015330716036260128
V19,V14,0.015363086946308613
V10,V9,0.015523423440754414
V5,V19,0.015562091022729874
V11,V17,0.01564362831413746
V11,V12,0.015765653923153877
V7,V17,0.01585770584642887
V19,V4,0.016051093116402626
V11,V7,0.016053395345807076
V6,V16,0.01608341559767723
V6,V2,0.01615230366587639
V6,V15,0.016163140535354614
V16,V9,0.016166945919394493
V7,V1,0.016173502430319786
V19,V18,0.01624733954668045
V19,V17,0.016288423910737038
V19,V11,0.01633484475314617
V2,V8,0.016381165012717247
V5,V4,0.016387665644288063
V14,V6,0.016389327123761177
V17,V0,0.01647508330643177
V17,V18,0.016551177948713303
V18,V6,0.016552750021219254
V2,V15,0.01656344160437584
V13,V17,0.01662488281726837
V5,V2,0.01669551245868206
V9,V2,0.01672477088868618
V12,V14,0.01680891402065754
V3,V16,0.016850095242261887
V19,V3,0.01689622923731804
V19,V16,0.016930069774389267
V4,V6,0.01695217750966549
V15,V17,0.016969747841358185
V5,V16,0.01702330820262432
V13,V14,0.017114708200097084
V17,V9,0.017115743830800056
V2,V7,0.017124764621257782
V18,V7,0.01713288575410843
V12,V7,0.017419999465346336
V19,V9,0.01748858392238617
V4,V3,0.01752270571887493
V4,V0,0.017644139006733894
V14,V0,0.017853178083896637
V5,V12,0.017914703115820885
V12,V0,0.01821221597492695
V3,V15,0.01824934408068657
V14,V7,0.01833583042025566
V12,V16,0.01853676699101925
V10,V15,0.018685707822442055
V3,V10,0.018797380849719048
V12,V3,0.018811102956533432
V13,V8,0.01882803626358509
V17,V16,0.018919868394732475
V11,V0,0.018945952877402306
V16,V15,0.01917252317070961
V15,V1,0.019279222935438156
V19,V12,0.019360044971108437
V11,V6,0.01951618120074272
V14,V3,0.01993764378130436
V13,V10,0.019956262782216072
V15,V8,0.01999926194548607
V13,V15,0.020052246749401093
V11,V3,0.02006431482732296
V13,V16,0.020118512213230133
V13,V2,0.02046968601644039
V17,V6,0.020701797679066658
V7,V8,0.021063700318336487
V13,V4,0.02195323072373867
V2,V18,0.02211807854473591
V19,V13,0.022546207532286644
V6,V8,0.022829337045550346
V3,V8,0.02302592061460018
V16,V18,0.023027390241622925
V5,V1,0.023163029924035072
V1,V18,0.02351658046245575
V17,V8,0.023747237399220467
V11,V9,0.023778999224305153
V8,V9,0.02448008768260479
V13,V7,0.024566084146499634
V4,V9,0.024645201861858368
V9,V15,0.02465551160275936
V12,V15,0.0249505415558815
V16,V0,0.02529079280793667
V8,V18,0.025305137038230896
V0,V9,0.02546401135623455
V10,V1,0.025516847148537636
V17,V1,0.025556758046150208
V14,V9,0.026561954990029335
V13,V12,0.0266238022595644
V13,V18,0.0276627317070961
V6,V9,0.02812582068145275
V5,V17,0.02837873063981533
V12,V9,0.028514796867966652
V11,V8,0.028945719823241234
V0,V7,0.030425777658820152
V12,V1,0.030511343851685524
V3,V7,0.03169908747076988
V5,V6,0.03287132456898689
V11,V15,0.03310670331120491
V19,V15,0.0333709791302681
V4,V7,0.03345831111073494
V9,V7,0.033489566296339035
V14,V15,0.03414386138319969
V11,V16,0.034499477595090866
V13,V1,0.03541726619005203
V19,V6,0.03566134721040726
V9,V18,0.03628040477633476
V13,V9,0.0362994410097599
V3,V13,0.03638215363025665
