Cause,Effect,Weight
V19,V11,0.012456700205802917
V5,V18,0.012625527568161488
V9,V18,0.012722737155854702
V9,V11,0.01273693609982729
V14,V11,0.012766476720571518
V16,V11,0.012892334721982479
V1,V11,0.012947875075042248
V10,V11,0.013028163462877274
V19,V6,0.013076567091047764
V19,V18,0.01308187935501337
V16,V6,0.013097257353365421
V10,V18,0.013120575807988644
V1,V6,0.013179528526961803
V7,V18,0.013181529939174652
V20,V14,0.013213307596743107
V13,V6,0.01329862605780363
V2,V11,0.013330572284758091
V4,V18,0.013336867094039917
V3,V6,0.013385438360273838
V8,V18,0.013395951129496098
V6,V11,0.013402179814875126
V13,V11,0.013402697630226612
V5,V11,0.013430099003016949
V0,V9,0.013433299027383327
V16,V13,0.013450033962726593
V11,V14,0.013476266525685787
V16,V14,0.013488776981830597
V9,V6,0.013521987944841385
V8,V6,0.013542674481868744
V17,V18,0.013571768999099731
V7,V9,0.013575180433690548
V1,V18,0.013582310639321804
V0,V14,0.013620027340948582
V12,V9,0.013620286248624325
V3,V9,0.013628789223730564
V12,V19,0.013646482490003109
V16,V12,0.013650264590978622
V7,V14,0.013673346489667892
V11,V13,0.013681254349648952
V18,V11,0.013709102757275105
V16,V17,0.013744697906076908
V11,V9,0.013749618083238602
V1,V14,0.01382909994572401
V19,V13,0.013835067860782146
V16,V4,0.01385748665779829
V3,V13,0.013864423148334026
V2,V14,0.013865257613360882
V8,V11,0.01387728750705719
V14,V13,0.013975736685097218
V10,V4,0.014002352021634579
V9,V4,0.014060753397643566
V17,V14,0.014061019755899906
V12,V14,0.014065268449485302
V14,V17,0.014139764942228794
V1,V17,0.014149397611618042
V7,V6,0.014197860844433308
V12,V16,0.014232124201953411
V5,V16,0.014309010468423367
V4,V17,0.014342554844915867
V15,V12,0.014371771365404129
V19,V14,0.014393900521099567
V0,V13,0.014400976710021496
V18,V4,0.014417041093111038
V15,V19,0.01442412193864584
V17,V4,0.01444669533520937
V6,V14,0.014486569911241531
V15,V18,0.014499344862997532
V9,V10,0.014514006674289703
V15,V4,0.014518938958644867
V18,V9,0.01453621406108141
V3,V18,0.014543936587870121
V14,V3,0.014565642923116684
V20,V9,0.014580688439309597
V16,V19,0.014596858061850071
V14,V12,0.014600799418985844
V8,V17,0.01464412733912468
V10,V14,0.014649172313511372
V9,V12,0.014652356505393982
V15,V11,0.014675743877887726
V18,V14,0.014678233303129673
V6,V9,0.014679856598377228
V17,V6,0.014712226577103138
V10,V6,0.014713465236127377
V13,V18,0.014718531630933285
V11,V18,0.014728229492902756
V15,V13,0.01473062951117754
V0,V18,0.014738078229129314
V18,V13,0.01476950105279684
V13,V4,0.014784029684960842
V6,V4,0.014825954101979733
V20,V16,0.01484196912497282
V9,V17,0.014888635836541653
V4,V9,0.014910411089658737
V2,V4,0.014968018978834152
V2,V16,0.014993205666542053
V19,V15,0.015012887306511402
V14,V16,0.015020896680653095
V15,V9,0.015028928406536579
V0,V19,0.01508964691311121
V3,V16,0.015102420933544636
V19,V12,0.015114485286176205
V19,V4,0.015116368420422077
V20,V11,0.015118581242859364
V4,V11,0.01512531191110611
V10,V12,0.015128661878407001
V14,V10,0.015201904810965061
V4,V10,0.01522265374660492
V4,V6,0.015263617038726807
V7,V13,0.015285593457520008
V11,V12,0.015285673551261425
V12,V3,0.01529026497155428
V16,V3,0.01530708372592926
V14,V20,0.015310794115066528
V16,V8,0.015326895751059055
V5,V6,0.015335917472839355
V12,V17,0.015340636484324932
V10,V13,0.015340660698711872
V1,V13,0.015348090790212154
V8,V12,0.015355546027421951
V16,V15,0.015382830984890461
V2,V12,0.01538937445729971
V18,V1,0.015394262969493866
V14,V4,0.0154040502384305
V19,V9,0.015412391163408756
V10,V16,0.01543394848704338
V17,V11,0.015434025786817074
V7,V12,0.01543958019465208
V2,V7,0.015447597950696945
V18,V10,0.01547495648264885
V3,V14,0.015480812638998032
V14,V6,0.015484028495848179
V15,V17,0.015484645031392574
V3,V4,0.01549538318067789
V9,V2,0.015519450418651104
V15,V10,0.015550925396382809
V16,V20,0.015555251389741898
V4,V14,0.015570324845612049
V16,V5,0.015603854320943356
V5,V4,0.015615015290677547
V2,V19,0.015618480741977692
V14,V18,0.015624761581420898
V19,V5,0.015635361894965172
V0,V17,0.015637267380952835
V6,V7,0.015640312805771828
V5,V17,0.01566420868039131
V6,V3,0.01569223962724209
V4,V19,0.015694426372647285
V8,V10,0.015702513977885246
V13,V7,0.015706444159150124
V1,V10,0.01570894569158554
V11,V19,0.01571335643529892
V10,V7,0.01571931503713131
V3,V5,0.015739193186163902
V9,V19,0.01574212871491909
V18,V8,0.015774322673678398
V18,V5,0.015800192952156067
V3,V1,0.01580890081822872
V16,V7,0.015811335295438766
V8,V4,0.015828251838684082
V0,V16,0.015829021111130714
V3,V8,0.015858663246035576
V17,V13,0.015897126868367195
V7,V11,0.015912413597106934
V13,V10,0.015949072316288948
V18,V15,0.01596408523619175
V4,V13,0.01598220318555832
V6,V19,0.015985766425728798
V1,V12,0.016008412465453148
V20,V19,0.016012413427233696
V12,V1,0.016022227704524994
V2,V8,0.01602245308458805
V5,V12,0.016028622165322304
V20,V13,0.016057679429650307
V17,V12,0.01607242226600647
V12,V4,0.016087332740426064
V11,V4,0.016097508370876312
V15,V14,0.016270572319626808
V5,V7,0.01631064899265766
V7,V10,0.016316331923007965
V19,V8,0.016323627904057503
V19,V20,0.016339432448148727
V18,V6,0.016379859298467636
V13,V3,0.016466373577713966
V14,V7,0.016511254012584686
V3,V12,0.01651742309331894
V13,V15,0.016518855467438698
V12,V7,0.016560178250074387
V10,V15,0.016561077907681465
V20,V5,0.016565367579460144
V18,V3,0.016583586111664772
V20,V4,0.0165996253490448
V16,V1,0.01662401109933853
V9,V3,0.01663302816450596
V18,V7,0.01667001098394394
V2,V18,0.01670672558248043
V10,V8,0.016734236851334572
V5,V15,0.016804510727524757
V11,V8,0.01682731881737709
V17,V9,0.016835922375321388
V20,V8,0.01684168353676796
V8,V16,0.016851384192705154
V15,V5,0.01690206117928028
V8,V20,0.01690678484737873
V7,V8,0.01692819967865944
V4,V16,0.017021724954247475
V19,V3,0.017031917348504066
V17,V8,0.01704813353717327
V9,V20,0.017057914286851883
V18,V2,0.01705905795097351
V10,V9,0.01713603548705578
V6,V1,0.017167309299111366
V12,V11,0.017194366082549095
V6,V8,0.017201101407408714
V15,V16,0.017261790111660957
V18,V19,0.017287252470850945
V14,V19,0.017289509996771812
V17,V5,0.017306393012404442
V11,V10,0.017308764159679413
V17,V7,0.017355503514409065
V9,V8,0.017355620861053467
V12,V10,0.017359599471092224
V13,V17,0.017368651926517487
V9,V15,0.017374692484736443
V4,V20,0.017450746148824692
V18,V17,0.017502130940556526
V15,V6,0.01759733445942402
V1,V16,0.017638830468058586
V7,V5,0.01765410415828228
V8,V7,0.01767638884484768
V5,V20,0.017727332189679146
V2,V17,0.01775519736111164
V4,V15,0.01776687242090702
V12,V8,0.017872778698801994
V13,V20,0.01790100708603859
V6,V10,0.018042445182800293
V19,V0,0.018062742426991463
V12,V13,0.018094031140208244
V13,V1,0.01817118190228939
V13,V19,0.018253743648529053
V7,V17,0.018256740644574165
V11,V5,0.018265409395098686
V11,V17,0.018270758911967278
V14,V8,0.018372459337115288
V16,V10,0.018433650955557823
V11,V7,0.018434904515743256
V17,V1,0.018452825024724007
V7,V16,0.01851842738687992
V17,V19,0.018524708226323128
V7,V4,0.01863166131079197
V18,V12,0.018838301301002502
V13,V8,0.018876342102885246
V6,V5,0.018905291333794594
V9,V7,0.01895412616431713
V14,V1,0.018999433144927025
V15,V7,0.01904376409947872
V1,V15,0.019052281975746155
V13,V14,0.019065899774432182
V18,V20,0.019104624167084694
V6,V16,0.01926232874393463
V12,V5,0.01929497718811035
V11,V2,0.019319554790854454
V10,V20,0.01938490755856037
V19,V16,0.019464312121272087
V13,V0,0.01965896598994732
V18,V0,0.019672291353344917
V9,V13,0.019729387015104294
V20,V18,0.019760865718126297
V14,V0,0.01987934112548828
V16,V0,0.019949110224843025
V19,V2,0.020218200981616974
V8,V2,0.02026466280221939
V17,V16,0.020450279116630554
V8,V9,0.02045482210814953
V17,V15,0.020543837919831276
V13,V12,0.020716501399874687
V12,V18,0.020775899291038513
V20,V7,0.020784350112080574
V12,V2,0.020876236259937286
V9,V0,0.021190620958805084
V14,V15,0.021374644711613655
V4,V2,0.021381696686148643
V17,V20,0.021536709740757942
V8,V19,0.021674511954188347
V13,V2,0.02169381082057953
V5,V3,0.022064248099923134
V12,V15,0.02220507711172104
V1,V20,0.022502990439534187
V19,V7,0.022546401247382164
V17,V0,0.022645404562354088
V15,V8,0.022979818284511566
V11,V16,0.023159945383667946
V2,V13,0.023219719529151917
V19,V17,0.023246033117175102
V2,V3,0.023340828716754913
V13,V16,0.023355582728981972
V5,V19,0.023391343653202057
V2,V9,0.023498980328440666
V5,V10,0.02369108982384205
V3,V10,0.023762406781315804
V17,V2,0.02384609915316105
V10,V3,0.02414214424788952
V7,V2,0.02430853247642517
V16,V2,0.02432754635810852
V8,V3,0.02464790642261505
V9,V5,0.02498382329940796
V16,V18,0.02557840198278427
V20,V2,0.025896012783050537
V20,V17,0.025928549468517303
V6,V15,0.026926422491669655
V0,V10,0.02700926922261715
V20,V12,0.027035877108573914
V10,V0,0.02737966738641262
V15,V1,0.027568133547902107
V18,V16,0.0288150142878294
V3,V0,0.028912631794810295
V5,V1,0.028962038457393646
V11,V6,0.02932647056877613
V14,V2,0.0298598799854517
V7,V20,0.03034362755715847
V11,V20,0.03147782012820244
V7,V15,0.032299865037202835
V11,V15,0.03257681429386139
V0,V3,0.033233094960451126
V1,V3,0.03379766270518303
V3,V2,0.03438049927353859
V20,V6,0.03456232696771622
V13,V5,0.03563934192061424
V2,V20,0.03565642237663269
V20,V1,0.037198591977357864
V15,V3,0.03728388994932175
V3,V19,0.03810311481356621
V14,V5,0.03888407722115517
V20,V0,0.038922954350709915
V13,V9,0.03914147615432739
V1,V9,0.039406146854162216
V7,V1,0.04018070176243782
V11,V1,0.040281374007463455
V19,V1,0.04164814576506615
V20,V10,0.0428631566464901
V15,V0,0.042911093682050705
V10,V5,0.04322432354092598
V12,V20,0.04439656808972359
V6,V0,0.046738848090171814
V11,V0,0.04684700071811676
V3,V15,0.04689726606011391
V15,V2,0.04714798927307129
V8,V13,0.04835712909698486
V20,V3,0.049474701285362244
V8,V14,0.05161793529987335
V12,V6,0.05186132714152336
V2,V5,0.05333929881453514
V2,V1,0.055694013833999634
V9,V1,0.05969666317105293
V17,V3,0.06375373154878616
V10,V1,0.06470254808664322
V1,V2,0.06662046164274216
V4,V3,0.06964791566133499
V7,V0,0.07038932293653488
V1,V5,0.0731002613902092
V0,V1,0.08024407923221588
V19,V10,0.08258704096078873
V5,V2,0.08555576205253601
V0,V5,0.09511121362447739
V5,V0,0.0971728265285492
V2,V0,0.10629046708345413
V10,V2,0.11038848012685776
V1,V0,0.11359847337007523
V7,V3,0.1180548146367073
V1,V8,0.12510694563388824
V17,V10,0.12560278177261353
V0,V15,0.1308453232049942
V5,V9,0.13816487789154053
V11,V3,0.14054250717163086
V8,V1,0.1437143236398697
V8,V0,0.14476007223129272
V4,V0,0.1511022001504898
V4,V5,0.15474051237106323
V0,V20,0.15503749251365662
V4,V1,0.16323550045490265
V0,V12,0.1657341867685318
V4,V7,0.16967107355594635
V20,V15,0.17026680707931519
V16,V9,0.17177414894104004
V1,V19,0.17513908445835114
V12,V0,0.19014859199523926
V6,V20,0.1939157396554947
V6,V2,0.20087404549121857
V8,V5,0.21235191822052002
V14,V9,0.22058738768100739
V4,V12,0.22122035920619965
V1,V7,0.2292073518037796
V7,V19,0.23576407134532928
V2,V10,0.23631727695465088
V2,V6,0.2711450755596161
V2,V15,0.2781960070133209
V15,V20,0.28112122416496277
V8,V15,0.28562167286872864
V0,V2,0.29241612553596497
V0,V6,0.31533217430114746
V6,V12,0.3155360519886017
V9,V16,0.32675930857658386
V0,V8,0.3423551023006439
V10,V19,0.3580758571624756
V9,V14,0.35926464200019836
V5,V14,0.36120614409446716
V0,V11,0.3674273192882538
V3,V20,0.3890317380428314
V5,V8,0.4132009744644165
V0,V7,0.4187450408935547
V4,V8,0.4388861656188965
V6,V17,0.4523065984249115
V6,V13,0.4569765031337738
V10,V17,0.4570695161819458
V3,V7,0.5021602511405945
V0,V4,0.5229042768478394
V6,V18,0.5569445490837097
V3,V11,0.5862562656402588
V3,V17,0.5922337174415588
V5,V13,0.6308819055557251
V1,V4,0.6613620519638062
