Cause,Effect,Weight
V12,V1,1.3815239071846008e-05
V18,V13,5.096942186355591e-05
V8,V20,6.510131061077118e-05
V14,V17,7.874518632888794e-05
V15,V5,9.755045175552368e-05
V17,V4,0.00010414049029350281
V4,V14,0.00016627460718154907
V16,V3,0.00020466279238462448
V11,V13,0.0002785567194223404
V19,V20,0.00032701902091503143
V9,V19,0.000329737551510334
V18,V2,0.00035233236849308014
V10,V0,0.0003703981637954712
V10,V3,0.0003797374665737152
V13,V7,0.0004208507016301155
V4,V6,0.00043766293674707413
V14,V12,0.0005355309695005417
V14,V10,0.0005527324974536896
V4,V19,0.0005780579522252083
V12,V16,0.0005818596109747887
V19,V15,0.0005887653678655624
V7,V10,0.0005970168858766556
V13,V10,0.000608411617577076
V20,V18,0.0006562415510416031
V11,V14,0.0007097898051142693
V16,V20,0.0007132822647690773
V17,V12,0.0007317857816815376
V8,V7,0.00074818916618824
V4,V9,0.000849657692015171
V4,V20,0.000851120799779892
V7,V17,0.0009012371301651001
V3,V14,0.0009151697158813477
V14,V18,0.0009465282782912254
V11,V4,0.0009721964597702026
V14,V6,0.0009974585846066475
V10,V15,0.0010101525112986565
V11,V9,0.001012681983411312
V1,V16,0.0010148193687200546
V11,V18,0.0010191267356276512
V10,V8,0.0010317228734493256
V9,V12,0.0010320702567696571
V18,V4,0.0010801739990711212
V12,V7,0.001120598055422306
V6,V9,0.001157868653535843
V5,V20,0.0011619646102190018
V4,V13,0.001198173500597477
V4,V10,0.0012203017249703407
V3,V12,0.0012271581217646599
V16,V5,0.001294843852519989
V7,V5,0.0013434551656246185
V6,V7,0.00144245196133852
V18,V15,0.0014647403731942177
V19,V12,0.0014680027961730957
V13,V17,0.0014715250581502914
V8,V16,0.001524488441646099
V2,V13,0.0015259087085723877
V14,V16,0.0015321196988224983
V17,V5,0.0016421843320131302
V13,V15,0.001788225956261158
V18,V1,0.001811952330172062
V18,V9,0.0018134769052267075
V13,V20,0.0018433276563882828
V15,V16,0.0018789591267704964
V12,V11,0.0019086925312876701
V12,V18,0.0019375979900360107
V17,V9,0.0019472865387797356
V18,V3,0.002039649523794651
V5,V0,0.002061612904071808
V14,V20,0.0020974865183234215
V12,V10,0.0022309375926852226
V6,V3,0.0023068012669682503
V9,V15,0.0023457640781998634
V18,V10,0.002354380674660206
V18,V8,0.0023783715441823006
V17,V8,0.0024040061980485916
V9,V20,0.002477225847542286
V12,V8,0.002517232671380043
V11,V7,0.002522490918636322
V13,V3,0.00260195042937994
V10,V9,0.002622028812766075
V13,V12,0.002622470259666443
V7,V16,0.0027070920914411545
V13,V1,0.002823091112077236
V11,V17,0.0028367331251502037
V14,V7,0.002837907522916794
V14,V19,0.002895609475672245
V6,V19,0.002909199334681034
V11,V8,0.0029500313103199005
V19,V0,0.002973095513880253
V16,V10,0.0029997024685144424
V9,V3,0.0030042389407753944
V8,V9,0.0030992012470960617
V4,V16,0.0031642382964491844
V18,V5,0.0031746653839945793
V18,V16,0.003236612305045128
V4,V15,0.0032479334622621536
V11,V19,0.003256656229496002
V12,V5,0.003266355022788048
V6,V10,0.0033289799466729164
V18,V7,0.003488481044769287
V6,V5,0.0035693738609552383
