Cause,Effect,Weight
V18,V17,2.697668969631195e-05
V14,V18,0.00016129761934280396
V5,V12,0.00016651302576065063
V12,V7,0.00018861237913370132
V15,V9,0.00020768120884895325
V17,V8,0.00022228248417377472
V18,V10,0.0002307295799255371
V19,V14,0.0003153868019580841
V8,V6,0.0003589838743209839
V3,V17,0.00037931837141513824
V14,V16,0.0004430171102285385
V3,V18,0.0005198754370212555
V18,V0,0.00057222880423069
V9,V0,0.0007114671170711517
V14,V8,0.0007375162094831467
V18,V19,0.0007753018289804459
V1,V18,0.0008395779877901077
V3,V12,0.0008574165403842926
V16,V12,0.0010125618427991867
V4,V11,0.0011251941323280334
V6,V0,0.0011565610766410828
V8,V9,0.001172684133052826
V14,V7,0.00130423903465271
V0,V7,0.0013980884104967117
V9,V10,0.0014964453876018524
V6,V16,0.0015586689114570618
V13,V3,0.0015767989680171013
V2,V9,0.0015793312340974808
V7,V8,0.0016301963478326797
V1,V15,0.0016811024397611618
V17,V15,0.0017648786306381226
V19,V3,0.0018096957355737686
V10,V16,0.0018882788717746735
V6,V12,0.001888384111225605
V3,V7,0.001906893216073513
V5,V9,0.0019863545894622803
V7,V16,0.0020139794796705246
V19,V9,0.0021162088960409164
V10,V5,0.002154504880309105
V18,V4,0.002180192619562149
V2,V16,0.0022175442427396774
V12,V11,0.0022408459335565567
V16,V18,0.0022622644901275635
V10,V1,0.002263220027089119
V4,V9,0.0022901780903339386
V7,V5,0.0023606885224580765
V16,V11,0.0023774923756718636
V11,V14,0.0023816386237740517
V1,V4,0.002445860765874386
V16,V9,0.002479531802237034
V2,V4,0.0024985726922750473
V19,V4,0.0025286851450800896
V18,V15,0.0025426633656024933
V16,V5,0.0026453714817762375
V12,V9,0.0026491135358810425
V19,V7,0.0026549650356173515
V13,V4,0.0026994887739419937
V17,V5,0.00278543122112751
V0,V19,0.0028661396354436874
V6,V18,0.0028772233054041862
V2,V3,0.0029415395110845566
V0,V11,0.0029471684247255325
V3,V10,0.0030292123556137085
V3,V11,0.003054186701774597
V1,V14,0.003100684843957424
V14,V12,0.0031596310436725616
V15,V12,0.0033211838454008102
V13,V7,0.003332179971039295
V18,V8,0.0033835675567388535
V18,V5,0.00345427542924881
V8,V12,0.003511340357363224
V1,V2,0.00354947242885828
V13,V18,0.003564671613276005
V1,V9,0.0036017056554555893
V15,V5,0.0036796927452087402
V8,V11,0.0038615139201283455
V5,V11,0.0038872165605425835
V18,V9,0.003908777609467506
V17,V2,0.0039251577109098434
V13,V9,0.00399469118565321
V17,V0,0.0040453169494867325
V13,V14,0.004172505810856819
V6,V2,0.004182588309049606
V13,V12,0.004525729455053806
V13,V0,0.004578768275678158
V4,V5,0.004624625667929649
V13,V15,0.004721426405012608
V15,V7,0.004732510074973106
V1,V12,0.004812715575098991
V13,V17,0.004954754374921322
V13,V10,0.0049704136326909065
V17,V4,0.005004560574889183
V17,V19,0.00509397778660059
V3,V9,0.005152449943125248
V2,V7,0.005163496360182762
V18,V11,0.005184628069400787
V3,V6,0.005346307530999184
V15,V16,0.005454692989587784
V1,V11,0.0055990200489759445
V18,V7,0.005601656623184681
V19,V12,0.005673994310200214
V17,V12,0.005677533335983753
V19,V11,0.005720660090446472
V7,V4,0.0057238563895225525
V13,V11,0.00576687790453434
V5,V14,0.0058338940143585205
V9,V14,0.006066447123885155
V13,V2,0.006203658878803253
V8,V5,0.00630497932434082
V6,V15,0.006578925997018814
V6,V5,0.006646620109677315
V6,V11,0.006789723411202431
V15,V11,0.006934310309588909
V13,V6,0.007233545184135437
V10,V7,0.007462147623300552
V2,V15,0.007515978068113327
V15,V19,0.007529750466346741
V19,V5,0.007919466122984886
V17,V14,0.008186722174286842
V17,V1,0.008234981447458267
V2,V19,0.008383162319660187
V0,V12,0.008874663151800632
V3,V1,0.00888533890247345
V17,V16,0.008977229706943035
V15,V14,0.009210948832333088
V3,V8,0.009211723692715168
V0,V1,0.009407171979546547
V4,V8,0.010207811370491982
V15,V8,0.011066246777772903
V13,V16,0.011131368577480316
V4,V15,0.011545492336153984
V10,V11,0.011927187442779541
V19,V16,0.01227916032075882
V17,V9,0.013454670086503029
V9,V11,0.014330580830574036
V10,V12,0.014788934960961342
V12,V4,0.01593739166855812
V17,V11,0.017098110169172287
V17,V7,0.017169859260320663
V6,V19,0.017453975975513458
V7,V1,0.017542468383908272
V2,V14,0.017734268680214882
V19,V8,0.017787238582968712
V4,V16,0.018039392307400703
V3,V14,0.01829655095934868
V6,V1,0.01878403313457966
V6,V4,0.019444478675723076
V9,V7,0.020892977714538574
V10,V4,0.02172565646469593
V17,V10,0.04121147841215134
V16,V8,0.04331527650356293
V2,V8,0.04762162268161774
V6,V14,0.05195125192403793
V10,V8,0.05358027666807175
V0,V14,0.05517052859067917
V0,V10,0.058680545538663864
V0,V5,0.06196422874927521
V18,V12,0.08899170160293579
V13,V5,0.09429523348808289
V13,V19,0.09517518430948257
V6,V10,0.09528597444295883
V2,V0,0.09790146350860596
V7,V11,0.09917683899402618
V4,V14,0.10789844393730164
V13,V1,0.11044120788574219
V2,V18,0.12348958849906921
V2,V11,0.12615838646888733
V3,V4,0.14200761914253235
V2,V10,0.14663630723953247
V6,V7,0.15256047248840332
V10,V15,0.15655659139156342
V0,V15,0.15835347771644592
V0,V4,0.16964271664619446
V13,V8,0.17067646980285645
V3,V16,0.17555305361747742
V10,V19,0.19706177711486816
V0,V3,0.19878891110420227
V1,V19,0.1991700679063797
V10,V14,0.21250444650650024
V6,V9,0.2366398721933365
V0,V16,0.25480780005455017
V6,V17,0.34590837359428406
V3,V15,0.36057645082473755
V1,V16,0.367092102766037
