Cause,Effect,Weight
V14,V15,0.012080085463821888
V19,V7,0.012135845609009266
V21,V7,0.012204119004309177
V12,V15,0.012248029001057148
V0,V19,0.012412890791893005
V8,V15,0.012447956018149853
V9,V7,0.012461240403354168
V17,V21,0.012470622546970844
V20,V19,0.012493171729147434
V15,V7,0.01258036494255066
V9,V21,0.01258163247257471
V1,V21,0.012640084140002728
V11,V19,0.012661932967603207
V20,V11,0.012670349329710007
V14,V19,0.012762676924467087
V18,V7,0.01284923404455185
V7,V21,0.01286343764513731
V8,V19,0.012883243151009083
V19,V21,0.012925799936056137
V11,V7,0.01293343584984541
V1,V7,0.012940533459186554
V11,V10,0.012949962168931961
V5,V11,0.0129942512139678
V13,V21,0.013015788048505783
V20,V10,0.013015803880989552
V18,V15,0.013027484528720379
V17,V11,0.013037949800491333
V14,V11,0.013042238540947437
V18,V21,0.013043232262134552
V14,V21,0.013048123568296432
V2,V7,0.013049528002738953
V3,V7,0.013055981136858463
V6,V19,0.013072359375655651
V4,V21,0.01308163721114397
V21,V19,0.013083048164844513
V18,V23,0.013093269430100918
V6,V21,0.01309566292911768
V12,V21,0.013100284151732922
V16,V11,0.013107620179653168
V9,V19,0.013113240711390972
V17,V7,0.013125933706760406
V13,V19,0.013127022422850132
V2,V19,0.013132762163877487
V3,V15,0.013143036514520645
V1,V20,0.01314470637589693
V9,V15,0.013150464743375778
V17,V20,0.013169568963348866
V16,V7,0.013194042257964611
V19,V12,0.013194863684475422
V6,V7,0.01320664118975401
V13,V15,0.013208798132836819
V21,V15,0.013226650655269623
V16,V19,0.013241816312074661
V16,V21,0.013266346417367458
V4,V15,0.013278316706418991
V23,V11,0.013291992247104645
V19,V11,0.013309399597346783
V20,V21,0.013362739235162735
V0,V7,0.013378053903579712
V11,V21,0.013378730975091457
V10,V11,0.013384741730988026
V23,V10,0.013395160436630249
V1,V18,0.013451061211526394
V19,V20,0.013477868400514126
V18,V19,0.013493616133928299
V17,V22,0.013495025224983692
V17,V19,0.013512461446225643
V16,V15,0.013537806458771229
V18,V11,0.013538380153477192
V11,V15,0.01354671549052
V8,V11,0.013551604002714157
V14,V23,0.013561390340328217
V15,V16,0.013563249260187149
V10,V0,0.013578909449279308
V10,V16,0.013594225980341434
V12,V10,0.013652120716869831
V12,V3,0.013664682395756245
V1,V10,0.013684340752661228
V1,V16,0.013691146858036518
V9,V22,0.01369194220751524
V19,V10,0.013697788119316101
V16,V22,0.013700044713914394
V20,V0,0.013717275112867355
V17,V15,0.01373209711164236
V4,V6,0.01373380795121193
V5,V21,0.013736623339354992
V23,V22,0.01374271884560585
V1,V3,0.013743634335696697
V3,V19,0.013757009990513325
V22,V19,0.013759889639914036
V21,V22,0.013762052170932293
V0,V15,0.013762670569121838
V5,V19,0.013766002841293812
V1,V11,0.01378103718161583
V15,V0,0.013803866691887379
V10,V21,0.013811646960675716
V12,V22,0.013818464241921902
V1,V19,0.013818721286952496
V5,V7,0.013843794353306293
V16,V5,0.013876614160835743
V19,V16,0.013898550532758236
V1,V22,0.013904780149459839
V14,V22,0.013913820497691631
V11,V5,0.013916213065385818
V2,V15,0.013924350030720234
V10,V7,0.01393211167305708
V9,V0,0.013940911740064621
V8,V23,0.013946316204965115
V16,V20,0.013957809656858444
V23,V16,0.013958158902823925
V20,V17,0.01396141666918993
V4,V10,0.013983932323753834
V23,V7,0.013985343277454376
V14,V6,0.013991170562803745
V12,V11,0.013993438333272934
V8,V6,0.014005184173583984
V1,V14,0.014009454287588596
V5,V16,0.014029223471879959
V0,V22,0.014040187001228333
V15,V6,0.014047096483409405
V5,V20,0.01405013632029295
V9,V23,0.014080304652452469
V11,V9,0.014084485359489918
V14,V16,0.01409102976322174
V9,V11,0.014091254211962223
V16,V23,0.014112708158791065
V12,V6,0.014129080809652805
V11,V23,0.014147902838885784
V1,V2,0.014170200563967228
V20,V6,0.014199748635292053
