Cause,Effect,Weight
V7,V3,3.6731362342834473e-06
V6,V10,4.638172686100006e-05
V9,V10,0.00021195784211158752
V9,V13,0.000215812586247921
V7,V8,0.00026001036167144775
V0,V19,0.00030394643545150757
V3,V12,0.00034711509943008423
V6,V14,0.0003614649176597595
V7,V0,0.0003678370267152786
V2,V18,0.0003691427409648895
V21,V10,0.0003782864660024643
V11,V3,0.0004378240555524826
V20,V17,0.00045206397771835327
V1,V11,0.0004694666713476181
V17,V7,0.00047831982374191284
V18,V8,0.0005263574421405792
V17,V11,0.0005419962108135223
V6,V21,0.0005548261106014252
V14,V10,0.000574849545955658
V8,V16,0.000604468397796154
V17,V0,0.0006278809159994125
V4,V8,0.0006405413150787354
V4,V7,0.000652119517326355
V12,V2,0.0006523793563246727
V19,V20,0.0006554462015628815
V14,V4,0.0006653908640146255
V2,V1,0.0007082568481564522
V1,V7,0.0007540713995695114
V4,V10,0.000791473314166069
V19,V14,0.0008889017626643181
V3,V19,0.0009144395589828491
V14,V20,0.0010167146101593971
V21,V15,0.001038920134305954
V13,V11,0.0010620979592204094
V15,V19,0.001063937321305275
V16,V2,0.001104673370718956
V18,V10,0.0011542737483978271
V10,V8,0.001177661120891571
V20,V11,0.0012163575738668442
V19,V17,0.001217065379023552
V13,V5,0.0013581980019807816
V5,V7,0.0013706404715776443
V12,V1,0.0013782065361738205
V11,V2,0.0015009036287665367
V6,V5,0.001572946086525917
V12,V14,0.0015808269381523132
V14,V17,0.0015855878591537476
V6,V19,0.0016447529196739197
V20,V12,0.001665329560637474
V0,V12,0.001699831336736679
V6,V15,0.001762591302394867
V10,V11,0.0017795348539948463
V21,V13,0.0017965305596590042
V15,V1,0.0017978362739086151
V17,V18,0.0018186699599027634
V5,V11,0.0018315939232707024
V3,V16,0.0018374444916844368
V1,V19,0.0018466338515281677
V19,V13,0.0019379248842597008
V2,V7,0.001985042355954647
V12,V8,0.0020651109516620636
V19,V2,0.0020868824794888496
V5,V12,0.0022420864552259445
V10,V5,0.002278173342347145
V13,V15,0.00241863913834095
V3,V18,0.0024228859692811966
V10,V12,0.0026631569489836693
V15,V4,0.002760890871286392
V8,V19,0.002859128639101982
V13,V10,0.0029090074822306633
V14,V16,0.0029843077063560486
V10,V15,0.0030424902215600014
V11,V4,0.003045283257961273
V20,V16,0.0030465517193078995
V21,V19,0.0030491622164845467
V10,V1,0.003150342032313347
V13,V6,0.003166728653013706
V7,V14,0.003259066492319107
V20,V7,0.00328797847032547
V19,V18,0.003329956904053688
V10,V20,0.0033901967108249664
V17,V16,0.003404640592634678
V13,V8,0.0034469300881028175
V5,V2,0.0034938836470246315
V12,V17,0.0035018939524888992
V15,V12,0.003639223985373974
V14,V18,0.0036590928211808205
V10,V7,0.0036678044125437737
V15,V3,0.0036733075976371765
V9,V2,0.0037020081654191017
V9,V12,0.0037351036444306374
V11,V14,0.0038230344653129578
V5,V20,0.0038883714005351067
V17,V8,0.00394287146627903
V9,V17,0.003967880271375179
V6,V2,0.003999501466751099
V13,V14,0.004041905514895916
V9,V14,0.004057460464537144
V5,V19,0.00410800613462925
V21,V9,0.004111992195248604
V6,V12,0.004125420935451984
V10,V17,0.004129399545490742
V15,V16,0.004134682938456535
V9,V7,0.004136585630476475
V9,V19,0.00419947225600481
V9,V11,0.004200032912194729
V15,V17,0.004294251091778278
V14,V3,0.0043506622314453125
V14,V0,0.004390726797282696
V1,V16,0.00443035364151001
V10,V19,0.004473838955163956
V5,V15,0.004507901147007942
V9,V18,0.004512649029493332
V6,V11,0.0046047018840909
V19,V16,0.004622938111424446
V6,V20,0.0046415915712714195
V11,V15,0.004656950011849403
V18,V12,0.0047474876046180725
V1,V18,0.004830941557884216
V9,V4,0.005046546459197998
V15,V0,0.005078040063381195
V6,V16,0.0052707502618432045
V6,V9,0.0053342608734965324
V19,V4,0.005349239334464073
V7,V16,0.00541862566024065
V0,V16,0.005438937805593014
V10,V16,0.00545257143676281
V13,V12,0.005454451777040958
V13,V1,0.00553201325237751
V20,V18,0.0056076329201459885
V9,V8,0.005708537995815277
V21,V0,0.005808623507618904
V14,V2,0.005969894118607044
V21,V17,0.005994775332510471
V14,V8,0.006047898903489113
V6,V18,0.006192211993038654
V20,V2,0.006427823565900326
