Cause,Effect,Weight
V17,V11,2.4197623133659363e-05
V6,V4,0.00018930621445178986
V14,V5,0.00031643547117710114
V18,V8,0.00033095479011535645
V10,V16,0.00033644959330558777
V6,V13,0.0003781057894229889
V13,V7,0.0004082312807440758
V15,V3,0.0004105083644390106
V19,V20,0.00041465461254119873
V10,V17,0.00041743554174900055
V9,V4,0.0004511922597885132
V13,V20,0.0005999524146318436
V1,V14,0.0006131622940301895
V14,V10,0.0006310883909463882
V7,V18,0.0006527220830321312
V14,V13,0.0006766822189092636
V20,V15,0.0007337406277656555
V4,V15,0.000773262232542038
V18,V6,0.0009329337626695633
V1,V18,0.001084405928850174
V4,V8,0.0011104624718427658
V7,V14,0.0011235140264034271
V3,V19,0.0011444482952356339
V17,V6,0.0011701397597789764
V19,V18,0.0012164097279310226
V18,V12,0.0013266950845718384
V14,V2,0.0013354215770959854
V9,V20,0.0014476850628852844
V16,V5,0.0015769824385643005
V11,V8,0.0015777889639139175
V18,V11,0.0017168167978525162
V12,V20,0.0019278377294540405
V19,V14,0.002057598903775215
V17,V15,0.0021036677062511444
V2,V1,0.002135077491402626
V3,V9,0.0021525342017412186
V1,V10,0.002203049138188362
V0,V16,0.0023527219891548157
V12,V14,0.0023965612053871155
V1,V0,0.0023997072130441666
V1,V11,0.002424282021820545
V18,V9,0.0026387162506580353
V20,V16,0.002695031464099884
V3,V6,0.0027453377842903137
V16,V17,0.00274844653904438
V13,V11,0.0027825310826301575
V17,V9,0.0027854405343532562
V13,V1,0.0028824424371123314
V11,V2,0.003056369721889496
V14,V15,0.003162689507007599
V11,V14,0.0032194331288337708
V1,V20,0.0032550878822803497
V1,V17,0.003338431939482689
V9,V2,0.0035160761326551437
V13,V9,0.003517244942486286
V7,V10,0.003639495000243187
V19,V4,0.003672514110803604
V10,V15,0.0036749430000782013
V1,V4,0.003764607012271881
V0,V19,0.003789808601140976
V12,V15,0.0038379672914743423
V10,V20,0.0038840044289827347
V19,V17,0.003984710201621056
V20,V4,0.003990301862359047
V5,V15,0.004260390996932983
V1,V19,0.004263095557689667
V18,V16,0.00429312139749527
V18,V17,0.004412369802594185
V7,V1,0.00444303173571825
V18,V4,0.00448419526219368
V5,V12,0.004542529582977295
V18,V15,0.00457361526787281
V11,V10,0.004616878926753998
V5,V17,0.004677420482039452
V14,V6,0.00468038022518158
V13,V19,0.0047303903847932816
V11,V4,0.004993343725800514
V11,V16,0.004999857395887375
V19,V16,0.005083383992314339
V16,V8,0.005351357161998749
V12,V17,0.005355924367904663
V0,V18,0.005377698689699173
V7,V17,0.005570665001869202
V16,V15,0.005670187994837761
V2,V15,0.005696794018149376
V19,V5,0.005776796489953995
V1,V15,0.005797373130917549
V13,V17,0.005814960226416588
V10,V9,0.005870679393410683
V4,V10,0.0059710536152124405
V19,V2,0.005997231230139732
V0,V14,0.006150214001536369
V6,V2,0.006236651912331581
V9,V8,0.00645911879837513
V14,V20,0.006594467908143997
V14,V16,0.006620597094297409
V2,V20,0.006734555587172508
V13,V12,0.006807826459407806
V14,V3,0.00697498582303524
V13,V5,0.00704655796289444
V18,V3,0.007471751421689987
V6,V9,0.007494868710637093
V0,V5,0.0075765252113342285
V5,V6,0.007578670978546143
V18,V5,0.00758112408220768
V0,V8,0.007844299077987671
V7,V2,0.008080091327428818
V18,V20,0.00812762975692749
V13,V3,0.008150294423103333
V13,V15,0.008150543086230755
V1,V9,0.008434969931840897
V7,V4,0.008486396633088589
V7,V19,0.008703459985554218
V13,V4,0.0088792210444808
V1,V16,0.0089059267193079
V6,V8,0.009068228304386139
V6,V20,0.009144049137830734
V13,V0,0.009213067591190338
V13,V2,0.009351524524390697
V19,V10,0.00954698957502842
V4,V5,0.009591242298483849
V6,V16,0.00965525209903717
V7,V0,0.0106830894947052
V10,V18,0.010716859251260757
V1,V3,0.011768510565161705
V11,V12,0.011980658397078514
V7,V9,0.012142568826675415
V18,V2,0.012853271327912807
V7,V8,0.013147679157555103
V16,V3,0.013563226908445358
V8,V20,0.01430271565914154
V8,V12,0.01435742899775505
V11,V6,0.014646044000983238
V1,V12,0.015316244214773178
V7,V6,0.016316797584295273
V13,V8,0.016521696001291275
V10,V12,0.01725987158715725
V11,V5,0.017563719302415848
V0,V17,0.017897069454193115
V19,V12,0.01796240173280239
V3,V0,0.019955065101385117
V2,V0,0.020582929253578186
V13,V16,0.021380022168159485
V7,V12,0.021426379680633545
V12,V2,0.0214446559548378
V7,V16,0.0226517952978611
V10,V6,0.023503556847572327
V17,V3,0.02427878975868225
V9,V0,0.0253676138818264
V16,V2,0.025809837505221367
V10,V2,0.028219712898135185
V10,V8,0.028463492169976234
V0,V15,0.029090017080307007
V10,V3,0.029307136312127113
V7,V15,0.0333012193441391
V0,V20,0.034950654953718185
V9,V15,0.03515937924385071
V6,V15,0.03518597036600113
V17,V14,0.03652862459421158
V7,V20,0.03664542734622955
V7,V5,0.03709482401609421
V3,V12,0.039723023772239685
V0,V12,0.04179619997739792
V17,V20,0.042277753353118896
V12,V4,0.04574184864759445
V11,V15,0.047102414071559906
V4,V3,0.05043511465191841
V11,V20,0.05100008845329285
V7,V11,0.051038533449172974
V4,V2,0.05406302213668823
V3,V20,0.06025204062461853
V9,V12,0.06631454825401306
V0,V4,0.06856311857700348
V8,V15,0.06927253305912018
V2,V5,0.07274527102708817
V3,V5,0.07401358336210251
V3,V2,0.0783882662653923
V5,V20,0.0807923674583435
V5,V10,0.10129870474338531
V6,V12,0.10167006403207779
V5,V1,0.10645006597042084
V11,V19,0.11296427249908447
V6,V1,0.11786343157291412
V4,V17,0.1181698814034462
V9,V14,0.12088312208652496
V15,V19,0.12281683087348938
V8,V17,0.12526801228523254
V0,V10,0.13938488066196442
V17,V2,0.1409510374069214
V0,V6,0.14208760857582092
V6,V19,0.14440830051898956
V10,V13,0.1451689898967743
V4,V14,0.14691302180290222
V5,V9,0.15758471190929413
V8,V14,0.1626354157924652
V8,V19,0.1728655844926834
V0,V11,0.17432823777198792
V3,V11,0.19431765377521515
V2,V8,0.21209754049777985
V8,V1,0.2150416076183319
V5,V8,0.21601291000843048
V3,V8,0.23075425624847412
V9,V19,0.23349422216415405
V14,V18,0.23962721228599548
V13,V18,0.2553662061691284
V12,V16,0.26191747188568115
V4,V16,0.2690466046333313
V3,V7,0.2972099483013153
V9,V16,0.30078184604644775
V9,V11,0.30590319633483887
