V0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21
0.7872282800494266	-0.7244468153470647	1.0021429391477417	1.1560187060289275	-1.2510761759791786	0.848528842646436	-1.4883853904005453	0.6483970581328609	-0.5211725792199807	0.8317376441350081	-1.7078061224513041	0.4431670783844587	-0.9097228744863138	1.3494572111029284	0.30081617273583416	0.7463910550351128	0.4024552906770762	0.6936254414477108	-1.465028578471577	-0.0736403810456522	-2.073342834711973	0.08917528886214462
0.8026111772667643	0.8016302226269447	1.244331117830211	1.032151594994144	-1.222383312783737	2.1230677700406066	-1.291160468199929	-0.5939343728701475	-0.32039574480218536	1.633752626879571	-0.4213219710954456	0.9908129570125341	-0.999777399352554	0.8237593772010694	-1.3710136998230296	1.021371718914458	0.8052129036789434	0.07989297304003955	-1.2598987190520194	1.9479918540603989	-0.9724768956244844	0.7963730484257285
-0.8178170643414131	-0.7628427783197669	-1.3146209913216367	0.32340495013958054	1.6571188981892637	-0.14217023345780028	-1.0781152015523239	-0.4035692049023474	2.1696761895878285	-0.06298215409162744	0.010633808510481749	-2.24147945734274	-0.32675146992544535	-0.5120882363651738	1.038428768000983	-2.4347470622807044	-0.08527038205803827	1.510722100655064	-0.5657554001536854	-0.3065128466071939	-0.3577471024673466	-0.9724415904707127
-0.7491323852339655	0.6779043587647975	-1.310150974634283	0.302900155435103	0.9742370107346896	-1.1921284921921251	0.30895663386637	0.14312680204533404	1.771643044974294	-1.203319840335151	1.555038585771841	-1.3486739141788295	1.5195904338352926	-1.9786369388375895	-0.9077132105220751	-1.069917795155665	-1.0669722446065142	2.393082761090583	-0.23010254723290557	-1.2989562112499171	2.2926116578448896	-0.3127905693511263
-0.7856787080727816	0.3887606488372626	-1.316126919898307	0.21266414743040846	1.0152691982440178	-0.787832554130561	-1.4242706846404039	-0.0740144754488408	2.012475806017784	-0.897260323572444	1.4934684364954889	-1.5208445694726012	1.5109721116566293	-1.1665463150319524	-0.08339434397560079	-1.340836583371899	-0.6146175000775692	1.5939273098908513	-1.455825647012857	0.12729445933882377	1.6791513009515384	-1.4360672430414834
-0.17460324271298444	-0.14271789639269072	-0.4626508184783255	-1.1446073619906187	0.015909428851467334	-0.2997031634961541	0.4560424306778882	0.4054259044256379	-1.3125816822149452	-0.2097463011083663	-0.12086967108434796	0.5314502515217188	0.14500681794292444	0.63726205690887	1.0160744558645474	0.40815609333580943	-0.7283039026979804	-1.6833966938564962	1.2979008067455071	-0.22746798202639062	-1.2276662371949245	0.3073855143341925
-0.509029260745953	0.12386613313156314	-0.9975574499110237	-0.649131326224028	1.210241546932865	-0.9608390508990706	0.24735732931972298	0.2907374059166103	1.308678980580098	-0.9141051169628538	0.6127453775629137	-1.1881399858622486	0.10330640792547345	-0.767478765157776	-1.1243510196246804	-1.0045992290942103	-0.7528418835715696	2.5580399446112447	0.5330120594554411	1.689086157161617	-0.8946254324050549	-1.5362421734457357
0.8059964730095244	0.982865776683207	1.5570807437890968	1.2741795665653883	-1.113244394446308	1.3653799208293707	-0.8748279460877897	0.16685681803986968	-0.2913161375488725	2.0159293308416224	-0.8684067354125634	0.5357690700346804	-1.2362354427798183	-0.45807831534920995	-1.4928343995939226	0.313813002323692	0.9194408169490349	0.694104761937004	-1.3227800466034456	0.6376191581667222	-0.5123098408847282	1.090889905557506
-0.38681093415682066	0.7221956739297599	-0.8282716794281142	-0.6682292991426934	0.6267789376335751	0.055934695751233235	-0.051528564926248646	-1.6172538226010744	0.2869015412350931	0.11436488432173407	1.8446015013551813	-0.9632785047453174	1.7099577788188325	0.36066546993939186	-1.282308893866272	-1.1166146517987745	0.26470222046352343	-0.23629571328698318	0.29791169148582913	-1.5345938139702628	1.8956896381809658	0.7704152675391714
0.963073808760659	0.9894855706071646	1.5375562758061243	2.2359792511177896	-2.1749789123074725	1.2045051607924102	-1.3667740048162258	0.5950943058508972	0.11112371825484856	1.411599029272399	-0.21931253907478976	1.4526967829873174	-1.214497586931327	0.8251481104489871	-1.499231399998522	1.0757597413943791	0.994613920584816	1.1005300733040688	-2.063559977577656	1.1746866502748121	-1.7553088858142123	1.0583809632957315
