Cause,Effect,Weight
V17,V0,0.012703443877398968
V1,V0,0.012843600474298
V9,V19,0.012948262505233288
V4,V19,0.012965172529220581
V20,V19,0.013270496390759945
V3,V19,0.013305447064340115
V1,V19,0.01334699708968401
V20,V0,0.013363081030547619
V12,V19,0.013460327871143818
V3,V0,0.013576428405940533
V0,V19,0.01358664408326149
V8,V0,0.013605671934783459
V11,V19,0.013688129372894764
V10,V0,0.013704697601497173
V5,V0,0.01370974536985159
V4,V0,0.01374464388936758
V16,V0,0.013776776380836964
V9,V0,0.013831659220159054
V7,V0,0.013860409148037434
V7,V19,0.013893939554691315
V16,V19,0.01395882572978735
V12,V13,0.014099393039941788
V14,V0,0.014153826981782913
V2,V19,0.014355760999023914
V10,V19,0.014418025501072407
V6,V19,0.014438729733228683
V20,V2,0.01451957318931818
V14,V19,0.014606337063014507
V12,V17,0.01461060717701912
V12,V0,0.014682346023619175
V6,V15,0.014716130681335926
V0,V10,0.014931469224393368
V5,V19,0.014958769083023071
V12,V10,0.0150022367015481
V20,V14,0.015033397823572159
V20,V15,0.015129301697015762
V8,V17,0.015143862925469875
V15,V0,0.015169035643339157
V20,V10,0.01534960512071848
V3,V2,0.015369848348200321
V5,V15,0.015414166264235973
V0,V15,0.015426095575094223
V1,V10,0.015451119281351566
V6,V2,0.015454515814781189
V13,V0,0.015457487665116787
V3,V18,0.015492535196244717
V3,V10,0.015495739877223969
V20,V13,0.01554622408002615
V12,V2,0.01554960384964943
V6,V10,0.015610415488481522
V15,V14,0.015649884939193726
V7,V17,0.015667079016566277
V17,V15,0.01566837728023529
V14,V18,0.01571105234324932
V8,V10,0.015818491578102112
V14,V15,0.015828503295779228
V14,V1,0.01584707945585251
V9,V15,0.015869135037064552
V1,V17,0.015885118395090103
V11,V10,0.015895111486315727
V16,V15,0.015912408009171486
V13,V17,0.01598029024899006
V1,V14,0.015994584187865257
V2,V0,0.01605389639735222
V2,V18,0.01605694554746151
V0,V18,0.016057275235652924
V18,V19,0.016233226284384727
V11,V0,0.0162592101842165
V10,V18,0.01626724936068058
V16,V10,0.01634174771606922
V12,V14,0.016352085396647453
V5,V18,0.016395440325140953
V20,V17,0.016406213864684105
V18,V17,0.01640862412750721
V7,V10,0.016412291675806046
V11,V15,0.016423555091023445
V11,V17,0.01645144447684288
V16,V18,0.016477098688483238
V20,V18,0.01648184470832348
V1,V18,0.016507666558027267
V15,V10,0.016570260748267174
V15,V2,0.016598088666796684
V5,V17,0.01663793809711933
V17,V10,0.01666266657412052
V7,V13,0.016720788553357124
V3,V14,0.016722681000828743
V4,V18,0.01677689515054226
V18,V0,0.01679384522140026
V2,V15,0.016800498589873314
V13,V10,0.016949767246842384
V17,V13,0.016976894810795784
V17,V14,0.016986796632409096
V11,V6,0.016988083720207214
V5,V1,0.017002297565340996
V0,V13,0.01701750047504902
V1,V13,0.017075633630156517
V4,V17,0.017077431082725525
V9,V14,0.017107952386140823
V12,V5,0.017115410417318344
V20,V6,0.017140554264187813
V14,V17,0.017142346128821373
V8,V18,0.017166057601571083
V1,V15,0.017192760482430458
V6,V13,0.017232472077012062
V7,V14,0.017312519252300262
V0,V2,0.01737537793815136
V19,V17,0.017388125881552696
V9,V18,0.017415454611182213
V2,V17,0.017423108220100403
V2,V6,0.017505349591374397
V16,V17,0.01750584878027439
V13,V2,0.01753494143486023
