Cause,Effect
V1,V12
V1,V62
V3,V17
V3,V93
V3,V96
V4,V1
V4,V54
V4,V80
V5,V16
V5,V65
V5,V83
V6,V31
V6,V32
V6,V90
V6,V98
V7,V17
V7,V47
V7,V77
V7,V97
V9,V23
V9,V65
V9,V66
V10,V23
V10,V28
V10,V34
V11,V15
V11,V47
V11,V74
V11,V75
V12,V4
V12,V44
V12,V54
V12,V71
V13,V8
V13,V11
V13,V84
V14,V62
V14,V68
V14,V80
V15,V5
V15,V26
V15,V68
V17,V57
V18,V53
V18,V85
V19,V58
V20,V15
V21,V46
V21,V53
V23,V29
V23,V46
V24,V32
V24,V67
V24,V78
V25,V27
V25,V43
V25,V70
V25,V75
V26,V21
V26,V23
V26,V54
V26,V68
V26,V71
V26,V98
V27,V63
V27,V65
V27,V69
V28,V73
V29,V5
V29,V97
V30,V26
V30,V62
V30,V84
V30,V87
V30,V98
V31,V56
V31,V63
V32,V27
V32,V43
V32,V51
V32,V73
V32,V82
V32,V89
V32,V95
V33,V4
V33,V46
V34,V49
V35,V58
V35,V89
V36,V2
V36,V15
V36,V51
V37,V90
V38,V22
V38,V89
V39,V35
V39,V46
V39,V54
V39,V72
V40,V21
V40,V35
V41,V16
V41,V73
V42,V26
V42,V98
V43,V34
V43,V37
V43,V56
V43,V65
V43,V93
V44,V86
V46,V69
V47,V10
V47,V30
V47,V95
V48,V71
V48,V88
V50,V79
V51,V18
V53,V12
V54,V16
V54,V70
V54,V88
V54,V89
V56,V8
V56,V64
V57,V49
V57,V76
V59,V44
V59,V76
V59,V78
V60,V11
V61,V69
V62,V2
V62,V4
V62,V52
V63,V66
V63,V93
V64,V61
V65,V7
V65,V52
V65,V99
V66,V67
V66,V68
V67,V28
V68,V7
V68,V36
V69,V73
V70,V67
V71,V7
V71,V8
V71,V63
V71,V68
V72,V62
V72,V74
V72,V81
V73,V11
V73,V37
V74,V4
V75,V4
V75,V25
V75,V48
V76,V54
V76,V99
V77,V62
V77,V95
V78,V23
V78,V72
V79,V16
V79,V80
V80,V22
V80,V63
V80,V70
V81,V8
V81,V32
V81,V58
V81,V96
V82,V21
V82,V26
V82,V35
V82,V51
V82,V52
V82,V55
V82,V85
V83,V7
V85,V43
V86,V51
V86,V69
V86,V80
V87,V21
V87,V93
V87,V98
V89,V30
V89,V36
V89,V67
V90,V52
V90,V71
V91,V83
V91,V97
V92,V34
V92,V61
V93,V70
V94,V35
V94,V37
V94,V49
V95,V56
V95,V74
V95,V93
V96,V15
V96,V81
V96,V83
V97,V58
V98,V3
V98,V15
V98,V27
V98,V69
V99,V27
V99,V56
