Cause,Effect
V0,V60
V0,V63
V0,V70
V1,V18
V1,V24
V1,V41
V1,V55
V1,V76
V2,V60
V3,V8
V3,V56
V3,V88
V5,V31
V6,V59
V6,V94
V6,V95
V7,V8
V9,V7
V9,V22
V9,V26
V9,V66
V10,V69
V10,V86
V10,V95
V11,V47
V11,V89
V12,V4
V12,V31
V12,V57
V12,V76
V12,V82
V12,V87
V13,V12
V13,V46
V14,V10
V15,V11
V15,V63
V15,V66
V15,V90
V16,V5
V16,V27
V16,V54
V16,V64
V17,V1
V17,V14
V17,V72
V18,V21
V18,V27
V18,V86
V18,V92
V18,V99
V19,V16
V19,V26
V19,V70
V21,V35
V21,V98
V22,V45
V22,V60
V22,V77
V23,V33
V23,V40
V23,V86
V23,V92
V24,V33
V25,V2
V25,V11
V25,V83
V26,V57
V27,V67
V28,V4
V28,V27
V28,V54
V28,V85
V28,V93
V30,V18
V30,V25
V30,V31
V30,V45
V30,V48
V30,V60
V30,V77
V30,V85
V31,V24
V31,V77
V31,V98
V32,V24
V33,V71
V34,V32
V34,V75
V34,V89
V35,V25
V35,V43
V35,V67
V36,V6
V36,V18
V36,V30
V36,V56
V36,V84
V36,V92
V37,V15
V37,V53
V37,V84
V38,V29
V38,V43
V38,V61
V38,V89
V38,V94
V39,V49
V39,V56
V40,V14
V40,V26
V41,V38
V41,V40
V41,V59
V41,V61
V41,V72
V41,V85
V42,V23
V42,V32
V42,V48
V42,V64
V44,V38
V44,V86
V45,V66
V45,V76
V46,V35
V47,V62
V47,V88
V48,V14
V48,V31
V48,V33
V48,V54
V48,V59
V48,V71
V48,V72
V50,V29
V50,V71
V50,V82
V51,V6
V51,V12
V51,V67
V51,V90
V52,V8
V52,V23
V54,V21
V54,V26
V54,V61
V54,V64
V54,V87
V54,V93
V55,V38
V55,V76
V55,V94
V56,V20
V56,V84
V57,V44
V57,V46
V57,V54
V57,V97
V58,V29
V58,V35
V58,V43
V58,V84
V58,V89
V60,V15
V60,V46
V60,V57
V60,V83
V61,V22
V61,V35
V61,V77
V61,V83
V62,V64
V64,V25
V64,V88
V67,V17
V67,V57
V67,V64
V68,V29
V68,V94
V68,V99
V69,V15
V69,V94
V71,V48
V71,V66
V72,V42
V72,V55
V72,V90
V73,V72
V74,V37
V75,V76
V76,V12
V76,V15
V76,V95
V77,V4
V77,V49
V77,V70
V77,V91
V77,V99
V78,V32
V78,V45
V78,V48
V79,V27
V79,V87
V79,V91
V79,V93
V81,V58
V81,V93
V82,V31
V82,V49
V82,V91
V83,V3
V83,V25
V83,V63
V83,V77
V83,V95
V84,V24
V84,V46
V85,V3
V85,V45
V85,V62
V85,V72
V86,V57
V86,V93
V88,V65
V89,V63
V90,V5
V90,V8
V90,V15
V90,V50
V90,V70
V92,V50
V93,V56
V93,V92
V94,V8
V94,V55
V95,V18
V95,V35
V96,V30
V96,V52
V96,V88
V97,V4
V97,V20
V97,V27
V97,V29
V97,V49
V98,V40
V98,V60
V98,V71
V98,V75
V99,V92
