Cause,Effect
V0,V60
V0,V75
V1,V92
V1,V96
V2,V13
V2,V18
V2,V29
V2,V58
V3,V53
V4,V21
V4,V25
V5,V82
V6,V11
V6,V30
V6,V82
V7,V20
V7,V53
V8,V38
V9,V11
V9,V79
V10,V36
V10,V52
V11,V36
V11,V50
V11,V83
V12,V9
V12,V13
V12,V58
V12,V65
V13,V3
V13,V27
V13,V34
V13,V59
V13,V76
V13,V88
V14,V90
V15,V88
V15,V95
V16,V24
V16,V53
V16,V73
V17,V2
V17,V22
V17,V28
V17,V40
V17,V63
V18,V49
V20,V62
V20,V71
V20,V84
V21,V40
V21,V54
V22,V69
V23,V67
V24,V51
V25,V16
V25,V50
V25,V55
V25,V71
V26,V8
V26,V10
V26,V84
V26,V85
V28,V40
V28,V46
V28,V95
V29,V48
V30,V34
V31,V56
V31,V59
V31,V62
V31,V83
V32,V74
V33,V10
V34,V12
V35,V59
V35,V71
V36,V8
V36,V75
V36,V82
V36,V97
V37,V30
V37,V88
V38,V0
V38,V10
V38,V11
V38,V67
V38,V76
V39,V57
V39,V75
V40,V32
V40,V96
V41,V14
V41,V21
V41,V49
V41,V60
V42,V40
V42,V56
V42,V64
V42,V73
V43,V16
V43,V41
V43,V54
V43,V60
V43,V64
V43,V94
V43,V97
V44,V30
V44,V69
V45,V21
V46,V0
V46,V8
V46,V9
V46,V65
V46,V95
V47,V18
V47,V36
V47,V72
V47,V73
V49,V9
V49,V65
V49,V66
V49,V77
V49,V94
V49,V98
V51,V8
V51,V42
V51,V92
V52,V22
V52,V28
V52,V54
V52,V84
V53,V54
V53,V56
V54,V43
V54,V50
V54,V63
V55,V29
V55,V39
V55,V90
V56,V14
V57,V16
V57,V19
V57,V30
V57,V53
V58,V64
V58,V91
V59,V19
V59,V25
V59,V32
V61,V8
V61,V27
V61,V88
V62,V28
V64,V39
V65,V34
V65,V36
V65,V53
V65,V71
V65,V76
V66,V30
V66,V67
V66,V84
V67,V60
V68,V55
V69,V27
V69,V38
V70,V20
V70,V27
V70,V29
V70,V71
V71,V36
V72,V11
V72,V15
V72,V21
V72,V41
V72,V59
V73,V32
V75,V20
V76,V42
V76,V51
V77,V14
V77,V73
V77,V89
V78,V10
V78,V20
V79,V5
V79,V24
V79,V67
V79,V69
V79,V72
V79,V90
V79,V93
V79,V98
V81,V37
V81,V66
V81,V73
V81,V99
V83,V17
V83,V90
V84,V24
V84,V42
V85,V9
V85,V38
V85,V82
V86,V12
V86,V16
V86,V22
V86,V72
V86,V85
V87,V19
V87,V46
V87,V51
V87,V81
V88,V3
V88,V15
V88,V34
V88,V35
V88,V65
V89,V5
V89,V33
V89,V64
V89,V94
V90,V86
V91,V39
V91,V93
V92,V91
V93,V2
V93,V52
V93,V60
V94,V31
V94,V32
V94,V72
V94,V77
V95,V12
V95,V22
V95,V58
V95,V59
V95,V64
V96,V23
V96,V27
V96,V34
V97,V5
V98,V9
V98,V21
V98,V88
V98,V95
V99,V69
