Cause,Effect
V1,V28
V2,V0
V2,V22
V2,V30
V2,V38
V2,V57
V4,V56
V4,V77
V5,V44
V5,V81
V6,V5
V8,V15
V8,V26
V8,V59
V8,V81
V9,V16
V9,V46
V10,V57
V10,V81
V10,V87
V10,V98
V11,V3
V11,V35
V11,V48
V11,V90
V11,V99
V12,V31
V12,V89
V13,V71
V13,V84
V13,V99
V14,V13
V14,V47
V15,V23
V15,V63
V15,V72
V16,V41
V16,V53
V17,V29
V17,V66
V17,V78
V17,V79
V17,V89
V17,V97
V18,V0
V18,V27
V18,V67
V18,V85
V19,V16
V19,V31
V19,V64
V19,V99
V20,V38
V21,V1
V21,V28
V21,V67
V21,V96
V22,V35
V22,V36
V22,V41
V22,V68
V22,V90
V23,V66
V24,V15
V25,V10
V25,V13
V25,V88
V26,V85
V27,V22
V27,V26
V29,V50
V29,V58
V29,V64
V29,V98
V30,V22
V30,V73
V30,V87
V30,V99
V31,V9
V31,V34
V32,V3
V32,V8
V34,V35
V34,V63
V34,V71
V35,V21
V35,V90
V35,V97
V38,V44
V38,V67
V38,V78
V38,V91
V39,V26
V39,V30
V39,V41
V40,V23
V40,V70
V40,V87
V41,V21
V41,V51
V42,V34
V42,V57
V42,V68
V42,V71
V43,V13
V44,V42
V45,V23
V45,V31
V46,V15
V47,V16
V47,V37
V47,V56
V48,V50
V48,V57
V48,V78
V49,V33
V49,V45
V49,V59
V49,V78
V50,V30
V50,V56
V50,V89
V51,V19
V51,V22
V51,V48
V51,V67
V52,V26
V52,V29
V52,V61
V52,V62
V52,V66
V53,V1
V53,V33
V53,V69
V53,V82
V55,V2
V55,V40
V55,V51
V55,V84
V56,V36
V57,V16
V57,V34
V57,V35
V57,V36
V58,V38
V58,V70
V59,V1
V59,V2
V59,V10
V59,V37
V59,V44
V59,V97
V60,V57
V60,V83
V61,V26
V61,V64
V61,V92
V62,V2
V62,V12
V62,V13
V62,V42
V62,V53
V62,V72
V62,V84
V63,V24
V63,V34
V65,V7
V65,V17
V65,V18
V65,V46
V66,V58
V66,V83
V67,V34
V67,V61
V67,V63
V67,V90
V68,V82
V68,V98
V69,V16
V69,V61
V69,V70
V69,V92
V70,V11
V70,V12
V70,V59
V71,V45
V71,V64
V72,V5
V72,V35
V72,V60
V72,V61
V72,V91
V72,V98
V73,V47
V73,V48
V75,V49
V76,V50
V76,V99
V77,V70
V78,V8
V78,V59
V78,V97
V79,V0
V79,V63
V80,V37
V80,V46
V80,V47
V81,V0
V81,V46
V82,V0
V82,V54
V82,V69
V82,V85
V82,V90
V82,V92
V83,V12
V83,V18
V83,V72
V84,V33
V84,V38
V84,V70
V85,V22
V85,V84
V86,V32
V86,V61
V86,V85
V87,V79
V88,V7
V88,V63
V88,V79
V89,V29
V89,V51
V89,V84
V90,V36
V90,V78
V91,V42
V92,V28
V92,V41
V93,V9
V93,V30
V93,V36
V93,V48
V93,V58
V93,V59
V94,V23
V94,V24
V94,V29
V94,V46
V94,V96
V95,V42
V95,V47
V95,V49
V95,V53
V96,V50
V96,V56
V96,V66
V98,V1
V98,V48
V98,V73
V99,V15
V99,V28
V99,V38
V99,V40
V99,V73
