Cause,Effect
V0,V2
V0,V6
V0,V68
V0,V83
V1,V6
V1,V17
V1,V46
V2,V99
V3,V12
V3,V70
V3,V78
V4,V50
V4,V82
V5,V47
V6,V7
V6,V20
V6,V34
V6,V53
V6,V78
V7,V25
V7,V70
V7,V78
V8,V42
V9,V20
V9,V32
V9,V38
V9,V51
V9,V75
V10,V14
V10,V20
V11,V17
V11,V44
V12,V17
V12,V26
V12,V37
V12,V39
V12,V53
V12,V61
V13,V14
V13,V47
V14,V26
V15,V71
V16,V61
V16,V84
V17,V50
V17,V60
V17,V89
V17,V99
V18,V11
V18,V50
V18,V84
V20,V73
V21,V5
V21,V36
V21,V61
V22,V11
V22,V25
V22,V37
V23,V18
V23,V29
V23,V37
V23,V41
V23,V64
V24,V28
V24,V32
V25,V14
V25,V49
V25,V53
V25,V80
V25,V91
V26,V13
V26,V27
V26,V34
V26,V43
V26,V64
V26,V78
V26,V89
V28,V26
V28,V64
V29,V8
V29,V81
V30,V46
V30,V53
V30,V68
V30,V75
V31,V8
V31,V38
V32,V34
V32,V96
V33,V18
V33,V64
V33,V70
V35,V50
V36,V29
V36,V56
V36,V64
V37,V6
V37,V24
V37,V63
V37,V66
V38,V27
V38,V63
V38,V81
V39,V32
V39,V88
V40,V27
V41,V18
V41,V61
V41,V89
V42,V43
V42,V89
V43,V20
V43,V25
V44,V7
V45,V4
V45,V22
V45,V26
V45,V82
V47,V33
V47,V85
V48,V41
V48,V45
V49,V4
V49,V28
V49,V90
V51,V11
V51,V20
V52,V41
V52,V42
V52,V63
V53,V9
V53,V32
V53,V36
V54,V22
V54,V46
V56,V9
V56,V14
V56,V45
V57,V9
V57,V60
V57,V70
V58,V89
V59,V27
V59,V34
V59,V87
V59,V91
V59,V99
V60,V8
V61,V12
V61,V29
V61,V67
V62,V15
V62,V43
V62,V45
V62,V82
V63,V39
V63,V46
V63,V81
V63,V92
V65,V54
V65,V85
V66,V15
V67,V11
V67,V66
V68,V45
V69,V63
V69,V83
V70,V22
V70,V56
V70,V79
V70,V91
V71,V92
V72,V7
V72,V13
V72,V69
V72,V85
V73,V71
V74,V15
V74,V25
V74,V33
V74,V51
V75,V2
V75,V19
V75,V78
V76,V11
V76,V44
V78,V96
V80,V8
V80,V50
V80,V81
V80,V91
V80,V95
V80,V99
V81,V9
V81,V23
V81,V53
V82,V1
V82,V39
V82,V66
V83,V32
V84,V33
V84,V66
V85,V7
V85,V79
V86,V3
V86,V39
V86,V60
V87,V8
V87,V13
V88,V40
V88,V44
V88,V51
V88,V66
V89,V74
V89,V90
V90,V6
V90,V29
V90,V47
V90,V72
V91,V73
V91,V99
V92,V12
V92,V81
V93,V87
V93,V97
V94,V4
V94,V57
V95,V4
V95,V13
V95,V15
V95,V19
V95,V75
V96,V44
V97,V17
V98,V45
V98,V70
V99,V6
V99,V15
V99,V97
