0.000000000000000000e+00,1.966624520719051361e-02,5.842597782611846924e-02,2.190441451966762543e-02,3.376379981637001038e-02,2.782311849296092987e-02,3.645421192049980164e-02,3.033995814621448517e-02,1.598379202187061310e-02,1.950121484696865082e-02,2.388135343790054321e-02,1.400076001882553101e-01,1.631909050047397614e-02,8.427534252405166626e-02,4.303504154086112976e-02,9.153334051370620728e-02,1.950435712933540344e-02,2.580021135509014130e-02,7.308705896139144897e-02,2.481938339769840240e-02
3.603750094771385193e-02,0.000000000000000000e+00,2.669963799417018890e-02,2.542304992675781250e-02,2.254275232553482056e-01,2.910798974335193634e-02,3.186510875821113586e-02,3.824309632182121277e-02,1.612749509513378143e-02,2.186754345893859863e-02,3.673115372657775879e-02,4.663590714335441589e-02,1.096646189689636230e-01,2.153179049491882324e-02,1.881652511656284332e-02,2.620648406445980072e-02,3.009112179279327393e-02,2.031492255628108978e-02,3.559717908501625061e-02,1.952216029167175293e-02
2.859354205429553986e-02,2.237311005592346191e-02,0.000000000000000000e+00,2.350251376628875732e-02,2.032548747956752777e-02,4.779198765754699707e-02,3.337273374199867249e-02,2.836469560861587524e-02,2.792084775865077972e-02,7.859877496957778931e-02,4.139934107661247253e-02,3.911080211400985718e-02,2.527544461190700531e-02,3.272945433855056763e-02,2.676689065992832184e-02,3.000371903181076050e-02,3.943209722638130188e-02,3.267978131771087646e-02,3.836130723357200623e-02,2.010723762214183807e-02
1.917712949216365814e-02,2.300566248595714569e-02,4.046346619725227356e-02,0.000000000000000000e+00,1.872342824935913086e-02,2.952002920210361481e-02,3.270622342824935913e-02,4.020257294178009033e-02,1.724000833928585052e-02,1.897213049232959747e-02,2.832199633121490479e-02,1.758172176778316498e-02,2.738064527511596680e-02,1.391920596361160278e-01,2.057484723627567291e-02,1.067473888397216797e-01,5.107503756880760193e-02,1.190857216715812683e-01,2.627792768180370331e-02,1.220183596014976501e-01
8.307512104511260986e-02,3.133955299854278564e-01,2.411768585443496704e-02,2.343019656836986542e-02,0.000000000000000000e+00,3.119520656764507294e-02,3.013714589178562164e-02,2.594164200127124786e-02,2.145032770931720734e-02,2.392482906579971313e-01,4.715076088905334473e-02,5.059054121375083923e-02,6.970625370740890503e-02,2.053526602685451508e-02,6.146664917469024658e-02,2.851546742022037506e-02,2.321537397801876068e-02,2.828712202608585358e-02,8.745043724775314331e-02,2.976928092539310455e-02
3.330093249678611755e-02,2.326914668083190918e-02,2.858456410467624664e-02,2.949603460729122162e-02,2.525319345295429230e-02,0.000000000000000000e+00,2.504324913024902344e-02,4.434509947896003723e-02,3.753275796771049500e-02,4.636218026280403137e-02,1.904796808958053589e-02,2.415401488542556763e-02,3.873461857438087463e-02,3.275264799594879150e-02,3.502935543656349182e-02,3.621330484747886658e-02,7.551113516092300415e-02,4.478777572512626648e-02,4.886099696159362793e-02,2.617927826941013336e-02
4.832388460636138916e-02,1.690372265875339508e-02,4.264666140079498291e-02,8.026636391878128052e-02,2.278708480298519135e-02,6.618557125329971313e-02,0.000000000000000000e+00,4.245944321155548096e-02,1.962600350379943848e-01,8.714130520820617676e-02,8.741965144872665405e-02,1.761359162628650665e-02,1.719146035611629486e-02,1.418185979127883911e-01,2.604631893336772919e-02,2.822036482393741608e-02,4.526795446872711182e-02,2.102577500045299530e-02,2.349304407835006714e-02,1.702923327684402466e-02
2.455882728099822998e-02,2.685117907822132111e-02,2.289458177983760834e-02,4.503369331359863281e-02,1.878671348094940186e-02,4.513530805706977844e-02,2.439943701028823853e-02,0.000000000000000000e+00,2.082971110939979553e-02,2.295933663845062256e-02,2.658273093402385712e-02,4.012092947959899902e-02,1.692033186554908752e-02,3.156004473567008972e-02,3.046443499624729156e-02,5.896884202957153320e-02,2.826049737632274628e-02,3.753967210650444031e-02,1.948682032525539398e-02,7.078052312135696411e-02
1.925047673285007477e-02,1.823438517749309540e-02,2.878906019032001495e-02,1.967466436326503754e-02,1.649020612239837646e-02,6.927052885293960571e-02,1.107211709022521973e-01,3.932392224669456482e-02,0.000000000000000000e+00,7.209776341915130615e-02,1.339354962110519409e-01,2.605219930410385132e-02,3.244212269783020020e-02,1.481584161520004272e-01,2.957973815500736237e-02,2.444522269070148468e-02,3.066173754632472992e-02,1.799495145678520203e-02,1.704237051308155060e-02,1.734350062906742096e-02
2.550487406551837921e-02,2.575651369988918304e-02,2.461256533861160278e-01,1.795348338782787323e-02,1.678597927093505859e-01,4.015645757317543030e-02,1.352283358573913574e-01,2.969464659690856934e-02,7.448758929967880249e-02,0.000000000000000000e+00,4.084382578730583191e-02,1.734937354922294617e-02,2.310748212039470673e-02,6.968144327402114868e-02,3.260967135429382324e-02,2.046540006995201111e-02,2.409150637686252594e-02,1.871269382536411285e-02,2.877317927777767181e-02,1.521756779402494431e-02
