Cause,Effect
V0,V83
V1,V7
V1,V20
V1,V79
V1,V80
V2,V1
V2,V18
V2,V39
V3,V10
V3,V35
V3,V50
V4,V32
V4,V45
V4,V71
V5,V7
V5,V13
V5,V14
V5,V31
V5,V74
V5,V77
V7,V13
V7,V15
V7,V19
V8,V34
V8,V42
V9,V6
V9,V41
V9,V88
V10,V50
V10,V69
V11,V8
V11,V35
V11,V87
V12,V83
V13,V43
V13,V50
V13,V89
V14,V45
V15,V34
V15,V58
V15,V85
V16,V9
V16,V54
V16,V67
V17,V55
V17,V57
V17,V81
V17,V87
V19,V5
V19,V15
V19,V16
V19,V52
V19,V69
V19,V77
V20,V0
V20,V5
V20,V35
V20,V89
V21,V74
V22,V12
V22,V52
V22,V55
V23,V59
V23,V76
V24,V36
V25,V15
V25,V23
V25,V26
V25,V54
V25,V90
V26,V7
V26,V96
V26,V99
V27,V32
V28,V0
V28,V1
V28,V10
V30,V14
V30,V73
V30,V96
V32,V30
V32,V37
V32,V49
V33,V44
V33,V48
V34,V9
V34,V67
V35,V54
V35,V75
V36,V54
V37,V29
V37,V57
V37,V80
V38,V12
V38,V35
V38,V74
V38,V79
V39,V52
V40,V76
V41,V1
V41,V56
V41,V90
V41,V97
V42,V32
V42,V60
V42,V78
V42,V95
V43,V29
V44,V0
V45,V54
V46,V57
V47,V6
V47,V14
V47,V30
V47,V83
V47,V84
V47,V87
V48,V2
V48,V8
V49,V28
V50,V70
V51,V19
V51,V36
V52,V16
V52,V42
V52,V97
V53,V5
V53,V44
V55,V16
V55,V56
V55,V71
V56,V10
V56,V44
V56,V51
V56,V85
V57,V12
V57,V96
V58,V8
V59,V71
V59,V97
V60,V1
V60,V49
V60,V77
V61,V8
V61,V26
V61,V37
V61,V45
V61,V76
V61,V92
V62,V12
V62,V13
V62,V27
V62,V32
V62,V57
V63,V70
V63,V86
V64,V70
V65,V41
V66,V7
V66,V75
V66,V85
V66,V87
V67,V6
V67,V68
V67,V84
V68,V16
V68,V32
V68,V49
V68,V56
V69,V60
V69,V78
V69,V79
V70,V18
V70,V99
V71,V13
V71,V15
V71,V31
V71,V75
V72,V78
V73,V43
V73,V69
V75,V38
V77,V87
V78,V0
V79,V1
V79,V13
V79,V50
V79,V73
V80,V40
V80,V62
V81,V9
V81,V56
V82,V19
V82,V37
V82,V42
V82,V45
V82,V52
V82,V78
V83,V21
V83,V97
V84,V36
V84,V58
V85,V35
V85,V67
V86,V8
V86,V44
V88,V20
V88,V42
V88,V57
V88,V74
V89,V12
V90,V10
V90,V41
V91,V15
V91,V69
V91,V89
V92,V36
V93,V2
V93,V29
V93,V42
V93,V52
V93,V60
V93,V65
V93,V79
V93,V83
V95,V69
V95,V85
V97,V26
V97,V62
V97,V80
V98,V26
V98,V41
V99,V9
V99,V33
V99,V70
V99,V96
