Cause,Effect
V0,V20
V0,V22
V0,V28
V0,V41
V0,V61
V0,V87
V0,V98
V1,V68
V1,V89
V1,V99
V2,V49
V2,V68
V3,V24
V3,V60
V3,V86
V4,V13
V4,V75
V4,V98
V5,V39
V5,V45
V6,V77
V7,V1
V7,V21
V7,V37
V7,V39
V8,V37
V8,V41
V8,V77
V8,V80
V8,V84
V9,V37
V9,V47
V9,V53
V9,V95
V10,V4
V10,V17
V10,V89
V11,V22
V11,V78
V12,V17
V12,V25
V12,V39
V13,V14
V13,V41
V13,V45
V13,V46
V13,V52
V13,V59
V13,V70
V13,V84
V14,V12
V14,V45
V14,V66
V15,V45
V15,V54
V15,V57
V15,V71
V15,V81
V15,V97
V16,V61
V18,V46
V18,V53
V19,V11
V19,V81
V20,V6
V20,V19
V20,V23
V21,V93
V22,V64
V23,V60
V24,V22
V24,V36
V24,V40
V24,V59
V24,V67
V24,V87
V24,V93
V25,V21
V25,V96
V26,V7
V26,V15
V26,V23
V26,V60
V26,V80
V27,V51
V27,V70
V27,V86
V27,V87
V27,V99
V28,V54
V29,V13
V29,V57
V29,V59
V29,V73
V29,V92
V30,V84
V31,V6
V31,V36
V31,V38
V32,V29
V32,V53
V32,V84
V33,V12
V33,V15
V33,V17
V33,V57
V33,V87
V34,V21
V34,V80
V35,V4
V35,V24
V35,V29
V35,V57
V36,V76
V37,V32
V37,V46
V37,V66
V37,V86
V37,V91
V37,V93
V38,V86
V40,V81
V41,V4
V41,V52
V42,V13
V42,V29
V42,V88
V43,V7
V43,V10
V43,V61
V43,V76
V43,V90
V44,V20
V45,V32
V46,V47
V46,V67
V46,V73
V47,V46
V47,V68
V47,V94
V48,V89
V49,V17
V49,V37
V50,V27
V50,V49
V51,V42
V51,V78
V51,V84
V52,V59
V52,V60
V53,V82
V53,V92
V54,V38
V54,V57
V54,V82
V55,V6
V55,V23
V55,V64
V56,V19
V56,V41
V57,V23
V57,V66
V57,V70
V58,V50
V59,V1
V60,V19
V60,V26
V60,V67
V60,V77
V61,V12
V61,V89
V62,V76
V62,V78
V62,V80
V64,V46
V64,V59
V65,V41
V66,V26
V67,V13
V68,V42
V68,V77
V68,V98
V69,V26
V69,V52
V69,V88
V70,V24
V70,V35
V71,V25
V72,V19
V72,V82
V73,V44
V73,V54
V74,V63
V74,V67
V75,V88
V77,V15
V77,V25
V77,V89
V78,V45
V78,V62
V79,V20
V79,V29
V79,V61
V80,V15
V80,V50
V81,V1
V81,V15
V81,V64
V82,V54
V83,V30
V85,V12
V85,V24
V85,V44
V85,V54
V85,V71
V85,V73
V86,V1
V86,V19
V86,V31
V86,V37
V86,V67
V87,V20
V88,V7
V88,V8
V88,V21
V88,V22
V88,V31
V89,V22
V89,V53
V91,V29
V92,V49
V92,V63
V92,V75
V93,V17
V93,V86
V94,V26
V94,V77
V95,V2
V95,V6
V95,V76
V97,V34
V97,V44
V97,V91
V97,V98
V98,V8
V98,V40
V98,V61
V98,V66
V98,V76
V99,V8
V99,V70
