Cause,Effect
V1,V7
V2,V8
V0,V9
V2,V9
V3,V9
V2,V10
V0,V11
V1,V11
V0,V12
V2,V12
V4,V12
V0,V13
V3,V13
V4,V13
V2,V14
V4,V14
V5,V14
V9,V15
V11,V15
V1,V16
V12,V16
V0,V17
V4,V17
V10,V17
V11,V17
V13,V17
V10,V18
V11,V18
V14,V18
V7,V18
V0,V19
V7,V19
V8,V19
V10,V19
V11,V19
V12,V20
V6,V20
V8,V21
V12,V21
V9,V22
V10,V22
V5,V22
V15,V22
V17,V23
V9,V23
V6,V23
V0,V24
V2,V25
V1,V26
V1,V27
V16,V28
V4,V28
V5,V28
V15,V29
V9,V30
V3,V30
V14,V30
V15,V30
V27,V31
V29,V31
V6,V31
V14,V31
V5,V32
V6,V33
V25,V34
V14,V34
V23,V34
V8,V35
V10,V36
V11,V36
V15,V36
V23,V36
V9,V37
V20,V37
V8,V38
V0,V38
V21,V38
V7,V38
V11,V39
V19,V39
V29,V39
V8,V40
V28,V40
V13,V40
V31,V40
V1,V41
V37,V42
V37,V43
V5,V43
V38,V43
V20,V43
V28,V43
V40,V44
V42,V44
V3,V44
V28,V44
V0,V45
V25,V45
V32,V45
V7,V45
V0,V46
V41,V46
V13,V46
V15,V46
V32,V47
V8,V47
V35,V47
V33,V48
V43,V48
V14,V48
V37,V49
V45,V49
V39,V49
V48,V50
V46,V50
V16,V51
V12,V51
V41,V52
V3,V52
V4,V52
V12,V52
V0,V53
V34,V53
V6,V53
V42,V53
V31,V53
V0,V54
V25,V54
V15,V54
V19,V55
V39,V55
V27,V56
V46,V56
V1,V57
V14,V57
V15,V57
V16,V57
V50,V57
V27,V58
V0,V58
V19,V58
V28,V59
V38,V60
V47,V60
V20,V60
V52,V60
V28,V60
V58,V61
V35,V61
V36,V61
V47,V61
V50,V62
V11,V62
V41,V63
V43,V63
V58,V64
V62,V64
V35,V65
V59,V65
V25,V65
V57,V66
V48,V67
V26,V67
V44,V67
V54,V67
V59,V68
V53,V68
V38,V68
V30,V68
V64,V69
V3,V69
V38,V69
V45,V70
V5,V70
V62,V70
V27,V71
V65,V71
V43,V71
V48,V72
V67,V72
V61,V72
V1,V73
V3,V73
V60,V73
V30,V73
V9,V74
V10,V74
V15,V74
V41,V75
V3,V75
V5,V75
V72,V76
V0,V77
V66,V77
V40,V77
V54,V77
V55,V77
V36,V78
V31,V78
V36,V79
V32,V80
V41,V80
V46,V80
V21,V80
V55,V80
V40,V81
V61,V81
V71,V81
V19,V82
V4,V82
V22,V82
V59,V83
V18,V84
V75,V84
V52,V84
V71,V84
V4,V85
V70,V85
V0,V86
V41,V86
V35,V86
V4,V86
V10,V87
V31,V87
V61,V88
V33,V89
V67,V89
V62,V89
V10,V90
V73,V91
V17,V91
V64,V92
V6,V92
V7,V92
V16,V92
V52,V92
V81,V93
V4,V93
V80,V94
V81,V94
V4,V94
V65,V95
V4,V95
V16,V95
V88,V95
V61,V95
V73,V96
V37,V96
V52,V96
V29,V96
V80,V97
V8,V97
V78,V97
V94,V97
V88,V98
V60,V98
V79,V98
V0,V99
V66,V99
V53,V99
