Cause,Effect
V1,V5
V0,V6
V1,V6
V2,V6
V2,V7
V0,V8
V3,V8
V4,V8
V0,V9
V2,V9
V4,V9
V7,V9
V0,V10
V4,V10
V7,V10
V9,V11
V3,V11
V7,V11
V8,V12
V5,V12
V5,V13
V0,V14
V11,V14
V3,V14
V7,V14
V9,V15
V3,V15
V5,V15
V7,V15
V4,V16
V8,V17
V5,V17
V9,V18
V1,V19
V4,V19
V9,V19
V10,V19
V11,V19
V18,V20
V9,V21
V3,V21
V16,V22
V18,V22
V20,V22
V12,V22
V8,V23
V15,V23
V7,V23
V11,V24
V20,V24
V0,V25
V6,V25
V12,V25
V20,V25
V22,V25
V0,V26
V21,V26
V14,V27
V15,V27
V10,V28
V2,V29
V7,V29
V12,V29
V13,V29
V23,V29
V0,V30
V5,V31
V23,V31
V22,V32
V7,V32
V25,V33
V11,V33
V20,V33
V7,V33
V27,V34
V22,V34
V23,V34
V17,V35
V21,V36
V23,V36
V17,V37
V18,V37
V2,V38
V35,V38
V4,V38
V7,V38
V21,V38
V25,V39
V34,V39
V24,V40
V17,V40
V11,V40
V29,V40
V2,V41
V31,V41
V17,V42
V19,V42
V21,V42
V9,V43
V28,V43
V13,V43
V38,V43
V32,V44
V18,V44
V37,V44
V6,V44
V4,V45
V8,V45
V24,V45
V25,V45
V28,V45
V17,V46
V5,V46
V14,V47
V14,V48
V8,V49
V41,V49
V12,V49
V7,V49
V36,V50
V24,V51
V34,V51
V35,V51
V43,V52
V30,V52
V16,V53
V49,V53
V38,V53
V9,V54
V10,V55
V51,V55
V4,V55
V6,V55
V3,V56
V13,V56
V20,V56
V22,V56
V24,V56
V26,V57
V11,V58
V53,V58
V54,V58
V41,V59
V9,V60
V33,V61
V23,V61
V10,V62
V43,V62
V45,V62
V6,V62
V5,V63
V37,V63
V9,V63
V44,V63
V48,V63
V17,V64
V2,V64
V54,V64
V39,V65
V7,V65
V22,V65
V25,V65
V27,V65
V11,V66
V32,V67
V65,V67
V3,V67
V60,V68
V29,V68
V39,V68
V0,V69
V37,V69
V39,V69
V12,V69
V46,V69
V32,V70
V44,V70
V24,V70
V57,V70
V61,V70
V18,V71
V15,V71
V38,V71
V31,V71
V35,V72
V12,V72
V45,V72
V14,V72
V17,V72
V65,V73
V43,V73
V32,V74
V39,V74
V8,V74
V48,V74
V61,V74
V65,V75
V38,V75
V11,V75
V18,V75
V21,V75
V42,V76
V27,V76
V41,V77
V31,V77
V14,V77
V15,V77
V26,V78
V19,V78
V36,V78
V70,V79
V40,V79
V43,V79
V44,V79
V23,V79
V43,V80
V13,V80
V30,V80
V12,V81
V19,V81
V77,V81
V29,V81
V40,V82
V49,V82
V61,V82
V73,V83
V60,V83
V76,V84
V20,V84
V24,V85
V75,V85
V19,V85
V80,V86
V12,V86
V29,V86
V70,V86
V43,V87
V5,V88
V39,V88
V43,V88
V53,V88
V60,V88
V80,V89
V49,V89
V32,V89
V1,V90
V18,V91
V5,V91
V74,V92
V75,V92
V76,V92
V3,V93
V13,V93
V79,V93
V62,V94
V43,V94
V6,V94
V44,V95
V14,V95
V46,V95
V17,V95
V87,V95
V61,V96
V5,V97
V43,V97
V47,V97
V25,V97
V92,V97
V93,V98
V77,V98
V37,V98
V9,V99
V26,V99
V50,V99
V37,V99
