Cause,Effect
V0,V8
V2,V8
V5,V8
V6,V8
V0,V9
V2,V9
V5,V9
V0,V10
V1,V10
V3,V10
V2,V11
V2,V12
V0,V13
V9,V13
V6,V13
V7,V13
V1,V14
V3,V14
V4,V14
V3,V15
V0,V16
V3,V16
V7,V16
V1,V17
V12,V17
V13,V17
V14,V17
V9,V18
V9,V19
V10,V19
V6,V19
V16,V20
V8,V20
V14,V20
V15,V20
V11,V21
V4,V21
V15,V21
V4,V22
V12,V22
V15,V22
V16,V22
V17,V22
V3,V23
V11,V23
V21,V23
V7,V23
V1,V24
V1,V25
V11,V25
V4,V25
V13,V25
V11,V26
V5,V26
V16,V27
V17,V27
V5,V27
V15,V27
V10,V28
V20,V28
V5,V28
V15,V28
V18,V29
V20,V29
V12,V29
V4,V30
V8,V30
V18,V30
V23,V30
V25,V30
V20,V31
V11,V32
V20,V32
V22,V32
V2,V33
V10,V33
V13,V33
V16,V33
V22,V33
V17,V34
V10,V34
V27,V34
V28,V35
V30,V35
V6,V35
V3,V36
V5,V36
V24,V36
V29,V36
V30,V36
V32,V37
V30,V37
V7,V37
V20,V38
V13,V38
V32,V39
V17,V39
V23,V39
V1,V40
V10,V40
V29,V40
V21,V40
V25,V41
V19,V41
V35,V41
V27,V42
V7,V42
V38,V42
V30,V42
V34,V43
V18,V43
V22,V43
V26,V44
V34,V44
V31,V44
V11,V45
V17,V45
V21,V45
V25,V45
V28,V45
V33,V46
V12,V46
V27,V47
V5,V47
V7,V47
V3,V48
V37,V48
V25,V49
V6,V50
V8,V51
V1,V51
V22,V51
V47,V51
V17,V52
V27,V52
V29,V52
V7,V52
V8,V53
V2,V54
V33,V55
V2,V55
V6,V55
V8,V56
V41,V56
V30,V56
V8,V57
V12,V57
V23,V57
V44,V58
V45,V58
V36,V58
V55,V58
V34,V59
V12,V59
V45,V59
V7,V59
V8,V60
V15,V60
V46,V61
V9,V61
V42,V61
V54,V61
V5,V62
V42,V62
V43,V62
V18,V62
V52,V62
V49,V63
V31,V63
V32,V64
V25,V64
V40,V65
V1,V65
V53,V65
V32,V66
V31,V66
V48,V67
V33,V68
V40,V68
V50,V68
V53,V68
V31,V68
V13,V69
V29,V70
V60,V71
V5,V71
V0,V72
V9,V72
V3,V72
V4,V72
V63,V73
V55,V73
V10,V74
V44,V74
V22,V74
V31,V74
V56,V75
V43,V75
V4,V75
V70,V75
V32,V76
V36,V76
V45,V76
V38,V76
V40,V77
V44,V77
V53,V77
V14,V77
V43,V78
V45,V78
V43,V79
V44,V79
V71,V79
V34,V80
V5,V80
V7,V80
V25,V80
V62,V80
V21,V81
V70,V81
V74,V82
V7,V83
V77,V83
V14,V83
V50,V83
V29,V83
V45,V84
V14,V84
V79,V84
V27,V85
V22,V85
V71,V86
V10,V87
V20,V87
V30,V87
V29,V88
V5,V88
V11,V89
V68,V89
V53,V89
V55,V89
V17,V90
V4,V90
V55,V90
V41,V90
V85,V91
V31,V91
V20,V91
V23,V91
V38,V92
V41,V93
V82,V93
V29,V93
V3,V94
V37,V94
V16,V95
V41,V95
V38,V95
V73,V95
V88,V96
V12,V96
V36,V96
V65,V97
V66,V97
V84,V97
V62,V97
V95,V97
V40,V98
V13,V98
V47,V98
V15,V98
V50,V98
V80,V99
V49,V99
V13,V99
