Cause,Effect
V0,V2
V0,V3
V0,V4
V1,V5
V2,V5
V2,V6
V3,V6
V0,V7
V2,V7
V4,V7
V5,V7
V0,V8
V3,V8
V5,V8
V2,V9
V3,V9
V5,V9
V2,V10
V4,V10
V7,V10
V0,V11
V3,V11
V1,V12
V4,V12
V5,V12
V1,V13
V3,V13
V6,V13
V11,V14
V12,V14
V4,V15
V5,V15
V10,V16
V4,V16
V12,V16
V5,V16
V1,V17
V2,V17
V6,V17
V8,V17
V14,V17
V10,V18
V12,V18
V15,V18
V8,V19
V10,V19
V12,V19
V13,V19
V14,V19
V9,V20
V13,V20
V16,V21
V11,V21
V4,V21
V6,V21
V8,V22
V18,V23
V15,V23
V7,V23
V4,V24
V7,V24
V8,V25
V2,V25
V11,V25
V8,V26
V4,V26
V23,V26
V15,V26
V0,V27
V1,V27
V17,V27
V21,V27
V25,V27
V25,V28
V18,V28
V20,V28
V17,V29
V12,V29
V3,V30
V7,V30
V27,V31
V4,V31
V4,V32
V14,V32
V7,V32
V1,V33
V19,V33
V4,V33
V0,V34
V17,V34
V31,V34
V3,V35
V8,V35
V14,V35
V16,V35
V28,V35
V22,V36
V31,V36
V1,V37
V2,V37
V13,V37
V30,V37
V20,V38
V14,V38
V15,V38
V3,V39
V19,V39
V31,V39
V23,V39
V12,V40
V21,V40
V7,V40
V13,V41
V23,V41
V32,V42
V21,V42
V34,V43
V4,V43
V36,V43
V29,V43
V31,V43
V1,V44
V35,V44
V40,V44
V17,V44
V23,V44
V40,V45
V34,V45
V20,V45
V12,V45
V11,V46
V4,V46
V29,V46
V15,V47
V10,V48
V11,V48
V12,V48
V24,V48
V25,V48
V18,V49
V45,V49
V7,V50
V15,V50
V39,V51
V17,V52
V14,V52
V24,V53
V32,V54
V29,V54
V1,V55
V18,V55
V37,V55
V3,V56
V7,V56
V41,V56
V13,V56
V26,V56
V32,V57
V18,V57
V45,V57
V30,V57
V4,V58
V47,V58
V11,V59
V43,V59
V55,V59
V38,V60
V6,V60
V7,V60
V18,V60
V26,V60
V32,V61
V46,V61
V5,V62
V39,V62
V12,V62
V44,V62
V60,V62
V42,V63
V54,V64
V43,V64
V12,V64
V22,V64
V56,V65
V52,V65
V30,V65
V56,V66
V41,V66
V43,V66
V32,V67
V51,V67
V46,V68
V14,V68
V18,V68
V21,V68
V58,V68
V38,V69
V8,V69
V9,V69
V16,V69
V51,V69
V34,V70
V41,V71
V10,V72
V30,V72
V48,V73
V29,V73
V37,V73
V61,V73
V26,V74
V3,V74
V28,V74
V8,V75
V48,V76
V24,V76
V40,V76
V7,V77
V12,V77
V51,V77
V21,V77
V30,V77
V47,V78
V33,V79
V50,V79
V30,V79
V36,V80
V17,V80
V49,V80
V28,V80
V62,V80
V65,V81
V27,V81
V59,V82
V3,V82
V67,V83
V4,V83
V41,V83
V50,V83
V28,V83
V32,V84
V17,V84
V15,V84
V17,V85
V26,V85
V43,V85
V45,V85
V56,V86
V41,V86
V69,V86
V16,V87
V45,V87
V78,V88
V86,V88
V81,V89
V74,V89
V35,V89
V50,V90
V72,V91
V86,V91
V49,V92
V67,V92
V83,V93
V77,V93
V67,V94
V6,V94
V9,V94
V78,V94
V85,V94
V41,V95
V34,V96
V78,V96
V19,V96
V83,V96
V91,V96
V41,V97
V65,V98
V35,V98
V44,V98
V88,V98
V60,V98
V64,V99
V32,V99
V38,V99
V77,V99
V60,V99
