Cause,Effect
V0,V7
V1,V7
V1,V8
V3,V8
V4,V8
V1,V9
V2,V9
V1,V10
V3,V10
V4,V10
V5,V10
V2,V11
V1,V12
V9,V13
V6,V13
V0,V14
V9,V14
V3,V14
V11,V14
V3,V15
V8,V15
V11,V15
V8,V16
V10,V16
V3,V16
V8,V17
V3,V17
V15,V17
V8,V18
V9,V18
V11,V18
V4,V18
V0,V19
V11,V19
V13,V19
V7,V19
V2,V20
V3,V20
V6,V20
V10,V20
V15,V20
V18,V21
V12,V21
V7,V21
V3,V22
V4,V22
V12,V22
V15,V22
V16,V23
V18,V23
V4,V23
V14,V23
V0,V24
V8,V24
V13,V24
V2,V25
V10,V25
V10,V26
V11,V27
V4,V28
V17,V29
V4,V29
V21,V29
V7,V29
V1,V30
V7,V30
V11,V31
V7,V31
V1,V32
V12,V32
V22,V32
V0,V33
V9,V33
V22,V33
V25,V33
V3,V34
V19,V34
V11,V34
V7,V34
V16,V35
V10,V35
V7,V35
V31,V35
V28,V36
V32,V37
V26,V38
V3,V38
V13,V38
V12,V39
V4,V39
V14,V39
V24,V40
V0,V40
V37,V40
V7,V40
V10,V41
V3,V41
V30,V41
V28,V42
V21,V42
V33,V43
V9,V43
V41,V44
V10,V44
V1,V44
V30,V44
V1,V45
V5,V45
V13,V45
V43,V46
V11,V47
V30,V47
V38,V48
V11,V49
V41,V50
V2,V50
V7,V50
V40,V51
V24,V51
V34,V52
V1,V53
V11,V53
V48,V53
V50,V53
V27,V53
V29,V54
V38,V54
V47,V54
V44,V55
V17,V55
V49,V55
V19,V55
V22,V55
V52,V56
V14,V56
V31,V56
V33,V57
V11,V57
V14,V57
V47,V57
V48,V57
V47,V58
V44,V59
V7,V59
V17,V60
V18,V60
V28,V60
V9,V61
V42,V61
V51,V61
V22,V61
V3,V62
V27,V62
V55,V62
V34,V63
V40,V63
V12,V63
V50,V63
V18,V63
V34,V64
V42,V64
V47,V64
V58,V65
V27,V65
V13,V65
V38,V65
V16,V66
V57,V66
V42,V67
V10,V67
V14,V67
V49,V67
V20,V67
V27,V68
V39,V68
V43,V69
V20,V69
V6,V69
V65,V70
V67,V70
V4,V70
V54,V70
V62,V71
V3,V72
V39,V72
V41,V72
V54,V72
V55,V72
V27,V73
V14,V73
V0,V74
V37,V74
V65,V75
V37,V75
V8,V75
V40,V75
V46,V75
V65,V76
V66,V76
V70,V76
V41,V76
V43,V76
V56,V77
V60,V77
V32,V78
V66,V78
V13,V78
V53,V78
V29,V78
V61,V79
V22,V79
V16,V80
V29,V81
V63,V81
V48,V82
V41,V82
V3,V82
V8,V83
V41,V83
V71,V84
V24,V85
V41,V86
V77,V86
V22,V86
V48,V87
V57,V88
V66,V88
V35,V89
V60,V90
V52,V90
V3,V91
V69,V91
V72,V91
V15,V91
V23,V91
V56,V92
V74,V93
V59,V93
V90,V94
V41,V95
V17,V95
V24,V96
V73,V96
V64,V96
V38,V96
V76,V97
V94,V97
V29,V98
V85,V98
V1,V99
V7,V99
