Cause,Effect
V1,V8
V6,V9
V3,V10
V4,V10
V6,V10
V6,V11
V0,V12
V7,V12
V2,V13
V3,V13
V5,V13
V7,V13
V8,V14
V0,V15
V2,V15
V3,V15
V8,V16
V0,V16
V10,V16
V6,V16
V8,V17
V2,V17
V16,V18
V10,V18
V12,V18
V13,V18
V8,V19
V13,V19
V5,V19
V15,V19
V9,V20
V6,V20
V8,V21
V9,V22
V3,V22
V18,V23
V7,V23
V1,V24
V4,V24
V7,V24
V8,V24
V15,V24
V0,V25
V1,V25
V6,V25
V14,V25
V17,V26
V3,V26
V10,V27
V21,V27
V0,V28
V24,V28
V9,V29
V7,V30
V17,V30
V22,V30
V23,V30
V25,V30
V24,V31
V18,V31
V13,V31
V0,V32
V21,V32
V7,V32
V22,V33
V27,V34
V11,V34
V28,V34
V21,V35
V6,V35
V15,V35
V1,V36
V31,V36
V0,V37
V32,V38
V1,V38
V4,V38
V9,V38
V31,V38
V32,V39
V17,V39
V27,V39
V37,V39
V27,V40
V13,V40
V2,V41
V21,V41
V20,V42
V22,V42
V23,V42
V24,V42
V28,V42
V11,V43
V5,V43
V35,V44
V5,V44
V31,V44
V3,V45
V37,V45
V14,V45
V18,V45
V21,V45
V20,V46
V14,V46
V35,V47
V6,V47
V16,V48
V1,V48
V18,V48
V28,V48
V41,V49
V19,V49
V30,V49
V11,V50
V7,V50
V10,V51
V20,V51
V36,V51
V12,V51
V32,V52
V1,V52
V33,V52
V11,V52
V47,V52
V38,V53
V17,V53
V35,V53
V14,V53
V4,V54
V37,V54
V39,V54
V40,V55
V2,V56
V34,V56
V8,V56
V45,V56
V30,V56
V49,V57
V52,V57
V44,V57
V48,V58
V17,V58
V31,V58
V40,V59
V1,V59
V52,V59
V29,V59
V29,V60
V17,V61
V58,V61
V19,V61
V36,V62
V29,V62
V50,V63
V58,V63
V3,V64
V38,V64
V38,V65
V14,V65
V18,V66
V21,V66
V22,V66
V34,V67
V37,V67
V12,V67
V18,V67
V60,V67
V2,V68
V6,V68
V41,V68
V43,V68
V63,V68
V58,V69
V18,V69
V59,V70
V29,V70
V63,V70
V49,V71
V21,V71
V54,V71
V22,V71
V29,V71
V55,V72
V27,V73
V14,V73
V18,V74
V11,V74
V45,V74
V31,V74
V40,V75
V12,V75
V8,V76
V57,V76
V49,V77
V58,V77
V19,V77
V29,V77
V71,V78
V46,V78
V21,V78
V24,V78
V31,V78
V25,V79
V0,V80
V20,V80
V65,V81
V40,V81
V10,V81
V15,V81
V17,V81
V40,V82
V50,V82
V13,V82
V81,V83
V42,V84
V27,V84
V52,V84
V47,V84
V6,V85
V40,V85
V13,V85
V23,V85
V24,V85
V1,V86
V61,V86
V62,V86
V2,V87
V43,V87
V21,V87
V72,V88
V23,V88
V14,V88
V39,V88
V44,V89
V37,V89
V9,V90
V77,V90
V21,V90
V87,V90
V44,V91
V9,V92
V79,V92
V16,V92
V81,V92
V31,V92
V16,V93
V90,V93
V31,V93
V48,V94
V4,V94
V7,V94
V15,V94
V8,V95
V76,V95
V47,V95
V92,V95
V93,V95
V93,V96
V58,V97
V3,V97
V13,V97
V15,V97
V48,V98
V25,V98
V76,V98
V71,V98
V45,V99
