Cause,Effect
V0,V2
V0,V3
V0,V4
V1,V5
V2,V5
V0,V6
V1,V6
V3,V6
V3,V7
V5,V7
V2,V8
V4,V8
V3,V9
V2,V10
V3,V10
V2,V11
V5,V11
V7,V11
V6,V12
V11,V13
V7,V13
V4,V14
V7,V14
V0,V15
V9,V15
V11,V16
V12,V16
V9,V17
V1,V17
V9,V18
V2,V18
V3,V18
V2,V19
V11,V19
V13,V19
V14,V19
V16,V20
V10,V20
V18,V20
V11,V20
V2,V21
V11,V21
V13,V21
V6,V21
V9,V22
V10,V22
V14,V22
V6,V22
V17,V23
V18,V23
V20,V23
V7,V23
V9,V24
V16,V25
V17,V25
V3,V25
V0,V25
V14,V26
V19,V27
V1,V27
V11,V27
V24,V28
V2,V28
V3,V28
V5,V28
V8,V29
V17,V29
V4,V29
V1,V30
V10,V30
V17,V30
V7,V30
V8,V31
V1,V32
V12,V32
V6,V32
V7,V32
V18,V33
V4,V34
V7,V34
V17,V34
V24,V34
V27,V34
V8,V35
V32,V36
V17,V36
V19,V36
V11,V36
V2,V37
V19,V37
V28,V37
V26,V38
V2,V38
V5,V38
V36,V39
V15,V39
V30,V39
V14,V39
V24,V40
V28,V40
V20,V40
V21,V40
V21,V41
V31,V41
V21,V42
V10,V43
V0,V44
V33,V44
V38,V44
V9,V44
V11,V44
V2,V45
V7,V45
V8,V45
V10,V45
V15,V45
V22,V46
V24,V47
V36,V47
V15,V47
V32,V48
V26,V48
V2,V49
V6,V49
V44,V49
V47,V49
V22,V49
V41,V50
V12,V50
V37,V50
V6,V50
V26,V51
V11,V51
V20,V51
V7,V51
V0,V52
V13,V52
V24,V53
V34,V53
V42,V53
V34,V54
V40,V55
V10,V55
V4,V55
V3,V56
V21,V56
V49,V57
V18,V57
V10,V57
V50,V57
V42,V58
V2,V58
V44,V58
V1,V59
V11,V59
V22,V59
V30,V59
V43,V60
V4,V60
V3,V61
V53,V61
V8,V62
V35,V62
V3,V62
V22,V62
V45,V63
V44,V64
V32,V65
V60,V65
V20,V65
V39,V65
V24,V66
V48,V66
V11,V66
V4,V66
V0,V67
V29,V67
V1,V68
V3,V68
V4,V68
V39,V68
V55,V68
V4,V69
V32,V70
V42,V70
V23,V70
V3,V71
V69,V71
V41,V71
V30,V71
V62,V71
V57,V72
V29,V72
V5,V72
V37,V73
V45,V73
V4,V73
V5,V73
V52,V74
V5,V74
V6,V74
V56,V75
V40,V75
V66,V75
V14,V76
V34,V77
V27,V77
V17,V78
V48,V79
V22,V79
V72,V80
V56,V80
V33,V81
V51,V81
V45,V81
V70,V81
V60,V82
V70,V83
V2,V83
V22,V83
V25,V83
V18,V84
V20,V84
V14,V84
V40,V85
V50,V85
V5,V85
V79,V85
V17,V86
V9,V87
V19,V87
V52,V87
V53,V87
V28,V87
V16,V88
V2,V88
V5,V88
V27,V89
V39,V90
V13,V90
V46,V90
V18,V90
V53,V90
V82,V91
V59,V92
V89,V93
V78,V93
V30,V93
V35,V94
V60,V94
V32,V95
V55,V95
V41,V96
V85,V96
V81,V97
V26,V97
V76,V97
V9,V97
V4,V98
V78,V99
V14,V99
V57,V99
V28,V99
V29,V99
