Cause,Effect
V0,V2
V0,V3
V0,V4
V0,V5
V2,V5
V3,V5
V0,V6
V2,V6
V1,V7
V1,V8
V2,V8
V3,V8
V0,V9
V5,V9
V7,V9
V1,V10
V2,V10
V4,V10
V6,V10
V7,V10
V1,V11
V5,V11
V6,V11
V7,V11
V5,V12
V6,V13
V2,V14
V10,V14
V8,V15
V9,V15
V5,V15
V7,V15
V14,V16
V5,V17
V0,V18
V1,V18
V9,V18
V8,V19
V0,V19
V4,V19
V17,V20
V12,V20
V5,V21
V7,V21
V8,V21
V10,V21
V18,V21
V20,V22
V15,V22
V17,V23
V20,V23
V12,V23
V14,V23
V2,V24
V18,V24
V13,V24
V6,V24
V0,V25
V11,V25
V2,V25
V18,V25
V13,V26
V6,V26
V14,V27
V2,V28
V3,V28
V7,V28
V16,V28
V17,V28
V9,V29
V19,V29
V25,V29
V13,V30
V2,V31
V0,V32
V1,V32
V27,V32
V7,V32
V10,V33
V10,V34
V22,V34
V17,V35
V29,V35
V1,V35
V15,V35
V13,V36
V22,V36
V34,V37
V33,V38
V6,V38
V7,V38
V29,V38
V31,V38
V12,V39
V29,V39
V31,V39
V13,V40
V36,V41
V4,V41
V27,V41
V30,V41
V31,V41
V35,V42
V7,V42
V22,V42
V24,V42
V26,V42
V3,V43
V14,V43
V24,V44
V7,V44
V34,V45
V12,V45
V23,V45
V2,V46
V5,V46
V39,V46
V15,V46
V25,V46
V33,V47
V2,V47
V5,V47
V31,V47
V40,V48
V0,V48
V19,V48
V18,V49
V8,V50
V37,V50
V11,V51
V10,V52
V27,V52
V37,V52
V33,V53
V36,V53
V21,V53
V46,V53
V34,V54
V37,V54
V24,V55
V41,V55
V11,V56
V20,V56
V47,V56
V1,V57
V35,V57
V26,V58
V51,V59
V44,V59
V2,V60
V0,V61
V38,V61
V31,V61
V56,V62
V3,V62
V6,V62
V30,V62
V49,V63
V58,V63
V6,V64
V49,V65
V11,V65
V41,V66
V35,V66
V40,V67
V23,V67
V26,V68
V29,V68
V39,V68
V35,V69
V59,V69
V43,V69
V1,V70
V7,V70
V8,V70
V45,V70
V31,V70
V47,V71
V25,V72
V2,V72
V59,V72
V58,V73
V49,V74
V67,V74
V46,V74
V63,V74
V40,V75
V50,V76
V51,V76
V22,V76
V71,V76
V16,V77
V67,V77
V4,V77
V17,V78
V66,V78
V27,V78
V32,V79
V37,V79
V74,V79
V51,V79
V26,V79
V72,V80
V50,V80
V61,V80
V6,V80
V2,V81
V42,V81
V49,V81
V55,V81
V29,V81
V2,V82
V39,V82
V22,V82
V56,V82
V59,V82
V25,V83
V75,V83
V29,V83
V35,V84
V39,V84
V16,V85
V29,V85
V14,V85
V31,V85
V49,V86
V67,V86
V81,V87
V46,V88
V14,V88
V7,V88
V41,V89
V51,V89
V5,V89
V64,V90
V62,V91
V1,V92
V47,V92
V49,V92
V21,V92
V61,V92
V64,V93
V7,V93
V10,V93
V17,V93
V50,V93
V63,V94
V33,V95
V45,V95
V63,V95
V16,V96
V72,V96
V79,V96
V13,V97
V22,V97
V88,V98
V57,V98
V43,V98
V35,V99
V84,V99
