Cause,Effect
V0,V3
V0,V4
V1,V4
V0,V5
V1,V5
V0,V6
V1,V6
V0,V7
V4,V7
V5,V8
V3,V9
V0,V10
V1,V11
V3,V11
V4,V11
V9,V11
V3,V12
V4,V12
V6,V13
V4,V14
V8,V15
V9,V16
V2,V16
V12,V16
V5,V17
V6,V17
V8,V18
V0,V18
V2,V19
V6,V19
V9,V19
V13,V19
V15,V19
V8,V20
V11,V20
V12,V20
V1,V21
V2,V21
V3,V21
V4,V21
V10,V21
V16,V22
V19,V22
V19,V23
V7,V23
V4,V23
V15,V23
V1,V24
V4,V24
V20,V24
V12,V24
V9,V25
V3,V26
V13,V26
V14,V26
V17,V27
V21,V27
V24,V28
V26,V28
V19,V28
V22,V28
V8,V29
V24,V29
V17,V29
V7,V29
V8,V30
V16,V30
V17,V30
V19,V30
V26,V30
V8,V31
V5,V31
V19,V32
V5,V32
V6,V32
V26,V33
V19,V33
V6,V33
V11,V34
V14,V34
V7,V35
V32,V36
V12,V36
V34,V37
V11,V37
V35,V38
V4,V38
V13,V38
V7,V38
V10,V39
V13,V40
V31,V40
V20,V41
V14,V41
V20,V42
V5,V42
V14,V42
V34,V43
V40,V43
V23,V43
V25,V43
V30,V43
V33,V44
V22,V44
V40,V45
V35,V45
V36,V45
V7,V45
V1,V46
V27,V46
V14,V46
V31,V46
V9,V47
V2,V48
V35,V48
V36,V48
V7,V48
V39,V48
V23,V49
V41,V50
V12,V50
V9,V51
V26,V51
V44,V51
V17,V52
V20,V52
V9,V52
V9,V53
V10,V53
V28,V53
V48,V54
V10,V54
V35,V54
V20,V54
V1,V55
V3,V55
V40,V55
V48,V55
V27,V55
V9,V56
V20,V56
V0,V57
V54,V58
V40,V59
V10,V59
V28,V59
V20,V59
V56,V60
V33,V60
V26,V60
V10,V61
V13,V61
V39,V61
V10,V62
V3,V62
V53,V62
V39,V62
V16,V63
V26,V63
V4,V63
V12,V63
V0,V64
V41,V64
V29,V64
V57,V64
V38,V65
V6,V65
V43,V65
V49,V65
V20,V65
V8,V66
V1,V66
V15,V66
V0,V67
V39,V67
V8,V67
V46,V67
V19,V67
V0,V68
V9,V69
V30,V69
V9,V70
V12,V70
V40,V71
V12,V72
V1,V73
V51,V73
V34,V74
V22,V74
V23,V74
V56,V75
V65,V75
V62,V75
V49,V75
V72,V76
V48,V76
V55,V76
V28,V76
V62,V76
V40,V77
V41,V77
V13,V77
V35,V78
V27,V78
V4,V78
V31,V78
V12,V79
V37,V79
V70,V79
V11,V80
V41,V80
V19,V80
V30,V80
V32,V81
V41,V81
V47,V81
V17,V81
V25,V81
V60,V82
V29,V82
V22,V82
V40,V83
V35,V83
V37,V83
V6,V83
V17,V84
V68,V84
V30,V84
V31,V84
V49,V85
V82,V86
V74,V87
V83,V87
V52,V87
V71,V88
V7,V88
V62,V89
V33,V89
V76,V89
V30,V89
V43,V90
V2,V91
V38,V92
V16,V92
V50,V92
V54,V92
V62,V92
V24,V93
V62,V93
V46,V93
V47,V93
V16,V94
V76,V94
V37,V94
V41,V95
V45,V95
V71,V95
V58,V96
V77,V96
V21,V96
V68,V97
V46,V97
V1,V98
V70,V98
V42,V98
V10,V98
V15,V98
V32,V99
V49,V99
