Cause,Effect
V0,V8
V1,V8
V4,V8
V0,V9
V1,V9
V2,V9
V3,V9
V4,V9
V1,V10
V3,V10
V5,V10
V0,V11
V1,V11
V4,V11
V1,V12
V6,V12
V1,V13
V11,V13
V6,V13
V5,V14
V6,V14
V8,V14
V9,V14
V10,V14
V1,V15
V5,V15
V6,V15
V10,V15
V11,V15
V1,V16
V11,V16
V6,V16
V2,V17
V3,V17
V4,V17
V5,V17
V11,V17
V8,V18
V3,V18
V4,V18
V7,V18
V12,V19
V1,V20
V12,V20
V10,V21
V0,V22
V5,V22
V15,V22
V11,V23
V0,V24
V1,V24
V18,V24
V19,V24
V18,V25
V4,V25
V13,V25
V14,V25
V12,V26
V24,V27
V22,V27
V6,V27
V8,V28
V21,V28
V8,V29
V17,V29
V0,V30
V24,V30
V4,V30
V0,V31
V1,V31
V10,V31
V19,V31
V23,V31
V26,V32
V29,V33
V8,V34
V17,V34
V22,V34
V23,V34
V8,V35
V6,V36
V11,V37
V19,V37
V3,V38
V0,V39
V4,V40
V13,V40
V27,V41
V39,V41
V22,V41
V31,V41
V0,V42
V17,V42
V27,V43
V42,V44
V11,V44
V12,V44
V39,V45
V40,V46
V36,V47
V6,V47
V39,V47
V41,V47
V26,V47
V11,V48
V20,V48
V15,V48
V26,V49
V28,V49
V36,V49
V42,V50
V4,V50
V15,V50
V5,V51
V2,V52
V35,V52
V36,V52
V39,V52
V18,V52
V8,V53
V1,V53
V29,V53
V40,V54
V2,V54
V7,V54
V34,V55
V2,V55
V6,V55
V7,V55
V14,V55
V48,V56
V37,V56
V10,V57
V12,V57
V50,V57
V36,V57
V19,V58
V1,V59
V50,V59
V5,V59
V23,V59
V16,V60
V41,V60
V4,V60
V47,V60
V33,V61
V4,V61
V23,V61
V17,V62
V39,V62
V45,V63
V32,V64
V24,V64
V22,V64
V31,V64
V36,V65
V59,V66
V15,V66
V25,V67
V2,V67
V17,V67
V30,V67
V0,V68
V51,V68
V6,V68
V53,V69
V58,V70
V37,V70
V63,V70
V47,V70
V1,V71
V37,V71
V10,V71
V48,V71
V59,V71
V32,V72
V39,V72
V27,V73
V4,V73
V63,V73
V28,V74
V58,V75
V4,V75
V70,V75
V56,V76
V57,V76
V43,V76
V21,V76
V8,V77
V31,V77
V13,V78
V17,V79
V51,V79
V44,V79
V48,V80
V28,V80
V6,V80
V23,V80
V73,V81
V7,V81
V9,V82
V59,V82
V6,V82
V41,V82
V46,V83
V77,V83
V62,V83
V51,V84
V61,V84
V76,V84
V77,V84
V33,V85
V26,V85
V9,V86
V75,V86
V47,V86
V27,V86
V28,V86
V76,V87
V13,V87
V73,V88
V81,V89
V42,V89
V30,V89
V34,V90
V86,V90
V58,V91
V36,V91
V29,V91
V48,V92
V10,V92
V38,V92
V22,V93
V43,V94
V82,V94
V59,V94
V86,V94
V68,V95
V29,V95
V22,V95
V79,V96
V13,V97
V65,V98
V4,V98
V73,V98
V10,V98
V20,V98
V25,V99
V66,V99
