Cause,Effect
V4,V6
V1,V7
V4,V7
V1,V8
V3,V8
V4,V8
V1,V9
V4,V9
V6,V9
V7,V9
V0,V10
V3,V10
V5,V10
V1,V11
V2,V12
V6,V12
V1,V13
V11,V13
V7,V13
V2,V14
V4,V14
V5,V14
V9,V14
V10,V14
V10,V15
V7,V15
V8,V16
V11,V17
V13,V17
V14,V17
V15,V17
V3,V18
V11,V18
V13,V18
V8,V19
V13,V19
V14,V19
V2,V20
V11,V20
V4,V20
V0,V21
V1,V21
V18,V21
V17,V21
V3,V22
V0,V23
V9,V23
V18,V23
V19,V23
V9,V24
V6,V25
V2,V26
V12,V26
V9,V27
V19,V27
V14,V27
V6,V27
V0,V28
V16,V28
V25,V29
V19,V29
V16,V30
V9,V30
V3,V30
V1,V30
V1,V31
V13,V31
V8,V32
V9,V32
V21,V32
V29,V32
V17,V33
V26,V33
V20,V33
V14,V33
V24,V34
V5,V34
V18,V34
V29,V34
V25,V35
V6,V36
V12,V36
V21,V36
V23,V36
V25,V36
V17,V37
V18,V37
V22,V37
V8,V38
V21,V38
V7,V38
V31,V39
V19,V40
V23,V40
V20,V41
V36,V41
V12,V41
V8,V42
V11,V42
V29,V42
V16,V43
V1,V44
V15,V44
V23,V44
V26,V45
V27,V45
V19,V46
V41,V47
V11,V47
V25,V47
V17,V47
V17,V48
V43,V48
V18,V49
V8,V50
V35,V50
V37,V50
V23,V50
V5,V51
V29,V52
V40,V53
V27,V53
V20,V53
V38,V53
V51,V54
V11,V54
V35,V54
V16,V55
V17,V55
V7,V55
V15,V55
V35,V56
V8,V56
V44,V56
V45,V56
V21,V56
V3,V57
V7,V57
V13,V57
V21,V57
V30,V57
V40,V58
V13,V58
V0,V59
V7,V59
V41,V59
V49,V59
V27,V59
V1,V60
V36,V60
V7,V60
V4,V61
V53,V62
V36,V62
V12,V62
V55,V62
V16,V63
V41,V63
V3,V63
V8,V63
V35,V64
V45,V64
V5,V64
V1,V65
V4,V65
V31,V65
V43,V66
V21,V66
V10,V67
V47,V67
V52,V67
V60,V67
V30,V67
V32,V68
V27,V68
V37,V68
V43,V69
V12,V69
V12,V70
V54,V70
V28,V71
V62,V71
V47,V71
V32,V72
V42,V72
V54,V72
V59,V72
V63,V72
V48,V73
V11,V73
V62,V73
V55,V73
V16,V74
V68,V74
V17,V75
V58,V76
V27,V76
V22,V76
V26,V77
V33,V78
V4,V78
V39,V78
V51,V78
V31,V78
V12,V79
V5,V79
V44,V79
V61,V80
V10,V81
V74,V81
V36,V82
V10,V82
V76,V82
V26,V82
V29,V82
V42,V83
V69,V84
V35,V85
V36,V85
V38,V85
V11,V85
V44,V85
V40,V86
V47,V86
V49,V86
V84,V86
V28,V86
V9,V87
V81,V87
V18,V87
V21,V87
V27,V87
V60,V88
V49,V89
V78,V89
V1,V90
V66,V90
V68,V90
V37,V90
V59,V90
V61,V91
V51,V91
V77,V91
V7,V91
V1,V92
V77,V92
V29,V92
V22,V92
V72,V93
V73,V93
V40,V93
V8,V94
V26,V94
V2,V94
V4,V94
V3,V95
V9,V96
V93,V96
V89,V97
V50,V97
V45,V97
V1,V97
V38,V98
V7,V98
V40,V98
V81,V98
V86,V98
V56,V99
V19,V99
V53,V99
V78,V99
