Cause,Effect
V1,V4
V2,V4
V0,V5
V2,V5
V1,V6
V3,V6
V1,V7
V3,V7
V4,V7
V0,V8
V2,V8
V4,V9
V5,V9
V6,V9
V0,V10
V3,V10
V5,V10
V6,V10
V1,V11
V6,V11
V0,V12
V1,V12
V6,V12
V1,V13
V2,V13
V4,V13
V0,V14
V1,V14
V10,V14
V2,V14
V12,V15
V0,V16
V2,V16
V10,V17
V1,V18
V5,V18
V7,V18
V11,V18
V14,V18
V12,V19
V5,V19
V6,V19
V15,V19
V3,V20
V16,V21
V17,V21
V4,V21
V9,V21
V4,V22
V8,V23
V1,V23
V18,V23
V20,V23
V5,V24
V8,V24
V11,V24
V12,V24
V18,V24
V16,V25
V24,V26
V10,V26
V20,V26
V5,V26
V8,V27
V11,V27
V18,V28
V22,V28
V1,V29
V13,V29
V17,V29
V3,V30
V17,V31
V19,V31
V13,V31
V19,V32
V3,V32
V14,V32
V23,V32
V8,V33
V9,V33
V3,V33
V25,V34
V19,V34
V1,V34
V27,V35
V29,V35
V23,V35
V10,V36
V29,V36
V32,V37
V29,V37
V4,V38
V20,V38
V1,V39
V35,V39
V16,V39
V18,V39
V23,V39
V10,V40
V16,V41
V1,V41
V29,V41
V31,V41
V0,V42
V26,V42
V40,V42
V20,V42
V6,V43
V19,V44
V18,V44
V3,V44
V21,V44
V23,V45
V4,V45
V15,V45
V9,V46
V18,V46
V8,V47
V2,V48
V5,V48
V6,V48
V40,V48
V25,V48
V19,V49
V32,V50
V24,V50
V42,V50
V31,V50
V33,V51
V37,V51
V22,V51
V33,V52
V11,V52
V49,V52
V25,V52
V28,V52
V44,V53
V48,V53
V49,V53
V21,V53
V28,V53
V17,V54
V18,V55
V45,V55
V14,V55
V47,V55
V50,V56
V8,V57
V26,V57
V33,V58
V34,V58
V4,V58
V55,V58
V49,V59
V21,V59
V40,V60
V41,V60
V11,V60
V36,V60
V33,V61
V55,V62
V32,V63
V18,V63
V53,V63
V40,V64
V58,V64
V20,V64
V51,V65
V37,V65
V34,V66
V44,V66
V45,V66
V30,V66
V32,V67
V9,V67
V6,V68
V33,V69
V45,V69
V32,V70
V35,V70
V9,V70
V42,V70
V51,V70
V0,V71
V2,V71
V4,V71
V29,V71
V40,V72
V57,V72
V55,V72
V15,V72
V33,V73
V19,V73
V29,V73
V56,V74
V16,V74
V28,V74
V37,V74
V32,V75
V20,V75
V65,V76
V35,V76
V8,V76
V44,V76
V53,V76
V15,V77
V46,V77
V31,V77
V17,V78
V75,V78
V9,V79
V35,V79
V7,V79
V64,V80
V33,V80
V78,V80
V46,V80
V6,V81
V38,V81
V51,V81
V61,V81
V30,V81
V14,V82
V71,V82
V8,V83
V62,V83
V44,V84
V1,V85
V49,V85
V55,V85
V60,V86
V1,V87
V4,V87
V37,V87
V5,V87
V11,V87
V18,V88
V78,V88
V31,V88
V58,V89
V68,V89
V62,V89
V41,V90
V35,V90
V12,V90
V88,V91
V58,V91
V11,V91
V53,V91
V2,V92
V45,V92
V7,V92
V34,V93
V38,V93
V42,V93
V45,V93
V13,V93
V25,V94
V0,V95
V31,V95
V34,V96
V67,V96
V46,V96
V14,V96
V47,V96
V60,V97
V53,V97
V6,V97
V33,V98
V68,V98
V53,V98
V62,V98
V24,V99
V43,V99
