Cause,Effect
V3,V7
V2,V8
V3,V8
V4,V8
V5,V8
V0,V9
V3,V9
V5,V9
V0,V10
V1,V10
V3,V11
V5,V12
V1,V13
V2,V13
V3,V13
V5,V13
V1,V14
V2,V14
V3,V14
V1,V15
V13,V15
V5,V15
V7,V15
V12,V16
V3,V16
V4,V16
V13,V16
V1,V17
V3,V17
V5,V17
V6,V17
V15,V17
V1,V18
V8,V18
V10,V18
V12,V18
V14,V18
V0,V19
V16,V19
V3,V19
V8,V20
V17,V20
V13,V21
V7,V21
V0,V22
V16,V22
V5,V22
V15,V22
V7,V23
V0,V24
V7,V24
V12,V24
V13,V24
V14,V24
V1,V25
V3,V25
V5,V25
V14,V25
V20,V25
V17,V26
V4,V26
V21,V26
V14,V26
V18,V27
V14,V27
V17,V28
V21,V28
V7,V28
V9,V29
V10,V29
V11,V29
V15,V29
V19,V29
V1,V30
V18,V30
V19,V30
V12,V30
V8,V31
V20,V31
V7,V31
V13,V32
V24,V33
V3,V34
V19,V34
V2,V34
V11,V34
V1,V35
V27,V35
V0,V36
V28,V36
V6,V36
V8,V37
V31,V37
V34,V38
V19,V38
V24,V39
V17,V39
V18,V40
V21,V40
V13,V40
V34,V41
V4,V41
V29,V41
V23,V41
V24,V42
V5,V43
V36,V43
V31,V43
V7,V43
V9,V44
V19,V44
V36,V44
V25,V45
V36,V45
V5,V45
V38,V45
V26,V46
V13,V46
V42,V47
V36,V47
V0,V48
V11,V48
V43,V48
V21,V48
V38,V49
V8,V50
V41,V50
V12,V50
V30,V50
V10,V51
V34,V51
V37,V51
V6,V51
V42,V52
V29,V52
V50,V53
V26,V53
V20,V53
V16,V54
V8,V54
V45,V54
V10,V55
V44,V55
V19,V56
V13,V56
V34,V57
V17,V57
V19,V57
V53,V57
V28,V57
V16,V58
V41,V58
V26,V58
V12,V58
V49,V59
V36,V59
V57,V59
V2,V60
V11,V61
V37,V61
V1,V62
V21,V62
V39,V62
V29,V63
V29,V64
V56,V65
V44,V65
V47,V65
V1,V66
V39,V66
V15,V66
V56,V66
V31,V66
V57,V67
V12,V67
V5,V67
V46,V67
V40,V68
V3,V68
V11,V68
V32,V69
V39,V69
V29,V70
V46,V70
V25,V71
V34,V71
V6,V71
V63,V71
V27,V72
V12,V72
V17,V73
V34,V73
V62,V73
V39,V73
V38,V74
V49,V74
V9,V74
V23,V74
V24,V75
V1,V75
V25,V75
V33,V75
V66,V76
V70,V76
V46,V76
V54,V76
V55,V76
V56,V77
V5,V77
V30,V77
V66,V78
V33,V79
V5,V79
V59,V80
V69,V80
V14,V80
V35,V81
V10,V81
V43,V81
V74,V81
V77,V81
V75,V82
V20,V82
V72,V83
V62,V84
V58,V84
V22,V84
V63,V84
V19,V85
V29,V85
V8,V86
V75,V86
V84,V86
V6,V86
V50,V87
V5,V87
V13,V87
V66,V88
V31,V88
V23,V88
V9,V89
V9,V90
V0,V91
V2,V91
V61,V91
V46,V92
V50,V92
V12,V92
V78,V92
V40,V93
V18,V93
V64,V93
V15,V93
V56,V94
V1,V94
V28,V94
V69,V94
V39,V95
V1,V96
V18,V96
V27,V96
V89,V97
V49,V97
V69,V97
V46,V97
V66,V98
V44,V98
V84,V98
V42,V99
V52,V99
V55,V99
V25,V99
V60,V99
