Cause,Effect
V3,V5
V0,V6
V1,V6
V3,V6
V0,V7
V1,V8
V2,V9
V1,V10
V3,V10
V8,V11
V5,V11
V7,V11
V3,V12
V5,V12
V1,V13
V9,V14
V8,V15
V3,V15
V5,V15
V7,V15
V1,V16
V11,V16
V14,V16
V3,V17
V7,V17
V8,V17
V12,V17
V14,V17
V11,V18
V7,V18
V8,V19
V0,V19
V5,V19
V6,V19
V1,V20
V12,V20
V8,V21
V2,V21
V4,V21
V6,V22
V9,V22
V11,V22
V14,V22
V19,V22
V15,V23
V16,V24
V10,V24
V16,V25
V2,V25
V20,V25
V12,V25
V13,V26
V22,V26
V18,V27
V16,V28
V9,V28
V7,V28
V11,V29
V2,V30
V11,V30
V7,V30
V0,V31
V3,V31
V11,V31
V27,V31
V29,V31
V18,V32
V2,V33
V28,V33
V13,V33
V4,V34
V21,V34
V15,V34
V0,V35
V3,V35
V9,V35
V14,V35
V19,V35
V10,V36
V14,V36
V9,V37
V21,V37
V15,V37
V33,V38
V8,V38
V11,V38
V14,V38
V15,V38
V32,V39
V8,V39
V12,V39
V17,V39
V27,V39
V34,V40
V26,V41
V37,V41
V4,V41
V21,V41
V0,V42
V4,V42
V30,V42
V23,V42
V0,V43
V9,V43
V18,V43
V24,V43
V6,V44
V24,V45
V1,V45
V30,V45
V22,V46
V20,V47
V34,V48
V6,V48
V40,V48
V22,V48
V24,V48
V14,V49
V28,V50
V8,V51
V20,V51
V15,V51
V32,V52
V10,V52
V39,V52
V8,V53
V0,V54
V45,V54
V14,V54
V52,V54
V22,V54
V8,V55
V21,V55
V3,V56
V52,V56
V46,V56
V7,V56
V38,V57
V40,V57
V9,V57
V30,V57
V31,V57
V0,V58
V41,V58
V38,V58
V35,V59
V6,V59
V41,V59
V49,V59
V52,V59
V27,V60
V44,V60
V31,V60
V19,V61
V37,V61
V55,V62
V47,V63
V21,V64
V6,V65
V57,V66
V10,V67
V21,V67
V53,V67
V15,V67
V51,V68
V11,V69
V16,V70
V14,V70
V46,V71
V19,V72
V43,V72
V28,V72
V16,V73
V2,V73
V40,V74
V41,V74
V2,V74
V68,V75
V71,V75
V41,V75
V56,V75
V57,V75
V3,V76
V16,V77
V58,V77
V42,V77
V56,V78
V1,V78
V37,V78
V23,V78
V59,V79
V44,V79
V43,V80
V76,V80
V14,V80
V16,V80
V58,V80
V75,V81
V76,V81
V49,V82
V27,V82
V28,V83
V44,V83
V60,V83
V15,V83
V65,V84
V48,V85
V41,V85
V50,V85
V76,V85
V42,V86
V49,V87
V82,V87
V37,V87
V78,V87
V49,V88
V69,V88
V17,V89
V25,V90
V75,V90
V51,V90
V58,V90
V64,V91
V70,V91
V15,V91
V56,V91
V88,V91
V46,V92
V90,V93
V3,V93
V80,V94
V29,V94
V77,V94
V79,V94
V16,V95
V54,V96
V23,V96
V48,V97
V44,V97
V29,V97
V66,V98
V28,V98
V4,V98
V87,V98
V74,V99
