Cause,Effect
V1,V8
V6,V8
V1,V9
V4,V10
V5,V10
V0,V11
V5,V11
V7,V11
V0,V12
V1,V12
V4,V12
V6,V12
V1,V13
V9,V13
V9,V14
V4,V14
V6,V14
V0,V15
V2,V15
V4,V15
V1,V16
V2,V16
V11,V17
V12,V17
V10,V18
V11,V18
V15,V18
V1,V19
V4,V19
V5,V19
V12,V19
V14,V19
V16,V20
V10,V20
V2,V20
V14,V20
V16,V21
V2,V21
V12,V21
V15,V22
V3,V23
V12,V23
V20,V23
V0,V24
V3,V24
V5,V24
V13,V24
V17,V24
V8,V25
V15,V25
V3,V26
V4,V26
V5,V26
V14,V26
V18,V26
V10,V27
V0,V28
V4,V28
V10,V28
V11,V28
V16,V28
V25,V29
V2,V29
V19,V29
V12,V29
V0,V30
V18,V30
V16,V31
V1,V31
V28,V31
V12,V31
V8,V32
V3,V32
V3,V33
V8,V33
V19,V33
V20,V33
V30,V33
V24,V34
V17,V34
V31,V34
V2,V35
V24,V36
V8,V36
V30,V36
V31,V36
V32,V37
V9,V37
V3,V37
V12,V37
V32,V38
V11,V39
V23,V39
V0,V40
V35,V40
V18,V40
V19,V40
V28,V41
V33,V42
V15,V42
V21,V42
V27,V42
V28,V42
V0,V43
V36,V43
V14,V43
V23,V43
V34,V44
V8,V44
V40,V44
V42,V44
V12,V44
V9,V45
V34,V45
V0,V46
V41,V46
V34,V46
V23,V46
V13,V47
V44,V48
V21,V48
V36,V48
V31,V48
V40,V49
V27,V49
V13,V49
V29,V50
V11,V51
V19,V51
V21,V51
V6,V52
V9,V52
V15,V52
V21,V52
V24,V52
V48,V53
V33,V53
V12,V53
V30,V53
V26,V54
V30,V54
V48,V55
V36,V55
V22,V55
V1,V56
V34,V56
V9,V56
V0,V57
V33,V57
V46,V57
V15,V57
V50,V57
V17,V58
V11,V58
V45,V58
V14,V58
V40,V59
V4,V59
V28,V60
V13,V61
V22,V61
V46,V62
V57,V62
V45,V62
V54,V62
V24,V63
V17,V63
V53,V63
V7,V63
V10,V64
V36,V64
V46,V64
V47,V64
V42,V65
V45,V65
V48,V65
V22,V65
V58,V65
V8,V66
V59,V66
V61,V66
V39,V66
V5,V67
V59,V68
V54,V68
V46,V69
V38,V69
V14,V69
V16,V69
V16,V70
V62,V70
V50,V70
V22,V70
V26,V71
V15,V71
V63,V71
V50,V72
V60,V72
V10,V73
V24,V74
V22,V74
V19,V75
V43,V76
V36,V76
V36,V77
V20,V78
V23,V78
V38,V78
V14,V78
V11,V79
V20,V79
V54,V79
V56,V79
V29,V79
V48,V80
V21,V80
V14,V80
V39,V80
V24,V81
V50,V81
V57,V82
V27,V82
V68,V82
V33,V82
V36,V83
V69,V83
V22,V83
V80,V84
V36,V84
V68,V84
V66,V85
V13,V85
V77,V85
V20,V85
V29,V85
V65,V86
V69,V86
V10,V86
V45,V86
V30,V86
V56,V87
V9,V87
V11,V87
V13,V87
V83,V88
V20,V88
V12,V88
V23,V88
V8,V89
V14,V89
V79,V89
V16,V89
V18,V89
V33,V90
V42,V90
V13,V90
V52,V90
V24,V90
V80,V91
V86,V91
V59,V92
V11,V93
V15,V93
V40,V94
V89,V94
V73,V95
V31,V95
V71,V96
V9,V97
V82,V97
V36,V97
V4,V97
V16,V98
V85,V98
V48,V99
V9,V99
