Cause,Effect
V0,V2
V0,V3
V0,V4
V2,V4
V0,V5
V2,V6
V0,V7
V1,V7
V3,V7
V4,V7
V4,V8
V1,V9
V3,V9
V5,V9
V2,V10
V7,V10
V0,V11
V1,V11
V4,V11
V1,V12
V6,V12
V7,V12
V1,V13
V2,V13
V3,V13
V5,V13
V6,V13
V0,V14
V3,V14
V8,V14
V9,V14
V11,V14
V2,V15
V4,V15
V13,V15
V6,V15
V9,V16
V10,V16
V12,V16
V0,V17
V6,V17
V11,V17
V12,V17
V14,V17
V1,V18
V6,V18
V7,V18
V12,V19
V14,V19
V17,V20
V10,V20
V4,V20
V5,V20
V0,V21
V1,V21
V11,V21
V13,V21
V2,V22
V7,V22
V5,V22
V15,V22
V13,V23
V14,V23
V15,V23
V17,V23
V18,V23
V1,V24
V11,V24
V5,V24
V17,V24
V10,V25
V8,V26
V24,V26
V11,V26
V12,V26
V2,V27
V3,V27
V13,V27
V15,V27
V24,V27
V17,V28
V10,V28
V23,V28
V7,V28
V0,V29
V5,V29
V13,V29
V14,V29
V20,V29
V14,V30
V20,V31
V3,V31
V4,V31
V13,V31
V21,V32
V7,V32
V0,V33
V5,V33
V19,V33
V20,V33
V22,V33
V11,V34
V12,V34
V22,V34
V15,V34
V9,V35
V5,V35
V1,V35
V17,V35
V25,V36
V28,V36
V22,V36
V0,V37
V22,V37
V19,V38
V24,V38
V3,V38
V6,V38
V33,V39
V28,V39
V13,V39
V30,V39
V16,V40
V17,V40
V10,V40
V38,V40
V3,V41
V26,V42
V11,V42
V20,V42
V15,V42
V10,V43
V11,V43
V30,V43
V6,V44
V7,V44
V15,V44
V21,V44
V25,V44
V6,V45
V14,V45
V18,V45
V25,V45
V30,V45
V27,V46
V23,V46
V7,V47
V39,V47
V41,V47
V15,V47
V30,V47
V19,V48
V26,V49
V44,V49
V4,V49
V6,V49
V4,V50
V22,V50
V15,V50
V0,V51
V17,V51
V31,V51
V15,V51
V14,V52
V33,V53
V34,V53
V1,V53
V38,V53
V23,V53
V24,V54
V16,V54
V26,V54
V25,V55
V21,V55
V5,V55
V29,V55
V1,V56
V34,V56
V39,V56
V41,V56
V49,V56
V45,V57
V35,V57
V5,V57
V17,V58
V15,V58
V56,V59
V32,V60
V24,V60
V5,V60
V21,V60
V9,V61
V3,V61
V33,V61
V41,V61
V17,V62
V2,V62
V53,V62
V49,V63
V29,V63
V46,V63
V27,V64
V20,V64
V19,V65
V47,V65
V54,V65
V22,V65
V58,V66
V34,V66
V5,V66
V64,V67
V31,V67
V15,V67
V3,V68
V37,V68
V7,V68
V44,V68
V56,V68
V5,V69
V45,V69
V46,V69
V51,V69
V58,V69
V65,V70
V49,V70
V9,V71
V43,V71
V52,V71
V63,V71
V2,V72
V34,V72
V37,V72
V44,V72
V50,V72
V48,V73
V67,V74
V35,V75
V67,V75
V22,V75
V34,V76
V4,V76
V19,V76
V56,V76
V60,V76
V4,V77
V12,V77
V19,V77
V51,V77
V23,V77
V16,V78
V26,V78
V52,V78
V6,V78
V21,V79
V66,V80
V9,V80
V48,V80
V17,V80
V18,V80
V16,V81
V51,V81
V70,V81
V71,V81
V56,V82
V21,V82
V71,V82
V63,V82
V64,V83
V12,V83
V50,V83
V22,V83
V29,V83
V3,V84
V71,V84
V42,V84
V54,V84
V62,V84
V33,V85
V37,V85
V30,V85
V63,V85
V26,V86
V28,V86
V30,V86
V46,V87
V23,V87
V38,V88
V16,V88
V48,V88
V28,V88
V61,V88
V3,V89
V62,V90
V65,V91
V0,V92
V86,V92
V79,V92
V81,V93
V26,V93
V87,V93
V12,V94
V84,V94
V64,V95
V10,V95
V6,V95
V87,V95
V23,V96
V85,V96
V71,V96
V2,V97
V66,V97
V75,V97
V48,V97
V87,V97
V78,V98
V35,V98
V44,V98
V6,V98
V49,V99
V58,V99
V38,V99
V30,V99
