Cause,Effect
V0,V2
V0,V3
V0,V4
V1,V5
V2,V5
V3,V5
V3,V6
V0,V7
V1,V7
V2,V7
V0,V8
V3,V8
V2,V9
V3,V9
V5,V9
V6,V9
V2,V10
V2,V11
V4,V11
V6,V11
V7,V11
V0,V12
V1,V12
V10,V12
V6,V12
V9,V13
V2,V13
V5,V13
V7,V13
V10,V14
V5,V14
V6,V14
V7,V14
V0,V15
V3,V15
V5,V15
V6,V15
V2,V16
V11,V16
V4,V16
V0,V17
V4,V17
V7,V17
V8,V18
V9,V18
V7,V18
V16,V19
V3,V20
V5,V20
V7,V20
V15,V21
V5,V22
V10,V22
V14,V22
V17,V22
V19,V22
V16,V23
V9,V24
V2,V24
V3,V24
V20,V24
V1,V25
V3,V26
V5,V26
V15,V26
V18,V26
V24,V26
V8,V27
V12,V27
V4,V27
V8,V28
V19,V28
V23,V28
V15,V28
V0,V29
V25,V29
V26,V29
V24,V29
V19,V30
V5,V31
V8,V32
V12,V32
V21,V32
V0,V33
V19,V33
V11,V34
V25,V35
V3,V35
V30,V36
V17,V37
V5,V37
V21,V37
V15,V38
V7,V38
V9,V39
V4,V40
V33,V41
V6,V42
V40,V43
V10,V43
V11,V43
V27,V43
V31,V43
V33,V44
V7,V44
V41,V44
V20,V44
V28,V44
V9,V45
V41,V46
V18,V46
V22,V46
V19,V47
V16,V47
V43,V47
V42,V48
V12,V48
V4,V49
V45,V49
V46,V49
V40,V50
V44,V50
V18,V51
V38,V52
V23,V52
V32,V53
V5,V53
V40,V53
V18,V53
V31,V53
V37,V54
V42,V54
V43,V54
V12,V54
V16,V54
V34,V55
V18,V56
V5,V56
V39,V56
V5,V57
V28,V58
V13,V58
V30,V58
V15,V59
V9,V60
V41,V60
V40,V61
V22,V61
V55,V61
V58,V61
V30,V61
V54,V62
V57,V62
V14,V62
V45,V63
V1,V64
V43,V64
V20,V64
V5,V64
V11,V65
V36,V65
V14,V65
V46,V66
V50,V66
V55,V66
V58,V66
V61,V66
V57,V67
V34,V67
V44,V68
V6,V68
V42,V69
V1,V70
V5,V70
V46,V70
V33,V71
V50,V71
V20,V71
V53,V71
V54,V71
V17,V72
V66,V72
V37,V73
V0,V74
V65,V74
V20,V74
V43,V75
V47,V75
V8,V76
V19,V76
V4,V76
V12,V76
V12,V77
V47,V77
V57,V78
V59,V78
V13,V78
V70,V78
V0,V79
V49,V79
V22,V79
V63,V79
V11,V80
V3,V80
V28,V80
V38,V80
V40,V81
V36,V81
V61,V81
V58,V82
V2,V82
V55,V82
V74,V83
V10,V83
V35,V84
V13,V84
V14,V84
V81,V84
V56,V84
V24,V85
V41,V85
V54,V85
V47,V85
V38,V86
V46,V86
V78,V86
V84,V86
V54,V86
V16,V87
V21,V87
V82,V88
V59,V88
V23,V89
V32,V90
V26,V90
V43,V90
V40,V91
V25,V91
V54,V91
V87,V91
V73,V92
V35,V92
V43,V92
V63,V92
V33,V93
V82,V93
V35,V93
V60,V93
V88,V94
V42,V94
V51,V94
V70,V94
V74,V95
V60,V95
V63,V96
V70,V96
V55,V96
V2,V97
V55,V98
V24,V99
V58,V99
V92,V99
V21,V99
