Cause,Effect
V0,V2
V0,V3
V0,V4
V0,V5
V0,V14
V1,V3
V1,V14
V1,V18
V1,V19
V2,V1
V2,V10
V2,V11
V3,V0
V3,V5
V3,V11
V3,V16
V4,V1
V4,V2
V4,V13
V4,V18
V5,V1
V5,V2
V5,V4
V5,V8
V5,V9
V5,V10
V5,V11
V5,V13
V6,V4
V6,V7
V6,V8
V6,V16
V6,V17
V7,V2
V7,V5
V7,V15
V8,V1
V8,V2
V8,V7
V8,V9
V8,V14
V8,V17
V8,V18
V9,V1
V9,V4
V9,V8
V9,V10
V9,V19
V10,V5
V10,V7
V11,V17
V11,V19
V12,V5
V12,V7
V12,V9
V12,V13
V12,V19
V13,V14
V13,V16
V14,V1
V14,V8
V14,V17
V14,V19
V15,V0
V15,V10
V15,V11
V15,V19
V16,V3
V16,V9
V16,V10
V16,V11
V16,V12
V16,V14
V16,V19
V17,V1
V17,V4
V17,V10
V18,V5
V18,V6
V18,V7
V18,V11
V18,V12
V18,V19
V19,V2
