Cause,Effect
V0,V6
V0,V68
V0,V79
V1,V87
V1,V95
V2,V12
V2,V27
V2,V29
V2,V68
V2,V78
V2,V95
V3,V29
V3,V48
V3,V90
V4,V43
V5,V32
V5,V88
V5,V93
V6,V36
V6,V53
V6,V55
V6,V56
V6,V74
V7,V46
V7,V97
V8,V5
V8,V11
V8,V84
V8,V88
V9,V13
V9,V95
V9,V98
V10,V85
V11,V38
V11,V57
V11,V93
V12,V33
V12,V85
V13,V19
V13,V69
V13,V88
V14,V7
V14,V42
V14,V84
V15,V43
V15,V99
V16,V15
V16,V79
V18,V30
V18,V61
V18,V83
V18,V90
V19,V13
V19,V50
V19,V96
V20,V1
V20,V69
V20,V96
V21,V60
V22,V18
V22,V96
V23,V4
V23,V57
V23,V58
V24,V33
V24,V69
V25,V3
V25,V29
V26,V32
V26,V75
V26,V84
V27,V74
V27,V76
V27,V77
V28,V3
V28,V35
V28,V38
V29,V75
V30,V0
V30,V13
V30,V55
V30,V72
V31,V79
V31,V99
V32,V43
V32,V86
V33,V9
V33,V17
V33,V26
V34,V2
V34,V46
V35,V33
V35,V84
V37,V10
V38,V94
V39,V12
V40,V7
V40,V17
V40,V33
V40,V42
V41,V27
V41,V44
V41,V83
V42,V4
V42,V37
V42,V79
V42,V97
V43,V11
V43,V34
V43,V98
V44,V8
V44,V15
V44,V19
V44,V57
V44,V61
V45,V26
V46,V6
V46,V65
V47,V37
V47,V38
V48,V31
V48,V37
V48,V93
V49,V26
V49,V77
V49,V84
V51,V7
V51,V35
V51,V44
V51,V55
V52,V14
V52,V58
V52,V60
V53,V7
V53,V17
V53,V19
V53,V25
V53,V73
V54,V49
V55,V1
V55,V36
V55,V68
V56,V17
V56,V49
V57,V25
V57,V93
V58,V83
V59,V14
V59,V43
V59,V72
V60,V36
V60,V90
V61,V2
V61,V5
V62,V19
V62,V45
V62,V58
V62,V69
V62,V72
V62,V81
V63,V14
V64,V9
V64,V11
V64,V29
V64,V70
V65,V46
V65,V73
V65,V81
V66,V14
V67,V1
V67,V3
V67,V23
V67,V24
V68,V7
V68,V29
V68,V35
V68,V40
V68,V63
V68,V79
V68,V82
V68,V85
V69,V2
V69,V15
V69,V36
V69,V85
V70,V0
V70,V13
V70,V18
V70,V47
V70,V94
V71,V15
V71,V68
V71,V72
V72,V35
V72,V96
V74,V11
V74,V12
V74,V82
V74,V92
V74,V99
V75,V38
V75,V56
V75,V89
V75,V92
V75,V93
V77,V5
V77,V13
V77,V39
V78,V1
V78,V61
V78,V88
V79,V14
V79,V45
V79,V58
V80,V3
V80,V89
V81,V12
V81,V22
V81,V49
V81,V65
V82,V32
V82,V43
V82,V60
V82,V86
V83,V48
V83,V81
V84,V5
V84,V55
V84,V74
V85,V61
V86,V27
V86,V41
V87,V39
V87,V71
V87,V75
V88,V25
V88,V50
V88,V83
V89,V1
V89,V47
V90,V0
V90,V77
V90,V82
V91,V21
V91,V86
V91,V87
V91,V90
V91,V96
V92,V10
V92,V53
V92,V55
V92,V61
V92,V76
V93,V31
V93,V49
V93,V75
V93,V85
V94,V95
V94,V99
V95,V58
V96,V60
V96,V65
V96,V81
V96,V99
V97,V6
V97,V92
V98,V0
V98,V5
V98,V38
V98,V40
V98,V60
V98,V91
V99,V88
V99,V89
